"Time stamp","Estimate rec. thermal power TO HTF | (MWt)","Resource Solar Azimuth | (deg)","Resource Solar Zenith | (deg)","Field optical efficiency before defocus"
"Mar 24, 10:00 pm",0,317.47,131.787,0
"Mar 24, 11:00 pm",0,336.684,138.28,0
"Mar 25, 12:00 am",0,359.563,140.739,0
"Mar 25, 01:00 am",0,22.5098,138.42,0
"Mar 25, 02:00 am",0,41.8548,132.027,0
"Mar 25, 03:00 am",0,56.9606,122.953,0
"Mar 25, 04:00 am",0,68.9474,112.333,0
"Mar 25, 05:00 am",0,79.0713,100.881,0
"Mar 25, 06:00 am",0,88.328,88.6785,0
"Mar 25, 07:00 am",0,97.5448,77.0808,0
"Mar 25, 08:00 am",0,107.564,65.4889,0.716389
"Mar 25, 09:00 am",0,119.449,54.5706,0.707729
"Mar 25, 10:00 am",0,134.67,45.0441,0.697616
"Mar 25, 11:00 am",40.4177,154.816,38.1167,0.688558
"Mar 25, 12:00 pm",28.0301,179.588,35.4322,0.6846
"Mar 25, 01:00 pm",21.8031,204.471,37.9267,0.688569
"Mar 25, 02:00 pm",21.5775,224.823,44.7216,0.697564
"Mar 25, 03:00 pm",21.0768,240.209,54.1702,0.7076
"Mar 25, 04:00 pm",331.886,252.202,65.0428,0.702749
"Mar 25, 05:00 pm",135.674,262.285,76.6067,0.339384
"Mar 25, 06:00 pm",40.2181,271.538,88.2265,0
"Mar 25, 07:00 pm",28.6096,280.806,100.365,0
"Mar 25, 08:00 pm",15.9705,290.916,111.803,0
"Mar 25, 09:00 pm",0,302.85,122.415,0
"Mar 25, 10:00 pm",0,317.836,131.495,0
"Mar 25, 11:00 pm",0,336.975,137.931,0
"Mar 26, 12:00 am",0,359.685,140.347,0
"Mar 26, 01:00 am",0,22.4382,138.023,0
"Mar 26, 02:00 am",0,41.6615,131.654,0
"Mar 26, 03:00 am",0,56.7167,122.609,0
"Mar 26, 04:00 am",0,68.6878,112.014,0
"Mar 26, 05:00 am",0,78.8076,100.577,0
"Mar 26, 06:00 am",0,88.0619,88.4102,0
"Mar 26, 07:00 am",0,97.2749,76.7818,0
"Mar 26, 08:00 am",0,107.291,65.1766,0
"Mar 26, 09:00 am",0,119.182,54.2359,0.708173
"Mar 26, 10:00 am",0,134.443,44.6784,0
"Mar 26, 11:00 am",0,154.715,37.7223,0
"Mar 26, 12:00 pm",0,179.715,35.0397,0
"Mar 26, 01:00 pm",0,204.799,37.5815,0.689532
"Mar 26, 02:00 pm",0,225.225,44.4396,0.698295
"Mar 26, 03:00 pm",190.931,240.611,53.9388,0.708146
"Mar 26, 04:00 pm",40.0496,252.584,64.844,0.716583
"Mar 26, 05:00 pm",28.3377,262.65,76.4255,0.348209
"Mar 26, 06:00 pm",15.5075,271.895,88.0635,0
"Mar 26, 07:00 pm",0,281.165,100.178,0
"Mar 26, 08:00 pm",0,291.284,111.596,0
"Mar 26, 09:00 pm",0,303.225,122.172,0
"Mar 26, 10:00 pm",0,318.199,131.203,0
"Mar 26, 11:00 pm",0,337.261,137.581,0
"Mar 27, 12:00 am",0,359.804,139.955,0
"Mar 27, 01:00 am",0,22.3681,137.627,0
"Mar 27, 02:00 am",0,41.4709,131.281,0
"Mar 27, 03:00 am",0,56.4753,122.266,0
"Mar 27, 04:00 am",0,68.43,111.694,0
"Mar 27, 05:00 am",0,78.5451,100.272,0
"Mar 27, 06:00 am",0,87.7963,88.1357,0
"Mar 27, 07:00 am",0,97.0049,76.4828,0
"Mar 27, 08:00 am",0,107.016,64.865,0
"Mar 27, 09:00 am",0,118.913,53.9021,0
"Mar 27, 10:00 am",0,134.213,44.3135,0.699016
"Mar 27, 11:00 am",0,154.612,37.3285,0.690325
"Mar 27, 12:00 pm",0,179.844,34.6479,0.686647
"Mar 27, 01:00 pm",0,205.132,37.2379,0.69047
"Mar 27, 02:00 pm",0,225.631,44.1594,0.699142
"Mar 27, 03:00 pm",0,241.014,53.709,0.708678
"Mar 27, 04:00 pm",0,252.966,64.6463,0.716876
"Mar 27, 05:00 pm",0,263.015,76.2445,0
"Mar 27, 06:00 pm",0,272.252,87.8962,0
"Mar 27, 07:00 pm",0,281.523,99.9915,0
"Mar 27, 08:00 pm",0,291.649,111.388,0
"Mar 27, 09:00 pm",0,303.598,121.929,0
"Mar 27, 10:00 pm",0,318.557,130.911,0
"Mar 27, 11:00 pm",0,337.543,137.231,0
"Mar 28, 12:00 am",0,359.921,139.564,0
"Mar 28, 01:00 am",0,22.2992,137.231,0
"Mar 28, 02:00 am",0,41.283,130.909,0
"Mar 28, 03:00 am",0,56.2362,121.923,0
"Mar 28, 04:00 am",0,68.1739,111.375,0
"Mar 28, 05:00 am",0,78.2836,99.9687,0
"Mar 28, 06:00 am",0,87.5312,87.8567,0
"Mar 28, 07:00 am",0,96.7349,76.1846,0.352205
"Mar 28, 08:00 am",0,106.741,64.5547,0
"Mar 28, 09:00 am",0,118.642,53.5698,0
"Mar 28, 10:00 am",0,133.982,43.9501,0.699494
"Mar 28, 11:00 am",487.242,154.508,36.9359,0.69118
"Mar 28, 12:00 pm",487.962,179.976,34.2574,0.687222
"Mar 28, 01:00 pm",493.778,205.469,36.8962,0.691385
"Mar 28, 02:00 pm",511.389,226.04,43.8816,0.699835
"Mar 28, 03:00 pm",519.746,241.419,53.4816,0.709197
"Mar 28, 04:00 pm",496.222,253.349,64.4507,0.717158
"Mar 28, 05:00 pm",184.302,263.38,76.0657,0.366019
"Mar 28, 06:00 pm",40.27,272.607,87.734,0
"Mar 28, 07:00 pm",29.5858,281.879,99.8048,0
"Mar 28, 08:00 pm",17.068,292.013,111.18,0
"Mar 28, 09:00 pm",0,303.967,121.686,0
"Mar 28, 10:00 pm",0,318.911,130.618,0
"Mar 28, 11:00 pm",0,337.821,136.882,0
"Mar 29, 12:00 am",0,0.0366666,139.173,0
"Mar 29, 01:00 am",0,22.2315,136.837,0
"Mar 29, 02:00 am",0,41.0976,130.537,0
"Mar 29, 03:00 am",0,55.9996,121.581,0
"Mar 29, 04:00 am",0,67.9196,111.056,0
"Mar 29, 05:00 am",0,78.0233,99.6655,0
"Mar 29, 06:00 am",0,87.2668,87.5806,0
"Mar 29, 07:00 am",0,96.4649,75.8879,0.367521
"Mar 29, 08:00 am",0,106.466,64.2458,0.705657
"Mar 29, 09:00 am",517.956,118.369,53.2391,0.709454
"Mar 29, 10:00 am",513.085,133.747,43.5882,0.700215
"Mar 29, 11:00 am",497.603,154.402,36.5444,0.692015
"Mar 29, 12:00 pm",488.888,180.11,33.868,0.688598
"Mar 29, 01:00 pm",492.775,205.81,36.5564,0.692277
"Mar 29, 02:00 pm",506.47,226.452,43.6059,0.70051
"Mar 29, 03:00 pm",306.289,241.825,53.2559,0.709701
"Mar 29, 04:00 pm",223.735,253.732,64.2563,0.71743
"Mar 29, 05:00 pm",42.5174,263.745,75.8869,0.375005
"Mar 29, 06:00 pm",35.1541,272.962,87.567,0
"Mar 29, 07:00 pm",23.7078,282.234,99.6182,0
"Mar 29, 08:00 pm",11.9789,292.374,110.971,0
"Mar 29, 09:00 pm",0,304.334,121.442,0
"Mar 29, 10:00 pm",0,319.262,130.324,0
"Mar 29, 11:00 pm",0,338.094,136.533,0
"Mar 30, 12:00 am",0,0.149724,138.784,0
"Mar 30, 01:00 am",0,22.165,136.443,0
"Mar 30, 02:00 am",0,40.9148,130.166,0
"Mar 30, 03:00 am",0,55.7652,121.239,0
"Mar 30, 04:00 am",0,67.667,110.738,0
"Mar 30, 05:00 am",0,77.7642,99.363,0
"Mar 30, 06:00 am",0,87.003,87.3032,0
"Mar 30, 07:00 am",0,96.195,75.5921,0
"Mar 30, 08:00 am",0,106.19,63.938,0.717497
"Mar 30, 09:00 am",0,118.095,52.9097,0.709849
"Mar 30, 10:00 am",280.81,133.51,43.2276,0.700795
"Mar 30, 11:00 am",240.396,154.294,36.154,0.692831
"Mar 30, 12:00 pm",268.819,180.246,33.4797,0.689538
"Mar 30, 01:00 pm",469.966,206.156,36.2184,0.693146
"Mar 30, 02:00 pm",167.988,226.867,43.3324,0.701166
"Mar 30, 03:00 pm",101.242,242.232,53.0321,0.710192
"Mar 30, 04:00 pm",145.364,254.115,64.0632,0.717692
"Mar 30, 05:00 pm",41.3802,264.108,75.7092,0.384045
"Mar 30, 06:00 pm",31.5652,273.316,87.4012,0
"Mar 30, 07:00 pm",19.4533,282.587,99.4318,0
"Mar 30, 08:00 pm",0,292.733,110.763,0
"Mar 30, 09:00 pm",0,304.698,121.198,0
"Mar 30, 10:00 pm",0,319.608,130.031,0
"Mar 30, 11:00 pm",0,338.363,136.184,0
"Mar 31, 12:00 am",0,0.260571,138.396,0
"Mar 31, 01:00 am",0,22.0995,136.051,0
"Mar 31, 02:00 am",0,40.7344,129.796,0
"Mar 31, 03:00 am",0,55.5332,120.898,0
"Mar 31, 04:00 am",0,67.4162,110.421,0
"Mar 31, 05:00 am",0,77.5062,99.0614,0
"Mar 31, 06:00 am",0,86.7398,87.0263,0
"Mar 31, 07:00 am",0,95.9251,75.2983,0.398758
"Mar 31, 08:00 am",0,105.913,63.6324,0.708922
"Mar 31, 09:00 am",496.6,117.819,52.5823,0.710265
"Mar 31, 10:00 am",493.721,133.271,42.8689,0.701363
"Mar 31, 11:00 am",482.402,154.185,35.7651,0.693627
"Mar 31, 12:00 pm",482.683,180.385,33.0929,0.690454
"Mar 31, 01:00 pm",490.331,206.507,35.8824,0.693992
"Mar 31, 02:00 pm",275.635,227.285,43.0611,0.701804
"Mar 31, 03:00 pm",220.945,242.641,52.8103,0.71067
"Mar 31, 04:00 pm",453.027,254.498,63.8716,0.717945
"Mar 31, 05:00 pm",177.306,264.472,75.5325,0.39314
"Mar 31, 06:00 pm",40.3014,273.669,87.2344,0
"Mar 31, 07:00 pm",29.4139,282.939,99.2455,0
"Mar 31, 08:00 pm",16.6865,293.09,110.554,0
"Mar 31, 09:00 pm",0,305.058,120.953,0
"Mar 31, 10:00 pm",0,319.95,129.737,0
"Mar 31, 11:00 pm",0,338.628,135.836,0
"Apr 1, 12:00 am",0,0.369166,138.009,0
"Apr 1, 01:00 am",0,22.0349,135.66,0
"Apr 1, 02:00 am",0,40.5563,129.427,0
"Apr 1, 03:00 am",0,55.3035,120.557,0
"Apr 1, 04:00 am",0,67.1672,110.104,0
"Apr 1, 05:00 am",0,77.2495,98.7607,0
"Apr 1, 06:00 am",0,86.4772,86.7438,0
"Apr 1, 07:00 am",0,95.6552,75.0044,0.414659
"Apr 1, 08:00 am",0,105.635,63.3276,0.710502
"Apr 1, 09:00 am",541.132,117.542,52.2564,0.710657
"Apr 1, 10:00 am",539.668,133.029,42.5117,0.701917
"Apr 1, 11:00 am",525.773,154.073,35.3775,0.694405
"Apr 1, 12:00 pm",503.772,180.525,32.7075,0.691348
"Apr 1, 01:00 pm",510.947,206.861,35.5484,0.694815
"Apr 1, 02:00 pm",527.068,227.705,42.7922,0.702425
"Apr 1, 03:00 pm",519.18,243.05,52.5905,0.711134
"Apr 1, 04:00 pm",488.247,254.881,63.6814,0.718064
"Apr 1, 05:00 pm",197.985,264.834,75.3564,0.402291
"Apr 1, 06:00 pm",40.3211,274.021,87.0664,0
"Apr 1, 07:00 pm",29.4326,283.289,99.0594,0
"Apr 1, 08:00 pm",16.7348,293.445,110.345,0
"Apr 1, 09:00 pm",0,305.416,120.708,0
"Apr 1, 10:00 pm",0,320.288,129.443,0
"Apr 1, 11:00 pm",0,338.888,135.488,0
"Apr 2, 12:00 am",0,0.475467,137.623,0
"Apr 2, 01:00 am",0,21.9711,135.27,0
"Apr 2, 02:00 am",0,40.3805,129.06,0
"Apr 2, 03:00 am",0,55.076,120.218,0
"Apr 2, 04:00 am",0,66.9199,109.789,0
"Apr 2, 05:00 am",0,76.9939,98.461,0
"Apr 2, 06:00 am",0,86.2154,86.4657,0
"Apr 2, 07:00 am",0,95.3855,74.7131,0.430736
"Apr 2, 08:00 am",0,105.357,63.0252,0.712057
"Apr 2, 09:00 am",537.959,117.263,51.9329,0.71104
"Apr 2, 10:00 am",535.52,132.784,42.1568,0.702458
"Apr 2, 11:00 am",522.689,153.96,34.9917,0.695164
"Apr 2, 12:00 pm",514.742,180.667,32.3238,0.692218
"Apr 2, 01:00 pm",522.385,207.22,35.2169,0.695617
"Apr 2, 02:00 pm",538.841,228.128,42.5259,0.703028
"Apr 2, 03:00 pm",538.107,243.46,52.3731,0.711585
"Apr 2, 04:00 pm",525.802,255.264,63.4935,0.718155
"Apr 2, 05:00 pm",231.577,265.195,75.1825,0.411498
"Apr 2, 06:00 pm",40.1982,274.371,86.9025,0
"Apr 2, 07:00 pm",29.3468,283.638,98.8735,0
"Apr 2, 08:00 pm",16.6632,293.797,110.136,0
"Apr 2, 09:00 pm",0,305.769,120.463,0
"Apr 2, 10:00 pm",0,320.621,129.15,0
"Apr 2, 11:00 pm",0,339.144,135.141,0
"Apr 3, 12:00 am",0,0.579429,137.239,0
"Apr 3, 01:00 am",0,21.9082,134.882,0
"Apr 3, 02:00 am",0,40.2069,128.693,0
"Apr 3, 03:00 am",0,54.8507,119.88,0
"Apr 3, 04:00 am",0,66.6743,109.474,0
"Apr 3, 05:00 am",0,76.7396,98.1626,0
"Apr 3, 06:00 am",0,85.9542,86.1871,0
"Apr 3, 07:00 am",0,95.1159,74.4235,0.446979
"Apr 3, 08:00 am",0,105.078,62.7249,0.713545
"Apr 3, 09:00 am",528.934,116.982,51.6115,0.711415
"Apr 3, 10:00 am",521.347,132.537,41.804,0.702987
"Apr 3, 11:00 am",506.669,153.844,34.6076,0.695905
"Apr 3, 12:00 pm",304.033,180.812,31.9417,0.693066
"Apr 3, 01:00 pm",495.368,207.582,34.8876,0.696397
"Apr 3, 02:00 pm",515.369,228.553,42.2619,0.703614
"Apr 3, 03:00 pm",299.046,243.87,52.1575,0.712023
"Apr 3, 04:00 pm",498.602,255.646,63.3066,0.718245
"Apr 3, 05:00 pm",222.814,265.556,75.0091,0.420763
"Apr 3, 06:00 pm",40.2312,274.72,86.7378,0
"Apr 3, 07:00 pm",29.5645,283.984,98.6877,0
"Apr 3, 08:00 pm",17.104,294.147,109.927,0
"Apr 3, 09:00 pm",0,306.12,120.218,0
"Apr 3, 10:00 pm",0,320.95,128.856,0
"Apr 3, 11:00 pm",0,339.395,134.795,0
"Apr 4, 12:00 am",0,0.681008,136.856,0
"Apr 4, 01:00 am",0,21.8458,134.496,0
"Apr 4, 02:00 am",0,40.0354,128.328,0
"Apr 4, 03:00 am",0,54.6276,119.543,0
"Apr 4, 04:00 am",0,66.4305,109.161,0
"Apr 4, 05:00 am",0,76.4865,97.8655,0
"Apr 4, 06:00 am",0,85.6938,85.9075,0
"Apr 4, 07:00 am",0,94.8465,74.1352,0.463376
"Apr 4, 08:00 am",0,104.798,62.4262,0.715006
"Apr 4, 09:00 am",540.387,116.7,51.2922,0.711782
"Apr 4, 10:00 am",538.619,132.286,41.4532,0.703502
"Apr 4, 11:00 am",536.918,153.726,34.2253,0.696627
"Apr 4, 12:00 pm",519.318,180.958,31.5614,0.693892
"Apr 4, 01:00 pm",528.257,207.949,34.5606,0.697155
"Apr 4, 02:00 pm",537.168,228.98,42.0004,0.704182
"Apr 4, 03:00 pm",538.098,244.28,51.944,0.712448
"Apr 4, 04:00 pm",527.468,256.027,63.1212,0.718334
"Apr 4, 05:00 pm",246.581,265.915,74.8365,0.430086
"Apr 4, 06:00 pm",40.103,275.067,86.572,0
"Apr 4, 07:00 pm",29.3591,284.328,98.5022,0
"Apr 4, 08:00 pm",16.8177,294.494,109.718,0
"Apr 4, 09:00 pm",0,306.467,119.973,0
"Apr 4, 10:00 pm",0,321.274,128.563,0
"Apr 4, 11:00 pm",0,339.641,134.45,0
"Apr 5, 12:00 am",0,0.780155,136.475,0
"Apr 5, 01:00 am",0,21.7841,134.111,0
"Apr 5, 02:00 am",0,39.866,127.965,0
"Apr 5, 03:00 am",0,54.4066,119.207,0
"Apr 5, 04:00 am",0,66.1884,108.849,0
"Apr 5, 05:00 am",0,76.2346,97.5699,0
"Apr 5, 06:00 am",0,85.4341,85.631,0
"Apr 5, 07:00 am",0,94.5772,73.8493,0.479918
"Apr 5, 08:00 am",0,104.519,62.1301,0.716448
"Apr 5, 09:00 am",539.51,116.416,50.9755,0.712139
"Apr 5, 10:00 am",538.388,132.033,41.1049,0.704005
"Apr 5, 11:00 am",530.632,153.605,33.8451,0.697331
"Apr 5, 12:00 pm",517.01,181.106,31.1831,0.694696
"Apr 5, 01:00 pm",524.873,208.319,34.236,0.697892
"Apr 5, 02:00 pm",537.645,229.409,41.7415,0.704734
"Apr 5, 03:00 pm",516.488,244.691,51.7327,0.712859
"Apr 5, 04:00 pm",488.086,256.408,62.9374,0.718423
"Apr 5, 05:00 pm",225.209,266.273,74.6646,0.439468
"Apr 5, 06:00 pm",40.1866,275.412,86.404,0
"Apr 5, 07:00 pm",29.2943,284.67,98.3168,0
"Apr 5, 08:00 pm",16.5681,294.838,109.509,0
"Apr 5, 09:00 pm",0,306.81,119.728,0
"Apr 5, 10:00 pm",0,321.594,128.27,0
"Apr 5, 11:00 pm",0,339.883,134.105,0
"Apr 6, 12:00 am",0,0.876823,136.095,0
"Apr 6, 01:00 am",0,21.7228,133.728,0
"Apr 6, 02:00 am",0,39.6985,127.603,0
"Apr 6, 03:00 am",0,54.1877,118.873,0
"Apr 6, 04:00 am",0,65.9479,108.538,0
"Apr 6, 05:00 am",0,75.9839,97.2759,0
"Apr 6, 06:00 am",0,85.1751,85.3531,0
"Apr 6, 07:00 am",0,94.3082,73.5648,0.496356
"Apr 6, 08:00 am",0,104.238,61.836,0.717876
"Apr 6, 09:00 am",539.38,116.13,50.661,0.712489
"Apr 6, 10:00 am",538.955,131.777,40.7589,0.704496
"Apr 6, 11:00 am",525.592,153.482,33.4668,0.698018
"Apr 6, 12:00 pm",514.734,181.255,30.8065,0.695478
"Apr 6, 01:00 pm",522.636,208.692,33.9138,0.698608
"Apr 6, 02:00 pm",534.466,229.839,41.4849,0.705269
"Apr 6, 03:00 pm",531.819,245.101,51.5232,0.713258
"Apr 6, 04:00 pm",507.784,256.787,62.7549,0.71851
"Apr 6, 05:00 pm",245.884,266.629,74.4939,0.448909
"Apr 6, 06:00 pm",40.1256,275.756,86.2385,0
"Apr 6, 07:00 pm",29.3469,285.01,98.1317,0
"Apr 6, 08:00 pm",16.7629,295.179,109.3,0
"Apr 6, 09:00 pm",0,307.149,119.483,0
"Apr 6, 10:00 pm",0,321.909,127.977,0
"Apr 6, 11:00 pm",0,340.12,133.762,0
"Apr 7, 12:00 am",0,0.970959,135.718,0
"Apr 7, 01:00 am",0,21.662,133.347,0
"Apr 7, 02:00 am",0,39.5329,127.243,0
"Apr 7, 03:00 am",0,53.9708,118.54,0
"Apr 7, 04:00 am",0,65.7092,108.229,0
"Apr 7, 05:00 am",0,75.7345,96.9836,0
"Apr 7, 06:00 am",0,84.9169,85.0777,0
"Apr 7, 07:00 am",0,94.0394,73.2829,0.505195
"Apr 7, 08:00 am",0,103.957,61.5445,0.718383
"Apr 7, 09:00 am",532.964,115.843,50.3493,0.712829
"Apr 7, 10:00 am",529.339,131.518,40.4158,0.704974
"Apr 7, 11:00 am",516.452,153.356,33.0908,0.698686
"Apr 7, 12:00 pm",519.851,181.406,30.4321,0.696239
"Apr 7, 01:00 pm",527.161,209.07,33.5943,0.699304
"Apr 7, 02:00 pm",539.615,230.271,41.231,0.705787
"Apr 7, 03:00 pm",532.661,245.512,51.3159,0.713645
"Apr 7, 04:00 pm",498.645,257.166,62.5741,0.718598
"Apr 7, 05:00 pm",239.886,266.984,74.324,0.458411
"Apr 7, 06:00 pm",40.1493,276.098,86.0714,0
"Apr 7, 07:00 pm",29.3127,285.347,97.9468,0
"Apr 7, 08:00 pm",16.6821,295.517,109.091,0
"Apr 7, 09:00 pm",0,307.484,119.237,0
"Apr 7, 10:00 pm",0,322.219,127.684,0
"Apr 7, 11:00 pm",0,340.352,133.42,0
"Apr 8, 12:00 am",0,1.06251,135.342,0
"Apr 8, 01:00 am",0,21.6014,132.969,0
"Apr 8, 02:00 am",0,39.3691,126.885,0
"Apr 8, 03:00 am",0,53.7558,118.209,0
"Apr 8, 04:00 am",0,65.4721,107.922,0
"Apr 8, 05:00 am",0,75.4863,96.6933,0
"Apr 8, 06:00 am",0,84.6595,84.8029,0
"Apr 8, 07:00 am",0,93.7708,73.003,0.513959
"Apr 8, 08:00 am",0,103.675,61.2554,0.718452
"Apr 8, 09:00 am",541.464,115.555,50.0404,0.713162
"Apr 8, 10:00 am",540.822,131.256,40.0752,0.70544
"Apr 8, 11:00 am",529.361,153.227,32.7171,0.699337
"Apr 8, 12:00 pm",522.23,181.559,30.0598,0.696979
"Apr 8, 01:00 pm",527.24,209.45,33.2773,0.69998
"Apr 8, 02:00 pm",538.927,230.705,40.9796,0.706324
"Apr 8, 03:00 pm",534.745,245.922,51.1107,0.714018
"Apr 8, 04:00 pm",504.789,257.543,62.3946,0.718684
"Apr 8, 05:00 pm",253.044,267.337,74.1551,0.467973
"Apr 8, 06:00 pm",40.0929,276.437,85.9055,0
"Apr 8, 07:00 pm",29.2661,285.682,97.7622,0
"Apr 8, 08:00 pm",16.6407,295.852,108.882,0
"Apr 8, 09:00 pm",0,307.816,118.992,0
"Apr 8, 10:00 pm",0,322.524,127.392,0
"Apr 8, 11:00 pm",0,340.58,133.079,0
"Apr 9, 12:00 am",0,1.15143,134.968,0
"Apr 9, 01:00 am",0,21.541,132.592,0
"Apr 9, 02:00 am",0,39.2069,126.529,0
"Apr 9, 03:00 am",0,53.5428,117.88,0
"Apr 9, 04:00 am",0,65.2366,107.617,0
"Apr 9, 05:00 am",0,75.2393,96.4049,0
"Apr 9, 06:00 am",0,84.4029,84.5303,0
"Apr 9, 07:00 am",0,93.5024,72.7256,0.522644
"Apr 9, 08:00 am",0,103.393,60.9692,0.718521
"Apr 9, 09:00 am",539.198,115.264,49.7345,0.713486
"Apr 9, 10:00 am",540.15,130.991,39.7377,0.705894
"Apr 9, 11:00 am",533.848,153.095,32.346,0.699971
"Apr 9, 12:00 pm",532.83,181.712,29.6898,0.697699
"Apr 9, 01:00 pm",538.543,209.833,32.963,0.700635
"Apr 9, 02:00 pm",537.847,231.139,40.7308,0.70689
"Apr 9, 03:00 pm",537.758,246.331,50.9075,0.71438
"Apr 9, 04:00 pm",505.781,257.919,62.2166,0.718769
"Apr 9, 05:00 pm",253.278,267.688,73.9871,0.477597
"Apr 9, 06:00 pm",40.0723,276.774,85.7396,0
"Apr 9, 07:00 pm",29.207,286.014,97.5778,0
"Apr 9, 08:00 pm",16.5466,296.184,108.673,0
"Apr 9, 09:00 pm",0,308.143,118.747,0
"Apr 9, 10:00 pm",0,322.825,127.101,0
"Apr 9, 11:00 pm",0,340.803,132.739,0
"Apr 10, 12:00 am",0,1.23765,134.596,0
"Apr 10, 01:00 am",0,21.4807,132.218,0
"Apr 10, 02:00 am",0,39.0464,126.175,0
"Apr 10, 03:00 am",0,53.3316,117.554,0
"Apr 10, 04:00 am",0,65.0027,107.314,0
"Apr 10, 05:00 am",0,74.9936,96.1186,0
"Apr 10, 06:00 am",0,84.147,84.2592,0
"Apr 10, 07:00 am",0,93.2344,72.4508,0.531247
"Apr 10, 08:00 am",0,103.111,60.6858,0.71859
"Apr 10, 09:00 am",541.653,114.972,49.4316,0.713802
"Apr 10, 10:00 am",539.85,130.723,39.4032,0.706377
"Apr 10, 11:00 am",529.829,152.959,31.9774,0.700588
"Apr 10, 12:00 pm",515.295,181.866,29.3221,0.698398
"Apr 10, 01:00 pm",520.945,210.22,32.6515,0.701271
"Apr 10, 02:00 pm",529.909,231.574,40.4848,0.707441
"Apr 10, 03:00 pm",517.347,246.74,50.7065,0.714729
"Apr 10, 04:00 pm",476.725,258.293,62.0404,0.718854
"Apr 10, 05:00 pm",237.195,268.037,73.8205,0.487282
"Apr 10, 06:00 pm",40.1288,277.109,85.5754,0
"Apr 10, 07:00 pm",29.3381,286.343,97.3936,0
"Apr 10, 08:00 pm",16.7264,296.512,108.464,0
"Apr 10, 09:00 pm",0,308.466,118.502,0
"Apr 10, 10:00 pm",0,323.12,126.81,0
"Apr 10, 11:00 pm",0,341.021,132.401,0
"Apr 11, 12:00 am",0,1.32114,134.227,0
"Apr 11, 01:00 am",0,21.4205,131.847,0
"Apr 11, 02:00 am",0,38.8874,125.824,0
"Apr 11, 03:00 am",0,53.1222,117.229,0
"Apr 11, 04:00 am",0,64.7705,107.013,0
"Apr 11, 05:00 am",0,74.7491,95.8347,0
"Apr 11, 06:00 am",0,83.892,83.9896,0
"Apr 11, 07:00 am",0,92.9666,72.1784,0.539763
"Apr 11, 08:00 am",0,102.828,60.4052,0.718658
"Apr 11, 09:00 am",538.826,114.679,49.1319,0.714109
"Apr 11, 10:00 am",537.788,130.451,39.0719,0.706878
"Apr 11, 11:00 am",538.692,152.82,31.6116,0.701188
"Apr 11, 12:00 pm",528.601,182.022,28.9569,0.699077
"Apr 11, 01:00 pm",536.546,210.609,32.3427,0.701889
"Apr 11, 02:00 pm",536.49,232.01,40.2413,0.707974
"Apr 11, 03:00 pm",536.935,247.148,50.5076,0.715067
"Apr 11, 04:00 pm",520.171,258.666,61.8655,0.718938
"Apr 11, 05:00 pm",281.375,268.384,73.6549,0.496222
"Apr 11, 06:00 pm",40.1609,277.442,85.4121,0
"Apr 11, 07:00 pm",29.3826,286.67,97.2096,0
"Apr 11, 08:00 pm",16.7914,296.837,108.256,0
"Apr 11, 09:00 pm",0,308.785,118.258,0
"Apr 11, 10:00 pm",0,323.41,126.52,0
"Apr 11, 11:00 pm",0,341.234,132.064,0
"Apr 12, 12:00 am",0,1.40183,133.859,0
"Apr 12, 01:00 am",0,21.3601,131.478,0
"Apr 12, 02:00 am",0,38.7298,125.475,0
"Apr 12, 03:00 am",0,52.9146,116.907,0
"Apr 12, 04:00 am",0,64.5397,106.714,0
"Apr 12, 05:00 am",0,74.5058,95.5531,0
"Apr 12, 06:00 am",0,83.6378,83.7254,0
"Apr 12, 07:00 am",0,92.6992,71.9099,0.548189
"Apr 12, 08:00 am",0,102.545,60.1283,0.718726
"Apr 12, 09:00 am",538.573,114.383,48.8358,0.714409
"Apr 12, 10:00 am",537.81,130.177,38.744,0.707366
"Apr 12, 11:00 am",536.289,152.678,31.2486,0.701772
"Apr 12, 12:00 pm",522.944,182.177,28.5942,0.699737
"Apr 12, 01:00 pm",528.889,211.001,32.0368,0.702487
"Apr 12, 02:00 pm",536.397,232.446,40.0004,0.708492
"Apr 12, 03:00 pm",518.566,247.554,50.3106,0.715392
"Apr 12, 04:00 pm",471.18,259.037,61.6919,0.719021
"Apr 12, 05:00 pm",233.547,268.729,73.4896,0.501359
"Apr 12, 06:00 pm",40.1197,277.771,85.2466,0
"Apr 12, 07:00 pm",29.3359,286.993,97.0259,0
"Apr 12, 08:00 pm",16.7386,297.158,108.047,0
"Apr 12, 09:00 pm",0,309.1,118.013,0
"Apr 12, 10:00 pm",0,323.696,126.231,0
"Apr 12, 11:00 pm",0,341.443,131.729,0
"Apr 13, 12:00 am",0,1.47969,133.494,0
"Apr 13, 01:00 am",0,21.2996,131.111,0
"Apr 13, 02:00 am",0,38.5736,125.129,0
"Apr 13, 03:00 am",0,52.7087,116.587,0
"Apr 13, 04:00 am",0,64.3106,106.418,0
"Apr 13, 05:00 am",0,74.2637,95.274,0
"Apr 13, 06:00 am",0,83.3845,83.4606,0
"Apr 13, 07:00 am",0,92.4321,71.6432,0
"Apr 13, 08:00 am",0,102.261,59.8539,0.71879
"Apr 13, 09:00 am",0,114.087,48.5427,0.714688
"Apr 13, 10:00 am",378.535,129.898,38.4193,0.707816
"Apr 13, 11:00 am",392.899,152.531,30.8885,0.70234
