"Time stamp","Estimate rec. thermal power TO HTF | (MWt)","Resource Solar Azimuth | (deg)","Resource Solar Zenith | (deg)","Field optical efficiency before defocus"
"Jun 28, 08:00 pm",29.1365,306.93,97.4209,0
"Jun 28, 09:00 pm",15.8694,317.764,106.228,0
"Jun 28, 10:00 pm",0,330.383,113.229,0
"Jun 28, 11:00 pm",0,344.801,117.784,0
"Jun 29, 12:00 am",0,0.399095,119.326,0
"Jun 29, 01:00 am",0,15.9642,117.627,0
"Jun 29, 02:00 am",0,30.304,112.937,0
"Jun 29, 03:00 am",0,42.8317,105.833,0
"Jun 29, 04:00 am",0,53.5888,96.9516,0
"Jun 29, 05:00 am",0,62.9502,86.612,0
"Jun 29, 06:00 am",0,71.3997,75.7965,0.446232
"Jun 29, 07:00 am",0,79.4679,64.3124,0.707758
"Jun 29, 08:00 am",540.185,87.8104,52.5047,0.720911
"Jun 29, 09:00 am",536.72,97.4879,40.6316,0.720173
"Jun 29, 10:00 am",536.099,110.835,29.0951,0.718959
"Jun 29, 11:00 am",535.411,134.459,18.9948,0.718178
"Jun 29, 12:00 pm",535.048,181.319,14.2535,0.717756
"Jun 29, 01:00 pm",534.832,227.075,19.4043,0.71818
"Jun 29, 02:00 pm",534.8,249.927,29.6265,0.718992
"Jun 29, 03:00 pm",537.914,263.005,41.1957,0.720232
"Jun 29, 04:00 pm",537.786,272.581,53.0751,0.720833
"Jun 29, 05:00 pm",471.649,280.89,64.8766,0.718976
"Jun 29, 06:00 pm",176.373,288.962,76.3436,0.406828
"Jun 29, 07:00 pm",40.0156,297.441,87.1142,0
"Jun 29, 08:00 pm",29.031,306.857,97.4295,0
"Jun 29, 09:00 pm",16.2007,317.691,106.247,0
"Jun 29, 10:00 pm",0,330.311,113.26,0
"Jun 29, 11:00 pm",0,344.736,117.829,0
"Jun 30, 12:00 am",0,0.346663,119.383,0
"Jun 30, 01:00 am",0,15.9292,117.693,0
"Jun 30, 02:00 am",0,30.2864,113.009,0
"Jun 30, 03:00 am",0,42.8284,105.907,0
"Jun 30, 04:00 am",0,53.5963,97.0253,0
"Jun 30, 05:00 am",0,62.966,86.68,0
"Jun 30, 06:00 am",0,71.4222,75.8671,0.441934
"Jun 30, 07:00 am",0,79.4967,64.3822,0.707404
"Jun 30, 08:00 am",540.28,87.8459,52.5739,0.720917
"Jun 30, 09:00 am",536.903,97.5301,40.7014,0.720165
"Jun 30, 10:00 am",536.291,110.879,29.1673,0.718949
"Jun 30, 11:00 am",535.781,134.462,19.0703,0.718166
"Jun 30, 12:00 pm",535.177,181.13,14.3131,0.717716
"Jun 30, 01:00 pm",534.959,226.854,19.4226,0.718164
"Jun 30, 02:00 pm",534.833,249.773,29.6254,0.718975
"Jun 30, 03:00 pm",534.861,262.89,41.1884,0.720214
"Jun 30, 04:00 pm",537.008,272.486,53.0671,0.720851
"Jun 30, 05:00 pm",491.718,280.806,64.871,0.718995
"Jun 30, 06:00 pm",188.769,288.882,76.3426,0.406827
"Jun 30, 07:00 pm",39.956,297.364,87.1195,0
"Jun 30, 08:00 pm",29.1437,306.78,97.4436,0
"Jun 30, 09:00 pm",16.5214,317.615,106.272,0
"Jun 30, 10:00 pm",0,330.237,113.298,0
"Jun 30, 11:00 pm",0,344.67,117.88,0
"Jul 1, 12:00 am",0,0.295288,119.447,0
"Jul 1, 01:00 am",0,15.8969,117.766,0
"Jul 1, 02:00 am",0,30.2729,113.086,0
"Jul 1, 03:00 am",0,42.8301,105.986,0
"Jul 1, 04:00 am",0,53.6093,97.1033,0
"Jul 1, 05:00 am",0,62.9875,86.7556,0
"Jul 1, 06:00 am",0,71.451,75.9421,0.43743
"Jul 1, 07:00 am",0,79.5324,64.4556,0.707033
"Jul 1, 08:00 am",539.128,87.8892,52.6463,0.720925
"Jul 1, 09:00 am",534.906,97.5817,40.7743,0.720155
"Jul 1, 10:00 am",534.378,110.935,29.2428,0.718937
"Jul 1, 11:00 am",533.781,134.481,19.1506,0.718151
"Jul 1, 12:00 pm",533.501,180.946,14.3797,0.717672
"Jul 1, 01:00 pm",533.296,226.622,19.4473,0.718146
"Jul 1, 02:00 pm",533.266,249.61,29.6293,0.718956
"Jul 1, 03:00 pm",533.318,262.766,41.1857,0.720195
"Jul 1, 04:00 pm",534.673,272.384,53.0638,0.72087
"Jul 1, 05:00 pm",473.624,280.715,64.8702,0.719014
"Jul 1, 06:00 pm",178.03,288.798,76.3469,0.406547
"Jul 1, 07:00 pm",40.0199,297.282,87.132,0
"Jul 1, 08:00 pm",29.3165,306.699,97.4632,0
"Jul 1, 09:00 pm",16.8022,317.535,106.303,0
"Jul 1, 10:00 pm",0,330.161,113.342,0
"Jul 1, 11:00 pm",0,344.603,117.939,0
"Jul 2, 12:00 am",0,0.245055,119.518,0
"Jul 2, 01:00 am",0,15.8675,117.845,0
"Jul 2, 02:00 am",0,30.2635,113.169,0
"Jul 2, 03:00 am",0,42.8367,106.069,0
"Jul 2, 04:00 am",0,53.6277,97.1853,0
"Jul 2, 05:00 am",0,63.0149,86.8327,0
"Jul 2, 06:00 am",0,71.486,76.0195,0.432726
"Jul 2, 07:00 am",0,79.575,64.5311,0.706647
"Jul 2, 08:00 am",535.231,87.9403,52.7209,0.720934
"Jul 2, 09:00 am",533.969,97.6428,40.8495,0.720144
"Jul 2, 10:00 am",533.418,111.003,29.3214,0.718923
"Jul 2, 11:00 am",532.778,134.515,19.2354,0.718135
"Jul 2, 12:00 pm",532.478,180.768,14.4531,0.717622
"Jul 2, 01:00 pm",532.065,226.381,19.4781,0.718127
"Jul 2, 02:00 pm",531.995,249.436,29.6382,0.718936
"Jul 2, 03:00 pm",532.036,262.635,41.1875,0.720175
"Jul 2, 04:00 pm",534.913,272.276,53.0648,0.720891
"Jul 2, 05:00 pm",496.669,280.62,64.8739,0.719035
"Jul 2, 06:00 pm",191.543,288.709,76.3558,0.405985
"Jul 2, 07:00 pm",39.7988,297.196,87.1485,0
"Jul 2, 08:00 pm",29.0986,306.615,97.4884,0
"Jul 2, 09:00 pm",16.5737,317.452,106.341,0
"Jul 2, 10:00 pm",0,330.083,113.393,0
"Jul 2, 11:00 pm",0,344.536,118.004,0
"Jul 3, 12:00 am",0,0.196045,119.595,0
"Jul 3, 01:00 am",0,15.8411,117.931,0
"Jul 3, 02:00 am",0,30.2584,113.258,0
"Jul 3, 03:00 am",0,42.8484,106.158,0
"Jul 3, 04:00 am",0,53.6517,97.2714,0
"Jul 3, 05:00 am",0,63.0481,86.9133,0
"Jul 3, 06:00 am",0,71.5273,76.0997,0.427831
"Jul 3, 07:00 am",0,79.6245,64.6092,0.706244
"Jul 3, 08:00 am",536.429,87.9993,52.798,0.720944
"Jul 3, 09:00 am",533.501,97.7132,40.9273,0.720131
"Jul 3, 10:00 am",532.743,111.084,29.4031,0.718907
"Jul 3, 11:00 am",532.112,134.563,19.3249,0.718117
"Jul 3, 12:00 pm",531.861,180.596,14.5333,0.717567
"Jul 3, 01:00 pm",531.552,226.131,19.5151,0.718106
"Jul 3, 02:00 pm",531.55,249.253,29.6522,0.718914
"Jul 3, 03:00 pm",533.386,262.496,41.1938,0.720153
"Jul 3, 04:00 pm",509.421,272.161,53.0701,0.720912
"Jul 3, 05:00 pm",427.452,280.518,64.8818,0.719058
"Jul 3, 06:00 pm",141.569,288.615,76.369,0.405141
"Jul 3, 07:00 pm",39.9361,297.106,87.1684,0
"Jul 3, 08:00 pm",29.2404,306.527,97.5192,0
"Jul 3, 09:00 pm",16.7109,317.366,106.384,0
"Jul 3, 10:00 pm",0,330.003,113.451,0
"Jul 3, 11:00 pm",0,344.468,118.076,0
"Jul 4, 12:00 am",0,0.148333,119.679,0
"Jul 4, 01:00 am",0,15.8177,118.023,0
"Jul 4, 02:00 am",0,30.2576,113.352,0
"Jul 4, 03:00 am",0,42.8651,106.251,0
"Jul 4, 04:00 am",0,53.6811,97.3614,0
"Jul 4, 05:00 am",0,63.0873,86.9964,0
"Jul 4, 06:00 am",0,71.5748,76.1826,0.422751
"Jul 4, 07:00 am",0,79.6808,64.6897,0.705827
"Jul 4, 08:00 am",533.413,88.0661,52.8773,0.720957
"Jul 4, 09:00 am",536.534,97.7931,41.0075,0.720117
"Jul 4, 10:00 am",532.849,111.176,29.4878,0.71889
"Jul 4, 11:00 am",532.382,134.626,19.4188,0.718097
"Jul 4, 12:00 pm",534.812,180.43,14.6203,0.717507
"Jul 4, 01:00 pm",534.301,225.873,19.5584,0.718084
"Jul 4, 02:00 pm",533.491,249.061,29.6713,0.718891
"Jul 4, 03:00 pm",533.273,262.35,41.2047,0.72013
"Jul 4, 04:00 pm",485.975,272.04,53.0798,0.720935
"Jul 4, 05:00 pm",394.811,280.411,64.8943,0.719081
"Jul 4, 06:00 pm",115.952,288.516,76.3869,0.404012
"Jul 4, 07:00 pm",39.8162,297.011,87.1937,0
"Jul 4, 08:00 pm",29.1068,306.434,97.5556,0
"Jul 4, 09:00 pm",16.5402,317.277,106.433,0
"Jul 4, 10:00 pm",0,329.92,113.514,0
"Jul 4, 11:00 pm",0,344.4,118.154,0
"Jul 5, 12:00 am",0,0.101993,119.77,0
"Jul 5, 01:00 am",0,15.7974,118.12,0
"Jul 5, 02:00 am",0,30.2611,113.452,0
"Jul 5, 03:00 am",0,42.887,106.348,0
"Jul 5, 04:00 am",0,53.7161,97.4554,0
"Jul 5, 05:00 am",0,63.1323,87.0823,0
"Jul 5, 06:00 am",0,71.6286,76.268,0.417494
"Jul 5, 07:00 am",0,79.744,64.7725,0.701194
"Jul 5, 08:00 am",480.267,88.1407,52.9587,0.72097
"Jul 5, 09:00 am",520.514,97.8823,41.0899,0.720101
"Jul 5, 10:00 am",537.285,111.279,29.5754,0.718872
"Jul 5, 11:00 am",534.852,134.704,19.5171,0.718076
"Jul 5, 12:00 pm",534.763,180.271,14.7139,0.717441
"Jul 5, 01:00 pm",530.159,225.606,19.6079,0.71806
"Jul 5, 02:00 pm",503.262,248.861,29.6955,0.718867
"Jul 5, 03:00 pm",205.49,262.196,41.2201,0.720106
"Jul 5, 04:00 pm",41.5877,271.912,53.0938,0.720959
"Jul 5, 05:00 pm",226.469,280.299,64.9109,0.719105
"Jul 5, 06:00 pm",39.3259,288.412,76.4088,0.402599
"Jul 5, 07:00 pm",29.4164,296.913,87.22,0
"Jul 5, 08:00 pm",17.1896,306.339,97.5977,0
"Jul 5, 09:00 pm",0,317.185,106.488,0
"Jul 5, 10:00 pm",0,329.836,113.585,0
"Jul 5, 11:00 pm",0,344.331,118.239,0
"Jul 6, 12:00 am",0,0.0570888,119.867,0
"Jul 6, 01:00 am",0,15.7803,118.224,0
"Jul 6, 02:00 am",0,30.2691,113.557,0
"Jul 6, 03:00 am",0,42.914,106.451,0
"Jul 6, 04:00 am",0,53.7567,97.5531,0
"Jul 6, 05:00 am",0,63.1832,87.17,0
"Jul 6, 06:00 am",0,71.6887,76.3559,0
"Jul 6, 07:00 am",0,79.814,64.8575,0.719133
"Jul 6, 08:00 am",0,88.2231,53.0423,0.720985
"Jul 6, 09:00 am",0,97.9807,41.1747,0.720085
"Jul 6, 10:00 am",466.748,111.395,29.6659,0.718851
"Jul 6, 11:00 am",506.167,134.796,19.6198,0.718053
"Jul 6, 12:00 pm",536.48,180.119,14.8142,0.71737
"Jul 6, 01:00 pm",537.207,225.332,19.664,0.718034
"Jul 6, 02:00 pm",534.332,248.651,29.7252,0.718841
"Jul 6, 03:00 pm",536.556,262.034,41.2405,0.720081
"Jul 6, 04:00 pm",536.644,271.779,53.1129,0.720984
"Jul 6, 05:00 pm",468.818,280.182,64.9329,0.71913
"Jul 6, 06:00 pm",172.905,288.304,76.4366,0.400899
"Jul 6, 07:00 pm",40.1663,296.81,87.2548,0
"Jul 6, 08:00 pm",29.38,306.239,97.6454,0
"Jul 6, 09:00 pm",16.8266,317.09,106.549,0
"Jul 6, 10:00 pm",0,329.75,113.661,0
"Jul 6, 11:00 pm",0,344.262,118.331,0
"Jul 7, 12:00 am",0,0.0136848,119.971,0
"Jul 7, 01:00 am",0,15.7664,118.334,0
"Jul 7, 02:00 am",0,30.2815,113.667,0
"Jul 7, 03:00 am",0,42.9462,106.557,0
"Jul 7, 04:00 am",0,53.8029,97.6546,0
"Jul 7, 05:00 am",0,63.24,87.2595,0
"Jul 7, 06:00 am",0,71.7551,76.4468,0.406482
"Jul 7, 07:00 am",0,79.8908,64.9454,0.704486
"Jul 7, 08:00 am",535.596,88.3131,53.1285,0.721002
"Jul 7, 09:00 am",538.513,98.0884,41.2621,0.720065
"Jul 7, 10:00 am",534.894,111.522,29.7594,0.718829
"Jul 7, 11:00 am",534.504,134.902,19.727,0.718028
"Jul 7, 12:00 pm",534.244,179.975,14.9212,0.717293
"Jul 7, 01:00 pm",533.89,225.051,19.7265,0.718007
"Jul 7, 02:00 pm",533.83,248.433,29.7602,0.718814
"Jul 7, 03:00 pm",533.856,261.866,41.2658,0.720054
"Jul 7, 04:00 pm",534.836,271.639,53.1367,0.72101
"Jul 7, 05:00 pm",475.7,280.059,64.9598,0.719157
"Jul 7, 06:00 pm",172.049,288.191,76.4697,0.398914
"Jul 7, 07:00 pm",40.0844,296.702,87.2953,0
"Jul 7, 08:00 pm",29.3656,306.136,97.6987,0
"Jul 7, 09:00 pm",16.8151,316.993,106.617,0
"Jul 7, 10:00 pm",0,329.663,113.744,0
"Jul 7, 11:00 pm",0,344.193,118.43,0
"Jul 8, 12:00 am",0,359.972,120.081,0
"Jul 8, 01:00 am",0,15.7558,118.45,0
"Jul 8, 02:00 am",0,30.2985,113.783,0
"Jul 8, 03:00 am",0,42.9836,106.668,0
"Jul 8, 04:00 am",0,53.8547,97.7597,0
"Jul 8, 05:00 am",0,63.3027,87.3547,0
"Jul 8, 06:00 am",0,71.8277,76.5406,0.400743
"Jul 8, 07:00 am",0,79.9745,65.0355,0.698407
"Jul 8, 08:00 am",472.319,88.4109,53.2168,0.72102
"Jul 8, 09:00 am",512.896,98.2052,41.3517,0.720044
"Jul 8, 10:00 am",524.553,111.66,29.8558,0.718806
"Jul 8, 11:00 am",522.323,135.022,19.8385,0.718001
"Jul 8, 12:00 pm",534.939,179.838,15.0348,0.71721
"Jul 8, 01:00 pm",535.132,224.764,19.7955,0.71796
"Jul 8, 02:00 pm",534.703,248.207,29.8008,0.718785
"Jul 8, 03:00 pm",527.248,261.69,41.2961,0.720026
"Jul 8, 04:00 pm",479.425,271.494,53.1653,0.721038
"Jul 8, 05:00 pm",391.84,279.931,64.9914,0.719184
"Jul 8, 06:00 pm",113.335,288.074,76.5077,0.396644
"Jul 8, 07:00 pm",39.8689,296.591,87.3412,0
"Jul 8, 08:00 pm",29.1635,306.03,97.7577,0
"Jul 8, 09:00 pm",16.5906,316.892,106.69,0
"Jul 8, 10:00 pm",0,329.573,113.834,0
"Jul 8, 11:00 pm",0,344.123,118.535,0
"Jul 9, 12:00 am",0,359.932,120.198,0
"Jul 9, 01:00 am",0,15.7485,118.572,0
"Jul 9, 02:00 am",0,30.32,113.903,0
"Jul 9, 03:00 am",0,43.0263,106.784,0
"Jul 9, 04:00 am",0,53.9122,97.8685,0
"Jul 9, 05:00 am",0,63.3713,87.4524,0
"Jul 9, 06:00 am",0,71.9066,76.6368,0.394859
"Jul 9, 07:00 am",0,80.0649,65.1277,0.697421
"Jul 9, 08:00 am",472.377,88.5163,53.3072,0.721039
"Jul 9, 09:00 am",523.066,98.331,41.4436,0.720022
"Jul 9, 10:00 am",534.631,111.81,29.9551,0.718781
"Jul 9, 11:00 am",534.753,135.155,19.9543,0.717944
"Jul 9, 12:00 pm",535.987,179.71,15.1549,0.717122
"Jul 9, 01:00 pm",535.191,224.471,19.871,0.717878
"Jul 9, 02:00 pm",534.932,247.973,29.8468,0.718755
"Jul 9, 03:00 pm",533.991,261.508,41.3314,0.719997
"Jul 9, 04:00 pm",519.164,271.342,53.1988,0.721066
"Jul 9, 05:00 pm",444.454,279.798,65.028,0.719213
"Jul 9, 06:00 pm",153.433,287.952,76.5509,0.394089
"Jul 9, 07:00 pm",39.9201,296.476,87.3926,0
"Jul 9, 08:00 pm",29.1936,305.92,97.8224,0
"Jul 9, 09:00 pm",16.6277,316.789,106.77,0
"Jul 9, 10:00 pm",0,329.482,113.93,0
"Jul 9, 11:00 pm",0,344.054,118.646,0
"Jul 10, 12:00 am",0,359.893,120.321,0
"Jul 10, 01:00 am",0,15.7446,118.7,0
"Jul 10, 02:00 am",0,30.3461,114.029,0
"Jul 10, 03:00 am",0,43.0742,106.904,0
"Jul 10, 04:00 am",0,53.9753,97.9808,0
"Jul 10, 05:00 am",0,63.4458,87.5507,0
"Jul 10, 06:00 am",0,71.9917,76.7351,0.388838
"Jul 10, 07:00 am",0,80.162,65.2221,0.703022
"Jul 10, 08:00 am",536.187,88.6293,53.3997,0.72106
"Jul 10, 09:00 am",533.715,98.4658,41.5377,0.719998
"Jul 10, 10:00 am",532.91,111.971,30.0571,0.718754
"Jul 10, 11:00 am",532.504,135.302,20.0744,0.717862
"Jul 10, 12:00 pm",532.038,179.589,15.2814,0.717028
"Jul 10, 01:00 pm",531.905,224.172,19.9531,0.717791
"Jul 10, 02:00 pm",531.883,247.731,29.8984,0.718724
"Jul 10, 03:00 pm",531.965,261.319,41.3716,0.719966
"Jul 10, 04:00 pm",534.156,271.185,53.237,0.721096
"Jul 10, 05:00 pm",491.398,279.66,65.0694,0.719242
"Jul 10, 06:00 pm",178.149,287.825,76.5987,0.391251
"Jul 10, 07:00 pm",39.9658,296.357,87.4471,0
"Jul 10, 08:00 pm",29.2786,305.807,97.8927,0
"Jul 10, 09:00 pm",16.7614,316.683,106.855,0
"Jul 10, 10:00 pm",0,329.389,114.032,0
"Jul 10, 11:00 pm",0,343.984,118.765,0
"Jul 11, 12:00 am",0,359.856,120.451,0
"Jul 11, 01:00 am",0,15.7441,118.833,0
"Jul 11, 02:00 am",0,30.3768,114.16,0
"Jul 11, 03:00 am",0,43.1275,107.028,0
"Jul 11, 04:00 am",0,54.044,98.0966,0
"Jul 11, 05:00 am",0,63.5262,87.6538,0
"Jul 11, 06:00 am",0,72.083,76.8364,0.382688
"Jul 11, 07:00 am",0,80.2659,65.3188,0.702508
"Jul 11, 08:00 am",534.464,88.7498,53.4942,0.721083
"Jul 11, 09:00 am",533.308,98.6095,41.634,0.719973
"Jul 11, 10:00 am",532.023,112.143,30.162,0.718725
"Jul 11, 11:00 am",531.476,135.463,20.1987,0.717775
"Jul 11, 12:00 pm",531.102,179.477,15.4143,0.716927
"Jul 11, 01:00 pm",531.012,223.869,20.0417,0.717698
"Jul 11, 02:00 pm",530.981,247.482,29.9555,0.718691
"Jul 11, 03:00 pm",531.007,261.124,41.4169,0.719935
"Jul 11, 04:00 pm",531.478,271.023,53.2801,0.721126
"Jul 11, 05:00 pm",454.666,279.517,65.1156,0.719273
"Jul 11, 06:00 pm",144.876,287.695,76.652,0.38813
"Jul 11, 07:00 pm",39.9226,296.234,87.5084,0
"Jul 11, 08:00 pm",29.2791,305.69,97.9686,0
"Jul 11, 09:00 pm",16.8257,316.575,106.947,0
"Jul 11, 10:00 pm",0,329.295,114.141,0
"Jul 11, 11:00 pm",0,343.914,118.889,0
"Jul 12, 12:00 am",0,359.821,120.587,0
"Jul 12, 01:00 am",0,15.7471,118.973,0
"Jul 12, 02:00 am",0,30.4122,114.296,0
"Jul 12, 03:00 am",0,43.1861,107.156,0
"Jul 12, 04:00 am",0,54.1184,98.2158,0
"Jul 12, 05:00 am",0,63.6125,87.7604,0
"Jul 12, 06:00 am",0,72.1804,76.9401,0.376418
"Jul 12, 07:00 am",0,80.3764,65.4176,0.69615
"Jul 12, 08:00 am",395.401,88.8778,53.5907,0.721107
"Jul 12, 09:00 am",440.651,98.7619,41.7325,0.719947
"Jul 12, 10:00 am",459.978,112.325,30.2696,0.718695
"Jul 12, 11:00 am",466.289,135.636,20.3273,0.717682
"Jul 12, 12:00 pm",486.592,179.372,15.5536,0.71682
"Jul 12, 01:00 pm",481.339,223.561,20.1369,0.717601
"Jul 12, 02:00 pm",468.53,247.227,30.0184,0.718656
"Jul 12, 03:00 pm",413.754,260.922,41.4673,0.719902
"Jul 12, 04:00 pm",359.553,270.855,53.3281,0.721158
"Jul 12, 05:00 pm",258.341,279.37,65.1668,0.719304
"Jul 12, 06:00 pm",43.6541,287.56,76.7101,0.38473
"Jul 12, 07:00 pm",38.7386,296.108,87.5749,0
"Jul 12, 08:00 pm",28.1752,305.571,98.0503,0
"Jul 12, 09:00 pm",16.0149,316.464,107.044,0
"Jul 12, 10:00 pm",0,329.199,114.256,0
"Jul 12, 11:00 pm",0,343.844,119.02,0
"Jul 13, 12:00 am",0,359.788,120.729,0
"Jul 13, 01:00 am",0,15.7537,119.118,0
"Jul 13, 02:00 am",0,30.4524,114.437,0
"Jul 13, 03:00 am",0,43.2501,107.288,0
"Jul 13, 04:00 am",0,54.1984,98.3383,0
"Jul 13, 05:00 am",0,63.7047,87.8695,0
"Jul 13, 06:00 am",0,72.284,77.0462,0.370035
"Jul 13, 07:00 am",0,80.4935,65.5183,0.705286
"Jul 13, 08:00 am",382.466,89.0131,53.6891,0.721132
"Jul 13, 09:00 am",460.521,98.9231,41.833,0.719918
"Jul 13, 10:00 am",500.599,112.519,30.38,0.718663
"Jul 13, 11:00 am",520.553,135.821,20.4599,0.717583
"Jul 13, 12:00 pm",521.078,179.277,15.6991,0.716707
"Jul 13, 01:00 pm",525.029,223.25,20.2387,0.717497
"Jul 13, 02:00 pm",519.419,246.964,30.0868,0.718621
"Jul 13, 03:00 pm",495.332,260.714,41.5227,0.719868
"Jul 13, 04:00 pm",449.34,270.682,53.3808,0.72119
"Jul 13, 05:00 pm",362.84,279.218,65.2226,0.719336
"Jul 13, 06:00 pm",91.1868,287.421,76.7727,0.381051
"Jul 13, 07:00 pm",39.8661,295.978,87.6432,0
"Jul 13, 08:00 pm",29.3602,305.448,98.1375,0
"Jul 13, 09:00 pm",16.9633,316.35,107.148,0
"Jul 13, 10:00 pm",0,329.102,114.377,0
"Jul 13, 11:00 pm",0,343.774,119.158,0
"Jul 14, 12:00 am",0,359.757,120.877,0
"Jul 14, 01:00 am",0,15.7639,119.268,0
"Jul 14, 02:00 am",0,30.4973,114.582,0
"Jul 14, 03:00 am",0,43.3194,107.424,0
"Jul 14, 04:00 am",0,54.2842,98.464,0
"Jul 14, 05:00 am",0,63.8027,87.9768,0
"Jul 14, 06:00 am",0,72.3938,77.1537,0.363547
"Jul 14, 07:00 am",0,80.6172,65.6208,0.692101
"Jul 14, 08:00 am",457.527,89.1559,53.7893,0.721159
"Jul 14, 09:00 am",509.532,99.0928,41.9355,0.719889
"Jul 14, 10:00 am",526.46,112.723,30.493,0.71863
"Jul 14, 11:00 am",532.073,136.018,20.5967,0.717478
"Jul 14, 12:00 pm",527.527,179.189,15.8508,0.716587
"Jul 14, 01:00 pm",525.173,222.935,20.347,0.717388
"Jul 14, 02:00 pm",518.398,246.695,30.1609,0.718584
"Jul 14, 03:00 pm",497.563,260.5,41.5833,0.719833
"Jul 14, 04:00 pm",450.937,270.503,53.4384,0.721224
"Jul 14, 05:00 pm",365.21,279.061,65.2832,0.71937
"Jul 14, 06:00 pm",91.5955,287.278,76.8403,0.377097
"Jul 14, 07:00 pm",39.8586,295.844,87.7167,0
"Jul 14, 08:00 pm",29.224,305.322,98.2303,0
"Jul 14, 09:00 pm",16.7292,316.234,107.258,0
"Jul 14, 10:00 pm",0,329.003,114.505,0
"Jul 14, 11:00 pm",0,343.705,119.302,0
"Jul 15, 12:00 am",0,359.727,121.031,0
"Jul 15, 01:00 am",0,15.7777,119.425,0
"Jul 15, 02:00 am",0,30.547,114.732,0
"Jul 15, 03:00 am",0,43.3941,107.564,0
"Jul 15, 04:00 am",0,54.3755,98.593,0
"Jul 15, 05:00 am",0,63.9066,88.0834,0
"Jul 15, 06:00 am",0,72.5096,77.2624,0.356962
"Jul 15, 07:00 am",0,80.7474,65.7247,0.690964
"Jul 15, 08:00 am",470.209,89.3058,53.891,0.721187
"Jul 15, 09:00 am",519.734,99.2711,42.0399,0.719858
"Jul 15, 10:00 am",534.753,112.937,30.6086,0.718595
"Jul 15, 11:00 am",532.444,136.228,20.7375,0.717367
"Jul 15, 12:00 pm",524.969,179.11,16.0086,0.71646
"Jul 15, 01:00 pm",531.536,222.617,20.4619,0.717273
"Jul 15, 02:00 pm",533.071,246.42,30.2407,0.718546
"Jul 15, 03:00 pm",514.921,260.28,41.649,0.719796
"Jul 15, 04:00 pm",480.39,270.32,53.5011,0.721259
"Jul 15, 05:00 pm",404.461,278.9,65.3489,0.719404
"Jul 15, 06:00 pm",113.146,287.131,76.9131,0.372872
"Jul 15, 07:00 pm",39.8034,295.706,87.7952,0
"Jul 15, 08:00 pm",29.1387,305.193,98.3288,0
"Jul 15, 09:00 pm",16.6409,316.116,107.373,0
"Jul 15, 10:00 pm",0,328.903,114.638,0
"Jul 15, 11:00 pm",0,343.635,119.452,0
"Jul 16, 12:00 am",0,359.7,121.192,0
"Jul 16, 01:00 am",0,15.7953,119.587,0
"Jul 16, 02:00 am",0,30.6016,114.887,0
"Jul 16, 03:00 am",0,43.4743,107.708,0
"Jul 16, 04:00 am",0,54.4726,98.725,0
"Jul 16, 05:00 am",0,64.0164,88.1949,0
"Jul 16, 06:00 am",0,72.6315,77.3741,0.350288
"Jul 16, 07:00 am",0,80.8842,65.8307,0.689805
"Jul 16, 08:00 am",452.386,89.4631,53.9947,0.721217
"Jul 16, 09:00 am",500.816,99.4577,42.1465,0.719825
"Jul 16, 10:00 am",518.6,113.161,30.727,0.718558
"Jul 16, 11:00 am",526.922,136.449,20.8825,0.71725
"Jul 16, 12:00 pm",516.907,179.039,16.1726,0.716326
"Jul 16, 01:00 pm",512.869,222.298,20.5834,0.717152
"Jul 16, 02:00 pm",498.715,246.139,30.3265,0.718506
"Jul 16, 03:00 pm",469.425,260.055,41.7203,0.719759
"Jul 16, 04:00 pm",413.823,270.131,53.569,0.721294
"Jul 16, 05:00 pm",314.543,278.734,65.4199,0.719439
"Jul 16, 06:00 pm",54.0469,286.98,76.9915,0.368377
"Jul 16, 07:00 pm",39.8355,295.566,87.8811,0
"Jul 16, 08:00 pm",29.3733,305.06,98.4329,0
"Jul 16, 09:00 pm",16.9561,315.995,107.494,0
"Jul 16, 10:00 pm",0,328.801,114.778,0
"Jul 16, 11:00 pm",0,343.566,119.609,0
"Jul 17, 12:00 am",0,359.674,121.359,0
"Jul 17, 01:00 am",0,15.8166,119.754,0
"Jul 17, 02:00 am",0,30.6611,115.047,0
"Jul 17, 03:00 am",0,43.5599,107.856,0
"Jul 17, 04:00 am",0,54.5754,98.8601,0
"Jul 17, 05:00 am",0,64.1319,88.3113,0
"Jul 17, 06:00 am",0,72.7595,77.4883,0.343533
"Jul 17, 07:00 am",0,81.0273,65.9389,0.719379
"Jul 17, 08:00 am",0,89.6274,54.1003,0.721248
"Jul 17, 09:00 am",334.101,99.6526,42.255,0.719791
"Jul 17, 10:00 am",237.421,113.395,30.848,0.71852
"Jul 17, 11:00 am",183.406,136.681,21.0315,0.717125
"Jul 17, 12:00 pm",372.148,178.977,16.3425,0.716186
"Jul 17, 01:00 pm",154.897,221.976,20.7115,0.717024
"Jul 17, 02:00 pm",389.301,245.853,30.4181,0.718465
"Jul 17, 03:00 pm",363.367,259.825,41.7966,0.71972
"Jul 17, 04:00 pm",41.4689,269.938,53.6417,0.721307
"Jul 17, 05:00 pm",178.347,278.565,65.4956,0.719475
"Jul 17, 06:00 pm",41.6571,286.826,77.0745,0.363618
"Jul 17, 07:00 pm",35.7822,295.422,87.9694,0
"Jul 17, 08:00 pm",25.1138,304.925,98.5426,0
