"Time stamp","Estimate rec. thermal power TO HTF | (MWt)","Resource Solar Azimuth | (deg)","Resource Solar Zenith | (deg)","Field optical efficiency before defocus"
"Jun 22, 05:00 am",336.136,83.8931,43.9755,0.720322
"Jun 22, 06:00 am",418.46,89.9003,30.704,0.721307
"Jun 22, 07:00 am",442.863,99.2349,17.4512,0.720673
"Jun 22, 08:00 am",438.029,138.752,5.32982,0.72039
"Jun 22, 09:00 am",442.317,250.544,10.8627,0.720463
"Jun 22, 10:00 am",395.586,266.125,23.9196,0.720948
"Jun 22, 11:00 am",325.887,273.21,37.2109,0.720861
"Jun 22, 12:00 pm",326.978,278.718,50.4301,0.71973
"Jun 22, 01:00 pm",205.767,283.964,63.4585,0.718334
"Jun 22, 02:00 pm",42.2075,289.507,76.1673,0.404305
"Jun 22, 03:00 pm",34.9328,295.772,88.2173,0
"Jun 22, 04:00 pm",23.4141,303.22,100.094,0
"Jun 22, 05:00 pm",11.291,312.423,110.617,0
"Jun 22, 06:00 pm",0,324.036,119.504,0
"Jun 22, 07:00 pm",0,338.52,125.93,0
"Jun 22, 08:00 pm",0,355.45,128.949,0
"Jun 22, 09:00 pm",0,12.9974,127.962,0
"Jun 22, 10:00 pm",0,28.8813,123.177,0
"Jun 22, 11:00 pm",0,41.949,115.439,0
"Jun 23, 12:00 am",0,52.3112,105.67,0
"Jun 23, 01:00 am",0,60.5836,94.5733,0
"Jun 23, 02:00 am",0,67.3943,82.505,0.134389
"Jun 23, 03:00 am",0,73.257,70.0448,0.636942
"Jun 23, 04:00 am",0,78.6023,57.1613,0.719055
"Jun 23, 05:00 am",445.826,83.8881,44.0264,0.72032
"Jun 23, 06:00 am",524.191,89.8961,30.755,0.721307
"Jun 23, 07:00 am",533.573,99.2209,17.5022,0.720672
"Jun 23, 08:00 am",529.598,138.42,5.37061,0.720388
"Jun 23, 09:00 am",526.247,250.378,10.8221,0.72046
"Jun 23, 10:00 am",493.576,266.064,23.8746,0.720943
"Jun 23, 11:00 am",449.809,273.168,37.1659,0.720867
"Jun 23, 12:00 pm",371.602,278.683,50.3861,0.719737
"Jun 23, 01:00 pm",234.488,283.931,63.4161,0.718342
"Jun 23, 02:00 pm",42.0934,289.473,76.1273,0.406398
"Jun 23, 03:00 pm",34.7933,295.735,88.1823,0
"Jun 23, 04:00 pm",23.3028,303.179,100.062,0
"Jun 23, 05:00 pm",11.4593,312.375,110.591,0
"Jun 23, 06:00 pm",0,323.979,119.488,0
"Jun 23, 07:00 pm",0,338.456,125.926,0
"Jun 23, 08:00 pm",0,355.384,128.96,0
"Jun 23, 09:00 pm",0,12.9399,127.988,0
"Jun 23, 10:00 pm",0,28.8374,123.214,0
"Jun 23, 11:00 pm",0,41.9183,115.483,0
"Jun 24, 12:00 am",0,52.2907,105.718,0
"Jun 24, 01:00 am",0,60.5705,94.624,0
"Jun 24, 02:00 am",0,67.3867,82.556,0.13247
"Jun 24, 03:00 am",0,73.2537,70.0971,0.635365
"Jun 24, 04:00 am",0,78.6029,57.2139,0.719054
"Jun 24, 05:00 am",423.417,83.8926,44.079,0.72032
"Jun 24, 06:00 am",514.938,89.9049,30.8076,0.721308
"Jun 24, 07:00 am",533.398,99.229,17.555,0.72067
"Jun 24, 08:00 am",534.13,138.142,5.41664,0.720384
"Jun 24, 09:00 am",533.782,250.177,10.7847,0.720454
"Jun 24, 10:00 am",521.639,265.986,23.8318,0.720936
"Jun 24, 11:00 am",469.755,273.116,37.1231,0.720875
"Jun 24, 12:00 pm",378.667,278.64,50.3445,0.719746
"Jun 24, 01:00 pm",235.98,283.891,63.3766,0.718352
"Jun 24, 02:00 pm",42.3894,289.434,76.0906,0.408311
"Jun 24, 03:00 pm",35.5647,295.693,88.1516,0
"Jun 24, 04:00 pm",24.2919,303.132,100.034,0
"Jun 24, 05:00 pm",12.4104,312.322,110.571,0
"Jun 24, 06:00 pm",0,323.919,119.477,0
"Jun 24, 07:00 pm",0,338.389,125.929,0
"Jun 24, 08:00 pm",0,355.319,128.978,0
"Jun 24, 09:00 pm",0,12.8847,128.02,0
"Jun 24, 10:00 pm",0,28.7976,123.257,0
"Jun 24, 11:00 pm",0,41.8927,115.532,0
"Jun 25, 12:00 am",0,52.2759,105.771,0
"Jun 25, 01:00 am",0,60.5634,94.6781,0
"Jun 25, 02:00 am",0,67.3855,82.6103,0.130439
"Jun 25, 03:00 am",0,73.2573,70.1517,0.633699
"Jun 25, 04:00 am",0,78.6114,57.2683,0.719054
"Jun 25, 05:00 am",411.581,83.9067,44.1332,0.720321
"Jun 25, 06:00 am",464.792,89.9268,30.8616,0.72131
"Jun 25, 07:00 am",487.942,99.2589,17.6095,0.720666
"Jun 25, 08:00 am",494.393,137.918,5.46775,0.720379
"Jun 25, 09:00 am",533.938,249.943,10.7506,0.720447
"Jun 25, 10:00 am",514.127,265.892,23.7913,0.720928
"Jun 25, 11:00 am",481.298,273.053,37.0825,0.720885
"Jun 25, 12:00 pm",417.698,278.588,50.3054,0.719757
"Jun 25, 01:00 pm",312.089,283.844,63.3398,0.718364
"Jun 25, 02:00 pm",60.5214,289.387,76.0572,0.410041
"Jun 25, 03:00 pm",39.7811,295.645,88.1246,0
"Jun 25, 04:00 pm",29.2046,303.08,100.01,0
"Jun 25, 05:00 pm",16.7026,312.264,110.555,0
"Jun 25, 06:00 pm",0,323.854,119.472,0
"Jun 25, 07:00 pm",0,338.32,125.938,0
"Jun 25, 08:00 pm",0,355.253,129.003,0
"Jun 25, 09:00 pm",0,12.8319,128.059,0
"Jun 25, 10:00 pm",0,28.762,123.306,0
"Jun 25, 11:00 pm",0,41.8724,115.586,0
"Jun 26, 12:00 am",0,52.2668,105.827,0
"Jun 26, 01:00 am",0,60.5624,94.7356,0
"Jun 26, 02:00 am",0,67.3906,82.6668,0.1283
"Jun 26, 03:00 am",0,73.2678,70.2085,0.631947
"Jun 26, 04:00 am",0,78.6277,57.3245,0.719055
"Jun 26, 05:00 am",308.39,83.9305,44.1887,0.720325
"Jun 26, 06:00 am",515.603,89.9618,30.9169,0.721315
"Jun 26, 07:00 am",532.828,99.3107,17.6656,0.72066
"Jun 26, 08:00 am",533.482,137.748,5.52381,0.720372
"Jun 26, 09:00 am",534.561,249.675,10.7201,0.720439
"Jun 26, 10:00 am",533.102,265.781,23.7531,0.720918
"Jun 26, 11:00 am",521.854,272.979,37.0443,0.720896
"Jun 26, 12:00 pm",463.737,278.528,50.2688,0.719768
"Jun 26, 01:00 pm",366.855,283.79,63.3059,0.718376
"Jun 26, 02:00 pm",94.3952,289.335,76.027,0.411583
"Jun 26, 03:00 pm",39.7694,295.592,88.1013,0
"Jun 26, 04:00 pm",29.2517,303.023,99.9911,0
"Jun 26, 05:00 pm",16.922,312.201,110.545,0
"Jun 26, 06:00 pm",0,323.785,119.473,0
"Jun 26, 07:00 pm",0,338.249,125.953,0
"Jun 26, 08:00 pm",0,355.187,129.034,0
"Jun 26, 09:00 pm",0,12.7815,128.104,0
"Jun 26, 10:00 pm",0,28.7308,123.36,0
"Jun 26, 11:00 pm",0,41.8574,115.645,0
"Jun 27, 12:00 am",0,52.2636,105.888,0
"Jun 27, 01:00 am",0,60.5674,94.7962,0
"Jun 27, 02:00 am",0,67.402,82.7264,0.126058
"Jun 27, 03:00 am",0,73.2853,70.2674,0.630109
"Jun 27, 04:00 am",0,78.6518,57.3823,0.719058
"Jun 27, 05:00 am",239.312,83.9638,44.2456,0.72033
"Jun 27, 06:00 am",323.993,90.0097,30.9734,0.721318
"Jun 27, 07:00 am",350.962,99.3841,17.7232,0.720653
"Jun 27, 08:00 am",360.786,137.632,5.5847,0.720363
"Jun 27, 09:00 am",387.257,249.374,10.6933,0.720429
"Jun 27, 10:00 am",358.752,265.655,23.7175,0.720906
"Jun 27, 11:00 am",311.28,272.894,37.0085,0.720908
"Jun 27, 12:00 pm",241.864,278.46,50.2349,0.719782
"Jun 27, 01:00 pm",142.211,283.729,63.275,0.718391
"Jun 27, 02:00 pm",41.4838,289.276,76.0004,0.412933
"Jun 27, 03:00 pm",33.2297,295.533,88.0826,0
"Jun 27, 04:00 pm",21.636,302.961,99.9765,0
"Jun 27, 05:00 pm",10.2268,312.134,110.539,0
"Jun 27, 06:00 pm",0,323.713,119.48,0
"Jun 27, 07:00 pm",0,338.175,125.976,0
"Jun 27, 08:00 pm",0,355.121,129.073,0
"Jun 27, 09:00 pm",0,12.7338,128.156,0
"Jun 27, 10:00 pm",0,28.7041,123.421,0
"Jun 27, 11:00 pm",0,41.8479,115.709,0
"Jun 28, 12:00 am",0,52.2661,105.952,0
"Jun 28, 01:00 am",0,60.5785,94.86,0
"Jun 28, 02:00 am",0,67.4199,82.7884,0.123717
"Jun 28, 03:00 am",0,73.3097,70.3282,0.628189
"Jun 28, 04:00 am",0,78.6839,57.4417,0.719062
"Jun 28, 05:00 am",231.491,84.0066,44.3038,0.720336
"Jun 28, 06:00 am",488.588,90.0706,31.031,0.721311
"Jun 28, 07:00 am",522.009,99.479,17.7822,0.720644
"Jun 28, 08:00 am",532.325,137.569,5.65032,0.720353
"Jun 28, 09:00 am",532.548,249.039,10.6704,0.720417
"Jun 28, 10:00 am",530.982,265.512,23.6844,0.720893
"Jun 28, 11:00 am",503.279,272.799,36.9752,0.720922
"Jun 28, 12:00 pm",445.082,278.384,50.2037,0.719796
"Jun 28, 01:00 pm",346.595,283.661,63.2473,0.718406
"Jun 28, 02:00 pm",84.0443,289.212,75.9773,0.414087
"Jun 28, 03:00 pm",39.7815,295.468,88.0675,0
"Jun 28, 04:00 pm",29.2804,302.893,99.9664,0
"Jun 28, 05:00 pm",16.9511,312.062,110.539,0
"Jun 28, 06:00 pm",0,323.637,119.493,0
"Jun 28, 07:00 pm",0,338.099,126.004,0
"Jun 28, 08:00 pm",0,355.056,129.118,0
"Jun 28, 09:00 pm",0,12.6887,128.214,0
"Jun 28, 10:00 pm",0,28.6818,123.486,0
"Jun 28, 11:00 pm",0,41.8438,115.778,0
"Jun 29, 12:00 am",0,52.2746,106.021,0
"Jun 29, 01:00 am",0,60.5958,94.9267,0
"Jun 29, 02:00 am",0,67.4443,82.8528,0.121282
"Jun 29, 03:00 am",0,73.341,70.391,0.626189
"Jun 29, 04:00 am",0,78.7238,57.5026,0.71907
"Jun 29, 05:00 am",244.91,84.0591,44.3631,0.720343
"Jun 29, 06:00 am",323.633,90.1443,31.0896,0.721302
"Jun 29, 07:00 am",356.712,99.5951,17.8426,0.720634
"Jun 29, 08:00 am",374.115,137.558,5.72056,0.720341
"Jun 29, 09:00 am",424.828,248.673,10.6514,0.720404
"Jun 29, 10:00 am",422.37,265.353,23.6541,0.720879
"Jun 29, 11:00 am",400.491,272.692,36.9445,0.720937
"Jun 29, 12:00 pm",353.469,278.299,50.1751,0.719813
"Jun 29, 01:00 pm",269.312,283.586,63.2223,0.718424
"Jun 29, 02:00 pm",53.2555,289.141,75.957,0.415041
"Jun 29, 03:00 pm",39.8877,295.397,88.0535,0
"Jun 29, 04:00 pm",29.5333,302.821,99.961,0
"Jun 29, 05:00 pm",17.0743,311.985,110.544,0
"Jun 29, 06:00 pm",0,323.557,119.512,0
"Jun 29, 07:00 pm",0,338.021,126.04,0
"Jun 29, 08:00 pm",0,354.99,129.17,0
"Jun 29, 09:00 pm",0,12.6465,128.279,0
"Jun 29, 10:00 pm",0,28.6642,123.558,0
"Jun 29, 11:00 pm",0,41.8453,115.851,0
"Jun 30, 12:00 am",0,52.2891,106.093,0
"Jun 30, 01:00 am",0,60.6193,94.9965,0
"Jun 30, 02:00 am",0,67.4751,82.9186,0.118757
"Jun 30, 03:00 am",0,73.3793,70.4553,0.624111
"Jun 30, 04:00 am",0,78.7716,57.5647,0.719078
"Jun 30, 05:00 am",270.475,84.121,44.4235,0.720353
"Jun 30, 06:00 am",479.589,90.2308,31.1492,0.721291
"Jun 30, 07:00 am",513.867,99.7323,17.9043,0.720621
"Jun 30, 08:00 am",527.436,137.597,5.79537,0.720328
"Jun 30, 09:00 am",520.322,248.274,10.6367,0.720389
"Jun 30, 10:00 am",494.918,265.178,23.6267,0.720863
"Jun 30, 11:00 am",440.492,272.576,36.9167,0.720954
"Jun 30, 12:00 pm",351.068,278.206,50.1497,0.71983
"Jun 30, 01:00 pm",213.505,283.505,63.2008,0.718442
"Jun 30, 02:00 pm",42.1548,289.065,75.941,0.415792
"Jun 30, 03:00 pm",34.985,295.322,88.0458,0
"Jun 30, 04:00 pm",23.5982,302.743,99.9602,0
"Jun 30, 05:00 pm",11.8286,311.904,110.555,0
"Jun 30, 06:00 pm",0,323.473,119.537,0
"Jun 30, 07:00 pm",0,337.941,126.081,0
"Jun 30, 08:00 pm",0,354.925,129.229,0
"Jun 30, 09:00 pm",0,12.6071,128.35,0
"Jun 30, 10:00 pm",0,28.6514,123.635,0
"Jun 30, 11:00 pm",0,41.8524,115.928,0
"Jul 1, 12:00 am",0,52.3095,106.168,0
"Jul 1, 01:00 am",0,60.6489,95.0691,0
"Jul 1, 02:00 am",0,67.5124,82.9874,0.116148
"Jul 1, 03:00 am",0,73.4246,70.5214,0.621957
"Jul 1, 04:00 am",0,78.8272,57.6282,0.719088
"Jul 1, 05:00 am",294.696,84.1924,44.4849,0.720363
"Jul 1, 06:00 am",375.61,90.3301,31.2097,0.721279
"Jul 1, 07:00 am",402.931,99.8902,17.9673,0.720608
"Jul 1, 08:00 am",412.724,137.686,5.87467,0.720312
"Jul 1, 09:00 am",414.863,247.844,10.6265,0.720372
"Jul 1, 10:00 am",397.121,264.987,23.6023,0.720845
"Jul 1, 11:00 am",357.742,272.448,36.8916,0.720972
"Jul 1, 12:00 pm",319.126,278.105,50.1272,0.719849
"Jul 1, 01:00 pm",216.511,283.417,63.1825,0.718462
"Jul 1, 02:00 pm",42.92,288.982,75.9283,0.416335
"Jul 1, 03:00 pm",36.9409,295.241,88.0403,0
"Jul 1, 04:00 pm",26.037,302.66,99.9641,0
"Jul 1, 05:00 pm",13.9895,311.818,110.571,0
"Jul 1, 06:00 pm",0,323.386,119.568,0
"Jul 1, 07:00 pm",0,337.858,126.13,0
"Jul 1, 08:00 pm",0,354.861,129.294,0
"Jul 1, 09:00 pm",0,12.5708,128.428,0
"Jul 1, 10:00 pm",0,28.6433,123.717,0
"Jul 1, 11:00 pm",0,41.8652,116.011,0
"Jul 2, 12:00 am",0,52.336,106.248,0
"Jul 2, 01:00 am",0,60.6848,95.1444,0
"Jul 2, 02:00 am",0,67.5562,83.0573,0.113458
"Jul 2, 03:00 am",0,73.4769,70.589,0.61973
"Jul 2, 04:00 am",0,78.8906,57.6928,0.719099
"Jul 2, 05:00 am",352.24,84.2732,44.5472,0.720374
"Jul 2, 06:00 am",427.557,90.442,31.2711,0.721265
"Jul 2, 07:00 am",454.161,100.069,18.0316,0.720592
"Jul 2, 08:00 am",466.338,137.821,5.95842,0.720295
"Jul 2, 09:00 am",461.335,247.383,10.6208,0.720354
"Jul 2, 10:00 am",449.724,264.781,23.581,0.720826
"Jul 2, 11:00 am",419.046,272.311,36.8696,0.720992
"Jul 2, 12:00 pm",361.349,277.996,50.1078,0.719869
"Jul 2, 01:00 pm",263.323,283.322,63.1676,0.718483
"Jul 2, 02:00 pm",44.144,288.894,75.9195,0.416669
"Jul 2, 03:00 pm",39.8703,295.154,88.0392,0
"Jul 2, 04:00 pm",29.4696,302.573,99.9729,0
"Jul 2, 05:00 pm",17.1103,311.728,110.592,0
"Jul 2, 06:00 pm",0,323.295,119.605,0
"Jul 2, 07:00 pm",0,337.774,126.185,0
"Jul 2, 08:00 pm",0,354.797,129.366,0
"Jul 2, 09:00 pm",0,12.5375,128.511,0
"Jul 2, 10:00 pm",0,28.6401,123.805,0
"Jul 2, 11:00 pm",0,41.8838,116.097,0
"Jul 3, 12:00 am",0,52.3686,106.33,0
"Jul 3, 01:00 am",0,60.727,95.2225,0
"Jul 3, 02:00 am",0,67.6064,83.13,0.110692
"Jul 3, 03:00 am",0,73.536,70.6583,0.617432
"Jul 3, 04:00 am",0,78.9619,57.7587,0.719112
"Jul 3, 05:00 am",418.38,84.3634,44.6105,0.720388
"Jul 3, 06:00 am",439.974,90.5665,31.3333,0.72125
"Jul 3, 07:00 am",468.027,100.268,18.0971,0.720575
"Jul 3, 08:00 am",478.591,138.002,6.04657,0.720277
"Jul 3, 09:00 am",465.785,246.893,10.6198,0.720335
"Jul 3, 10:00 am",451.257,264.559,23.563,0.720806
"Jul 3, 11:00 am",419.995,272.163,36.8506,0.721013
"Jul 3, 12:00 pm",361.689,277.88,50.0917,0.719891
"Jul 3, 01:00 pm",261.581,283.22,63.1562,0.718506
"Jul 3, 02:00 pm",44.0672,288.799,75.9146,0.41679
"Jul 3, 03:00 pm",39.6924,295.062,88.0429,0
"Jul 3, 04:00 pm",29.251,302.48,99.9864,0
"Jul 3, 05:00 pm",16.897,311.634,110.619,0
"Jul 3, 06:00 pm",0,323.201,119.648,0
"Jul 3, 07:00 pm",0,337.689,126.246,0
"Jul 3, 08:00 pm",0,354.733,129.445,0
"Jul 3, 09:00 pm",0,12.5074,128.602,0
"Jul 3, 10:00 pm",0,28.6418,123.899,0
"Jul 3, 11:00 pm",0,41.9082,116.188,0
"Jul 4, 12:00 am",0,52.4072,106.416,0
"Jul 4, 01:00 am",0,60.7754,95.3031,0
"Jul 4, 02:00 am",0,67.6632,83.2046,0.107856
"Jul 4, 03:00 am",0,73.6021,70.7291,0.615066
"Jul 4, 04:00 am",0,79.0409,57.8256,0.719126
"Jul 4, 05:00 am",308.329,84.463,44.6745,0.720404
"Jul 4, 06:00 am",381.583,90.7034,31.3962,0.721233
"Jul 4, 07:00 am",408.759,100.486,18.1638,0.720557
"Jul 4, 08:00 am",421.075,138.226,6.1391,0.720257
"Jul 4, 09:00 am",423.054,246.374,10.6238,0.720314
"Jul 4, 10:00 am",406.325,264.322,23.5483,0.720784
"Jul 4, 11:00 am",369.929,272.004,36.8348,0.721036
"Jul 4, 12:00 pm",300.087,277.755,50.0787,0.719914
"Jul 4, 01:00 pm",195.038,283.112,63.1481,0.718529
"Jul 4, 02:00 pm",42.5088,288.7,75.913,0.416695
"Jul 4, 03:00 pm",35.6918,294.965,88.0481,0
"Jul 4, 04:00 pm",24.401,302.383,100.005,0
"Jul 4, 05:00 pm",12.2933,311.536,110.651,0
"Jul 4, 06:00 pm",0,323.104,119.697,0
"Jul 4, 07:00 pm",0,337.601,126.315,0
"Jul 4, 08:00 pm",0,354.671,129.531,0
"Jul 4, 09:00 pm",0,12.4805,128.698,0
"Jul 4, 10:00 pm",0,28.6486,123.997,0
"Jul 4, 11:00 pm",0,41.9384,116.283,0
"Jul 5, 12:00 am",0,52.4521,106.506,0
"Jul 5, 01:00 am",0,60.8301,95.3863,0
"Jul 5, 02:00 am",0,67.7264,83.2799,0.104953
"Jul 5, 03:00 am",0,73.6752,70.8008,0.612634
"Jul 5, 04:00 am",0,79.1277,57.8934,0.719142
"Jul 5, 05:00 am",304.928,84.5718,44.7392,0.720421
"Jul 5, 06:00 am",376.088,90.8527,31.4598,0.721215
"Jul 5, 07:00 am",405.195,100.725,18.2316,0.720537
"Jul 5, 08:00 am",417.253,138.491,6.23599,0.720235
"Jul 5, 09:00 am",409.812,245.827,10.6329,0.720292
"Jul 5, 10:00 am",395.566,264.069,23.5372,0.720761
"Jul 5, 11:00 am",357.759,271.836,36.8222,0.72106
"Jul 5, 12:00 pm",298.288,277.623,50.0691,0.719939
"Jul 5, 01:00 pm",202.661,282.998,63.1439,0.718555
"Jul 5, 02:00 pm",42.8565,288.594,75.9161,0.416383
"Jul 5, 03:00 pm",36.7786,294.863,88.061,0
"Jul 5, 04:00 pm",25.9437,302.281,100.028,0
"Jul 5, 05:00 pm",14.0738,311.433,110.689,0
"Jul 5, 06:00 pm",0,323.003,119.752,0
"Jul 5, 07:00 pm",0,337.512,126.389,0
"Jul 5, 08:00 pm",0,354.609,129.623,0
"Jul 5, 09:00 pm",0,12.4569,128.8,0
"Jul 5, 10:00 pm",0,28.6604,124.101,0
"Jul 5, 11:00 pm",0,41.9745,116.383,0
"Jul 6, 12:00 am",0,52.5031,106.598,0
"Jul 6, 01:00 am",0,60.8911,95.472,0
"Jul 6, 02:00 am",0,67.7962,83.3592,0.101989
"Jul 6, 03:00 am",0,73.7551,70.8747,0.610138
"Jul 6, 04:00 am",0,79.2222,57.9625,0.719159
"Jul 6, 05:00 am",232.237,84.6899,44.8049,0.72044
"Jul 6, 06:00 am",315.709,91.0142,31.5243,0.721195
"Jul 6, 07:00 am",335.218,100.983,18.3008,0.720515
"Jul 6, 08:00 am",337.227,138.796,6.33727,0.720212
"Jul 6, 09:00 am",408.526,245.253,10.6474,0.720268
"Jul 6, 10:00 am",392.11,263.802,23.5297,0.720736
"Jul 6, 11:00 am",353.238,271.658,36.813,0.721085
"Jul 6, 12:00 pm",291.591,277.483,50.063,0.719964
"Jul 6, 01:00 pm",194.541,282.877,63.1432,0.718581
"Jul 6, 02:00 pm",42.7039,288.483,75.9228,0.41585
"Jul 6, 03:00 pm",36.3336,294.756,88.0768,0
"Jul 6, 04:00 pm",25.279,302.175,100.056,0
"Jul 6, 05:00 pm",13.562,311.326,110.732,0
"Jul 6, 06:00 pm",0,322.899,119.814,0
"Jul 6, 07:00 pm",0,337.421,126.471,0
"Jul 6, 08:00 pm",0,354.547,129.722,0
"Jul 6, 09:00 pm",0,12.4368,128.909,0
"Jul 6, 10:00 pm",0,28.6774,124.21,0
"Jul 6, 11:00 pm",0,42.0165,116.486,0
"Jul 7, 12:00 am",0,52.5603,106.694,0
"Jul 7, 01:00 am",0,60.9584,95.5601,0
"Jul 7, 02:00 am",0,67.8724,83.4394,0.098969
"Jul 7, 03:00 am",0,73.842,70.9496,0.607581
"Jul 7, 04:00 am",0,79.3244,58.0324,0.719178
"Jul 7, 05:00 am",297.274,84.8171,44.8712,0.720459
"Jul 7, 06:00 am",379.056,91.1879,31.5894,0.721173
"Jul 7, 07:00 am",404.478,101.26,18.3711,0.720492
"Jul 7, 08:00 am",412.31,139.137,6.4429,0.720187
"Jul 7, 09:00 am",430.499,244.655,10.6674,0.720242
"Jul 7, 10:00 am",418.149,263.519,23.5259,0.720709
"Jul 7, 11:00 am",389.844,271.469,36.8072,0.721112
"Jul 7, 12:00 pm",334.247,277.335,50.0604,0.719991
"Jul 7, 01:00 pm",243.155,282.75,63.1463,0.718609
"Jul 7, 02:00 pm",43.5952,288.366,75.9337,0.415095
"Jul 7, 03:00 pm",38.7831,294.644,88.0963,0
"Jul 7, 04:00 pm",28.1943,302.064,100.089,0
"Jul 7, 05:00 pm",15.7597,311.216,110.78,0
"Jul 7, 06:00 pm",0,322.792,119.881,0
"Jul 7, 07:00 pm",0,337.329,126.558,0
"Jul 7, 08:00 pm",0,354.487,129.827,0
"Jul 7, 09:00 pm",0,12.4201,129.023,0
"Jul 7, 10:00 pm",0,28.6996,124.324,0
"Jul 7, 11:00 pm",0,42.0646,116.594,0
"Jul 8, 12:00 am",0,52.6236,106.793,0
"Jul 8, 01:00 am",0,61.032,95.6504,0
"Jul 8, 02:00 am",0,67.955,83.5197,0.0958967
"Jul 8, 03:00 am",0,73.9356,71.0251,0.604965
"Jul 8, 04:00 am",0,79.4342,58.1029,0.719198
"Jul 8, 05:00 am",276.966,84.9535,44.938,0.720482
"Jul 8, 06:00 am",356.891,91.3735,31.655,0.72115
"Jul 8, 07:00 am",381.023,101.556,18.4426,0.720467
"Jul 8, 08:00 am",388.363,139.512,6.55292,0.72016
"Jul 8, 09:00 am",377.141,244.032,10.693,0.720215
"Jul 8, 10:00 am",351.624,263.223,23.5259,0.720682
"Jul 8, 11:00 am",305.431,271.271,36.8048,0.72114
"Jul 8, 12:00 pm",192.21,277.18,50.0611,0.720019
"Jul 8, 01:00 pm",100.921,282.617,63.1528,0.718638
"Jul 8, 02:00 pm",40.7979,288.244,75.9477,0.414116
"Jul 8, 03:00 pm",31.6637,294.527,88.117,0
"Jul 8, 04:00 pm",19.6651,301.948,100.127,0
"Jul 8, 05:00 pm",8.27747,311.101,110.834,0
"Jul 8, 06:00 pm",0,322.682,119.954,0
"Jul 8, 07:00 pm",0,337.235,126.652,0
"Jul 8, 08:00 pm",0,354.428,129.939,0
"Jul 8, 09:00 pm",0,12.4069,129.144,0
"Jul 8, 10:00 pm",0,28.727,124.443,0
"Jul 8, 11:00 pm",0,42.1186,116.705,0
"Jul 9, 12:00 am",0,52.6933,106.895,0
"Jul 9, 01:00 am",0,61.1118,95.743,0
"Jul 9, 02:00 am",0,68.0441,83.6025,0.092777
"Jul 9, 03:00 am",0,74.0361,71.1021,0.602293
"Jul 9, 04:00 am",0,79.5516,58.1744,0.719217
"Jul 9, 05:00 am",0,85.0988,45.0055,0.720505
"Jul 9, 06:00 am",244.415,91.5711,31.7214,0.721125
"Jul 9, 07:00 am",280.241,101.871,18.5154,0.72044
"Jul 9, 08:00 am",294.214,139.92,6.66736,0.720132
"Jul 9, 09:00 am",296.195,243.387,10.7244,0.720187
"Jul 9, 10:00 am",283.739,262.912,23.5299,0.720652
"Jul 9, 11:00 am",255.083,271.064,36.8061,0.721169
"Jul 9, 12:00 pm",199.833,277.017,50.0655,0.720049
"Jul 9, 01:00 pm",121.033,282.477,63.1631,0.718668
"Jul 9, 02:00 pm",41.3366,288.117,75.9661,0.412913
"Jul 9, 03:00 pm",32.679,294.405,88.1426,0
"Jul 9, 04:00 pm",20.8169,301.828,100.17,0
"Jul 9, 05:00 pm",9.29987,310.982,110.894,0
"Jul 9, 06:00 pm",0,322.569,120.034,0
"Jul 9, 07:00 pm",0,337.14,126.753,0
"Jul 9, 08:00 pm",0,354.37,130.057,0
"Jul 9, 09:00 pm",0,12.3973,129.271,0
"Jul 9, 10:00 pm",0,28.7598,124.568,0
"Jul 9, 11:00 pm",0,42.1787,116.821,0
"Jul 10, 12:00 am",0,52.7691,107,0
"Jul 10, 01:00 am",0,61.198,95.8378,0
"Jul 10, 02:00 am",0,68.1396,83.6866,0.0896147
"Jul 10, 03:00 am",0,74.1434,71.1802,0.599567
"Jul 10, 04:00 am",0,79.6765,58.2466,0.719241
"Jul 10, 05:00 am",0,85.2531,45.0737,0.72053
"Jul 10, 06:00 am",245.55,91.7803,31.7885,0.721099
"Jul 10, 07:00 am",283.539,102.203,18.5896,0.720412
"Jul 10, 08:00 am",299.13,140.357,6.78624,0.720102
"Jul 10, 09:00 am",298.984,242.721,10.7619,0.720157
"Jul 10, 10:00 am",284.092,262.587,23.5381,0.720622
"Jul 10, 11:00 am",253.615,270.846,36.8112,0.7212
"Jul 10, 12:00 pm",170.816,276.848,50.0738,0.72008
"Jul 10, 01:00 pm",95.294,282.332,63.1778,0.718699
"Jul 10, 02:00 pm",40.8125,287.984,75.9896,0.411483
"Jul 10, 03:00 pm",31.7709,294.278,88.1772,0
"Jul 10, 04:00 pm",19.83,301.704,100.218,0
"Jul 10, 05:00 pm",8.52465,310.859,110.959,0
"Jul 10, 06:00 pm",0,322.452,120.119,0
"Jul 10, 07:00 pm",0,337.043,126.86,0
"Jul 10, 08:00 pm",0,354.312,130.182,0
"Jul 10, 09:00 pm",0,12.3914,129.403,0
"Jul 10, 10:00 pm",0,28.798,124.697,0
"Jul 10, 11:00 pm",0,42.2449,116.94,0
"Jul 11, 12:00 am",0,52.8512,107.108,0
"Jul 11, 01:00 am",0,61.2904,95.9348,0
"Jul 11, 02:00 am",0,68.2415,83.7741,0.0864144
"Jul 11, 03:00 am",0,74.2574,71.26,0.59679
"Jul 11, 04:00 am",0,79.8089,58.32,0.719266
"Jul 11, 05:00 am",0,85.4163,45.1426,0.720556
"Jul 11, 06:00 am",243.383,92.0012,31.8563,0.721071
"Jul 11, 07:00 am",284.895,102.553,18.6651,0.720383
