"Time stamp","System power generated | (kW)","Estimated receiver thermal power TO HTF | (MWt)","Resource beam normal irradiance | (W/m2)","Predicted clear-sky beam normal irradiance | (W/m2)"
"Apr 10, 01:00 am",117740,0,0,0
"Apr 10, 02:00 am",117670,0,0,0
"Apr 10, 03:00 am",117567,0,0,0
"Apr 10, 04:00 am",57037.6,0,0,0
"Apr 10, 05:00 am",-607.2,0,0,0
"Apr 10, 06:00 am",-607.2,0,0,0
"Apr 10, 07:00 am",-607.2,0,313,0
"Apr 10, 08:00 am",-3633.91,0,657,0
"Apr 10, 09:00 am",111421,500.064,808,0
"Apr 10, 10:00 am",109054,586.526,887,0
"Apr 10, 11:00 am",107005,635.814,930,0
"Apr 10, 12:00 pm",105558,662.538,952,0
"Apr 10, 01:00 pm",105014,659.925,942,0
"Apr 10, 02:00 pm",104967,648.408,932,0
"Apr 10, 03:00 pm",105550,618.943,905,0
"Apr 10, 04:00 pm",107078,553.479,839,0
"Apr 10, 05:00 pm",109102,459.434,749,0
"Apr 10, 06:00 pm",112089,286.883,576,0
"Apr 10, 07:00 pm",115883,0,190,0
"Apr 10, 08:00 pm",116602,0,0,0
"Apr 10, 09:00 pm",116836,0,0,0
"Apr 10, 10:00 pm",116996,0,0,0
"Apr 10, 11:00 pm",117062,0,0,0
"Apr 11, 12:00 am",117050,0,0,0
"Apr 11, 01:00 am",117756,0,0,0
"Apr 11, 02:00 am",117681,0,0,0
"Apr 11, 03:00 am",117562,0,0,0
"Apr 11, 04:00 am",18285.4,0,0,0
"Apr 11, 05:00 am",-607.2,0,0,0
"Apr 11, 06:00 am",-607.2,0,0,0
"Apr 11, 07:00 am",-607.2,0,272,0
"Apr 11, 08:00 am",-4448.07,0,627,0
"Apr 11, 09:00 am",110534,496.246,794,0
"Apr 11, 10:00 am",108885,589.12,883,0
"Apr 11, 11:00 am",106181,643.643,934,0
"Apr 11, 12:00 pm",104312,672.385,960,0
"Apr 11, 01:00 pm",103438,674.086,957,0
"Apr 11, 02:00 pm",103299,665.111,952,0
"Apr 11, 03:00 pm",103908,636.132,927,0
"Apr 11, 04:00 pm",105134,586.543,885,0
"Apr 11, 05:00 pm",107853,498.862,808,0
"Apr 11, 06:00 pm",110796,331.695,655,0
"Apr 11, 07:00 pm",115004,0,301,0
"Apr 11, 08:00 pm",116048,0,0,0
"Apr 11, 09:00 pm",116417,0,0,0
"Apr 11, 10:00 pm",116626,0,0,0
"Apr 11, 11:00 pm",116712,0,0,0
"Apr 12, 12:00 am",116716,0,0,0
"Apr 12, 01:00 am",116595,0,0,0
"Apr 12, 02:00 am",116435,0,0,0
"Apr 12, 03:00 am",116348,0,0,0
"Apr 12, 04:00 am",56716,0,0,0
"Apr 12, 05:00 am",-607.2,0,0,0
"Apr 12, 06:00 am",-607.2,0,0,0
"Apr 12, 07:00 am",-607.2,0,383,0
"Apr 12, 08:00 am",552.905,0,691,0
"Apr 12, 09:00 am",110022,519.473,827,0
"Apr 12, 10:00 am",106951,601.817,900,0
"Apr 12, 11:00 am",104341,649.127,941,0
"Apr 12, 12:00 pm",102793,673.317,961,0
"Apr 12, 01:00 pm",102564,663.999,943,0
"Apr 12, 02:00 pm",102612,652.092,934,0
"Apr 12, 03:00 pm",103436,622.452,908,0
"Apr 12, 04:00 pm",105266,552.904,837,0
"Apr 12, 05:00 pm",107704,453.975,739,0
"Apr 12, 06:00 pm",111265,276.108,552,0
"Apr 12, 07:00 pm",115530,0,159,0
"Apr 12, 08:00 pm",116331,0,0,0
"Apr 12, 09:00 pm",116531,0,0,0
"Apr 12, 10:00 pm",116634,0,0,0
"Apr 12, 11:00 pm",116668,0,0,0
"Apr 13, 12:00 am",116640,0,0,0
"Apr 13, 01:00 am",116584,0,0,0
"Apr 13, 02:00 am",116545,0,0,0
"Apr 13, 03:00 am",116486,0,0,0
"Apr 13, 04:00 am",49518.1,0,0,0
"Apr 13, 05:00 am",-607.2,0,0,0
"Apr 13, 06:00 am",-607.2,0,0,0
"Apr 13, 07:00 am",-607.2,0,0,0
"Apr 13, 08:00 am",-607.2,0,0,0
"Apr 13, 09:00 am",-607.2,0,0,0
"Apr 13, 10:00 am",-3605.64,0,339,0
"Apr 13, 11:00 am",72540.5,310.624,471,0
"Apr 13, 12:00 pm",108582,492.077,713,0
"Apr 13, 01:00 pm",107269,545.472,782,0
"Apr 13, 02:00 pm",107284,527.616,764,0
"Apr 13, 03:00 pm",107720,496.346,733,0
"Apr 13, 04:00 pm",109236,394.59,610,0
"Apr 13, 05:00 pm",110733,311.184,521,0
"Apr 13, 06:00 pm",112326,190.977,397,0
"Apr 13, 07:00 pm",115217,0,79,0
"Apr 13, 08:00 pm",115845,0,0,0
"Apr 13, 09:00 pm",115900,0,0,0
"Apr 13, 10:00 pm",10414.9,0,0,0
"Apr 13, 11:00 pm",-607.2,0,0,0
"Apr 14, 12:00 am",-607.2,0,0,0
"Apr 14, 01:00 am",-607.2,0,0,0
"Apr 14, 02:00 am",-607.2,0,0,0
"Apr 14, 03:00 am",-607.2,0,0,0
"Apr 14, 04:00 am",-607.2,0,0,0
"Apr 14, 05:00 am",-607.2,0,0,0
"Apr 14, 06:00 am",-607.2,0,0,0
"Apr 14, 07:00 am",-607.2,0,210,0
"Apr 14, 08:00 am",-607.2,0,0,0
"Apr 14, 09:00 am",-607.2,0,0,0
"Apr 14, 10:00 am",-607.2,0,0,0
"Apr 14, 11:00 am",-1660.18,0,530,0
"Apr 14, 12:00 pm",108923,379.768,559,0
"Apr 14, 01:00 pm",104500,648.972,923,0
"Apr 14, 02:00 pm",104504,639.641,918,0
"Apr 14, 03:00 pm",105086,615.724,900,0
"Apr 14, 04:00 pm",106687,545.383,827,0
"Apr 14, 05:00 pm",108573,464.051,754,0
"Apr 14, 06:00 pm",111661,269.341,536,0
"Apr 14, 07:00 pm",114988,0,201,0
"Apr 14, 08:00 pm",115711,0,0,0
"Apr 14, 09:00 pm",115799,0,0,0
"Apr 14, 10:00 pm",115806,0,0,0
"Apr 14, 11:00 pm",115728,0,0,0
"Apr 15, 12:00 am",23866.7,0,0,0
"Apr 15, 01:00 am",-607.2,0,0,0
"Apr 15, 02:00 am",-607.2,0,0,0
"Apr 15, 03:00 am",-607.2,0,0,0
"Apr 15, 04:00 am",-607.2,0,0,0
"Apr 15, 05:00 am",-607.2,0,0,0
"Apr 15, 06:00 am",-607.2,0,0,0
"Apr 15, 07:00 am",-607.2,0,119,0
"Apr 15, 08:00 am",-2704.19,0,255,0
"Apr 15, 09:00 am",-3164.92,0,281,0
"Apr 15, 10:00 am",99081.1,376.275,577,0
"Apr 15, 11:00 am",110331,291.541,444,0
"Apr 15, 12:00 pm",109237,366.093,540,0
"Apr 15, 01:00 pm",108797,386.504,565,0
"Apr 15, 02:00 pm",104646,648.875,930,0
"Apr 15, 03:00 pm",107775,441.557,656,0
"Apr 15, 04:00 pm",108881,335.466,524,0
"Apr 15, 05:00 pm",108622,437.449,712,0
"Apr 15, 06:00 pm",111523,217.048,440,0
"Apr 15, 07:00 pm",114528,0,221,0
"Apr 15, 08:00 pm",115244,0,0,0
"Apr 15, 09:00 pm",107621,0,0,0
"Apr 15, 10:00 pm",-607.2,0,0,0
"Apr 15, 11:00 pm",-607.2,0,0,0
"Apr 16, 12:00 am",-607.2,0,0,0
"Apr 16, 01:00 am",-607.2,0,0,0
"Apr 16, 02:00 am",-607.2,0,0,0
"Apr 16, 03:00 am",-607.2,0,0,0
"Apr 16, 04:00 am",-607.2,0,0,0
"Apr 16, 05:00 am",-607.2,0,0,0
"Apr 16, 06:00 am",-607.2,0,0,0
"Apr 16, 07:00 am",-607.2,0,0,0
"Apr 16, 08:00 am",-1667.41,0,112,0
"Apr 16, 09:00 am",-1776.09,0,137,0
"Apr 16, 10:00 am",11655.3,0,399,0
"Apr 16, 11:00 am",110356,299.183,455,0
"Apr 16, 12:00 pm",69653.1,202.964,317,0
"Apr 16, 01:00 pm",108681,360.827,530,0
"Apr 16, 02:00 pm",108499,229.995,355,0
"Apr 16, 03:00 pm",108395,428.13,637,0
"Apr 16, 04:00 pm",45174,0,246,0
"Apr 16, 05:00 pm",1516.22,0,618,0
"Apr 16, 06:00 pm",13425.4,0,60,0
"Apr 16, 07:00 pm",-607.2,0,0,0
"Apr 16, 08:00 pm",-607.2,0,0,0
"Apr 16, 09:00 pm",-607.2,0,0,0
"Apr 16, 10:00 pm",-607.2,0,0,0
"Apr 16, 11:00 pm",-607.2,0,0,0
"Apr 17, 12:00 am",-607.2,0,0,0
"Apr 17, 01:00 am",-607.2,0,0,0
"Apr 17, 02:00 am",-607.2,0,0,0
"Apr 17, 03:00 am",-607.2,0,0,0
"Apr 17, 04:00 am",-607.2,0,0,0
"Apr 17, 05:00 am",-607.2,0,0,0
"Apr 17, 06:00 am",-607.2,0,0,0
"Apr 17, 07:00 am",-607.2,0,324,0
"Apr 17, 08:00 am",-607.2,0,55,0
"Apr 17, 09:00 am",10594.1,0,741,0
"Apr 17, 10:00 am",108056,527.496,791,0
"Apr 17, 11:00 am",106085,558.363,813,0
"Apr 17, 12:00 pm",104685,575.512,825,0
"Apr 17, 01:00 pm",103501,596.635,849,0
"Apr 17, 02:00 pm",103081,587.034,843,0
"Apr 17, 03:00 pm",103420,559.818,819,0
"Apr 17, 04:00 pm",104809,484.15,736,0
"Apr 17, 05:00 pm",106924,385.854,631,0
"Apr 17, 06:00 pm",109998,221.282,444,0
"Apr 17, 07:00 pm",113770,0,105,0
"Apr 17, 08:00 pm",114770,0,0,0
"Apr 17, 09:00 pm",115038,0,0,0
"Apr 17, 10:00 pm",115262,0,0,0
"Apr 17, 11:00 pm",115444,0,0,0
"Apr 18, 12:00 am",115446,0,0,0
"Apr 18, 01:00 am",75663.2,0,0,0
"Apr 18, 02:00 am",-607.2,0,0,0
"Apr 18, 03:00 am",-607.2,0,0,0
"Apr 18, 04:00 am",-607.2,0,0,0
"Apr 18, 05:00 am",-607.2,0,0,0
"Apr 18, 06:00 am",-607.2,0,0,0
"Apr 18, 07:00 am",-607.2,0,5,0
"Apr 18, 08:00 am",-1576.64,0,100,0
"Apr 18, 09:00 am",-3645.53,0,408,0
"Apr 18, 10:00 am",92493,519.542,780,0
"Apr 18, 11:00 am",104442,570.255,830,0
"Apr 18, 12:00 pm",102675,598.412,857,0
"Apr 18, 01:00 pm",101779,599.004,853,0
"Apr 18, 02:00 pm",101548,587.013,844,0
"Apr 18, 03:00 pm",101971,557.22,816,0
"Apr 18, 04:00 pm",103235,502.879,763,0
"Apr 18, 05:00 pm",105240,413.896,673,0
"Apr 18, 06:00 pm",108770,253.372,499,0
"Apr 18, 07:00 pm",113303,0,146,0
"Apr 18, 08:00 pm",114684,0,0,0
"Apr 18, 09:00 pm",115395,0,0,0
"Apr 18, 10:00 pm",115874,0,0,0
"Apr 18, 11:00 pm",116085,0,0,0
"Apr 19, 12:00 am",116086,0,0,0
"Apr 19, 01:00 am",75521.9,0,0,0
"Apr 19, 02:00 am",-607.2,0,0,0
"Apr 19, 03:00 am",-607.2,0,0,0
"Apr 19, 04:00 am",-607.2,0,0,0
"Apr 19, 05:00 am",-607.2,0,0,0
"Apr 19, 06:00 am",-607.2,0,0,0
"Apr 19, 07:00 am",-1484.29,0,141,0
"Apr 19, 08:00 am",-3492.36,0,425,0
"Apr 19, 09:00 am",-818.16,0,262,0
"Apr 19, 10:00 am",10655.5,0,712,0
"Apr 19, 11:00 am",107923,523.119,770,0
"Apr 19, 12:00 pm",106380,551.787,799,0
"Apr 19, 01:00 pm",105940,548.336,790,0
"Apr 19, 02:00 pm",106476,532.142,775,0
"Apr 19, 03:00 pm",107960,498.176,740,0
"Apr 19, 04:00 pm",111195,209.338,348,0
"Apr 19, 05:00 pm",112203,197.965,351,0
"Apr 19, 06:00 pm",114826,0,18,0
"Apr 19, 07:00 pm",115600,0,0,0
"Apr 19, 08:00 pm",115855,0,0,0
"Apr 19, 09:00 pm",95846.8,0,0,0
"Apr 19, 10:00 pm",-607.2,0,0,0
"Apr 19, 11:00 pm",-607.2,0,0,0
"Apr 20, 12:00 am",-607.2,0,0,0
"Apr 20, 01:00 am",-607.2,0,0,0
"Apr 20, 02:00 am",-607.2,0,0,0
"Apr 20, 03:00 am",-607.2,0,0,0
"Apr 20, 04:00 am",-607.2,0,0,0
"Apr 20, 05:00 am",-607.2,0,0,0
"Apr 20, 06:00 am",-607.2,0,0,0
"Apr 20, 07:00 am",-607.2,0,119,0
"Apr 20, 08:00 am",-607.2,0,57,0
"Apr 20, 09:00 am",-4440.51,0,547,0
"Apr 20, 10:00 am",111382,329.413,522,0
"Apr 20, 11:00 am",111733,338.864,522,0
"Apr 20, 12:00 pm",110855,233.756,371,0
"Apr 20, 01:00 pm",107663,559.52,811,0
"Apr 20, 02:00 pm",107366,551.931,807,0
"Apr 20, 03:00 pm",107768,525.587,783,0
"Apr 20, 04:00 pm",109070,472.216,730,0
"Apr 20, 05:00 pm",111688,270.647,466,0
"Apr 20, 06:00 pm",114531,0,0,0
"Apr 20, 07:00 pm",115480,0,136,0
"Apr 20, 08:00 pm",115736,0,0,0
"Apr 20, 09:00 pm",21651.1,0,0,0
"Apr 20, 10:00 pm",-607.2,0,0,0
"Apr 20, 11:00 pm",-607.2,0,0,0
"Apr 21, 12:00 am",-607.2,0,0,0
"Apr 21, 01:00 am",-607.2,0,0,0
"Apr 21, 02:00 am",-607.2,0,0,0
"Apr 21, 03:00 am",-607.2,0,0,0
"Apr 21, 04:00 am",-607.2,0,0,0
"Apr 21, 05:00 am",-607.2,0,0,0
"Apr 21, 06:00 am",-607.2,0,0,0
"Apr 21, 07:00 am",-607.2,0,132,0
"Apr 21, 08:00 am",-1696.35,0,121,0
"Apr 21, 09:00 am",-2836.27,0,260,0
"Apr 21, 10:00 am",6044.24,0,638,0
"Apr 21, 11:00 am",110967,466.256,694,0
"Apr 21, 12:00 pm",110035,493.861,722,0
"Apr 21, 01:00 pm",108888,534.207,772,0
"Apr 21, 02:00 pm",112277,0,229,0
"Apr 21, 03:00 pm",112267,0,61,0
"Apr 21, 04:00 pm",32195.3,0,74,0
"Apr 21, 05:00 pm",-607.2,0,48,0
"Apr 21, 06:00 pm",-607.2,0,0,0
"Apr 21, 07:00 pm",-607.2,0,0,0
"Apr 21, 08:00 pm",-607.2,0,0,0
"Apr 21, 09:00 pm",-607.2,0,0,0
"Apr 21, 10:00 pm",-607.2,0,0,0
"Apr 21, 11:00 pm",-607.2,0,0,0
"Apr 22, 12:00 am",-607.2,0,0,0
"Apr 22, 01:00 am",-607.2,0,0,0
"Apr 22, 02:00 am",-607.2,0,0,0
"Apr 22, 03:00 am",-607.2,0,0,0
"Apr 22, 04:00 am",-607.2,0,0,0
"Apr 22, 05:00 am",-607.2,0,0,0
"Apr 22, 06:00 am",-607.2,0,0,0
"Apr 22, 07:00 am",-607.2,0,135,0
"Apr 22, 08:00 am",-1695.73,0,121,0
"Apr 22, 09:00 am",-2374.77,0,216,0
"Apr 22, 10:00 am",47786.4,0,643,0
"Apr 22, 11:00 am",111272,463.14,687,0
"Apr 22, 12:00 pm",110409,485.686,707,0
"Apr 22, 01:00 pm",109760,489.727,707,0
"Apr 22, 02:00 pm",109668,468.32,683,0
"Apr 22, 03:00 pm",110089,420.125,626,0
"Apr 22, 04:00 pm",110672,374.564,579,0
"Apr 22, 05:00 pm",111748,254.527,430,0
"Apr 22, 06:00 pm",113686,0,253,0
"Apr 22, 07:00 pm",114532,0,25,0
"Apr 22, 08:00 pm",114828,0,0,0
"Apr 22, 09:00 pm",49692.7,0,0,0
"Apr 22, 10:00 pm",-607.2,0,0,0
"Apr 22, 11:00 pm",-607.2,0,0,0
"Apr 23, 12:00 am",-607.2,0,0,0
"Apr 23, 01:00 am",-607.2,0,0,0
"Apr 23, 02:00 am",-607.2,0,0,0
"Apr 23, 03:00 am",-607.2,0,0,0
"Apr 23, 04:00 am",-607.2,0,0,0
"Apr 23, 05:00 am",-607.2,0,0,0
"Apr 23, 06:00 am",-607.2,0,0,0
"Apr 23, 07:00 am",-607.2,0,88,0
"Apr 23, 08:00 am",-3397.9,0,336,0
"Apr 23, 09:00 am",57817.8,312.443,508,0
"Apr 23, 10:00 am",110690,389.847,594,0
"Apr 23, 11:00 am",109201,451.636,665,0
"Apr 23, 12:00 pm",107969,488.347,706,0
"Apr 23, 01:00 pm",106562,545.722,780,0
"Apr 23, 02:00 pm",106281,536.645,775,0
"Apr 23, 03:00 pm",106785,506.39,746,0
"Apr 23, 04:00 pm",108608,377.653,584,0
"Apr 23, 05:00 pm",110053,284.348,476,0
"Apr 23, 06:00 pm",112987,0,297,0
"Apr 23, 07:00 pm",114555,0,47,0
"Apr 23, 08:00 pm",115235,0,0,0
"Apr 23, 09:00 pm",115448,0,0,0
"Apr 23, 10:00 pm",20925.2,0,0,0
"Apr 23, 11:00 pm",-607.2,0,0,0
"Apr 24, 12:00 am",-607.2,0,0,0
"Apr 24, 01:00 am",-607.2,0,0,0
"Apr 24, 02:00 am",-607.2,0,0,0
"Apr 24, 03:00 am",-607.2,0,0,0
"Apr 24, 04:00 am",-607.2,0,0,0
"Apr 24, 05:00 am",-607.2,0,0,0
"Apr 24, 06:00 am",-607.2,0,0,0
"Apr 24, 07:00 am",-607.2,0,0,0
"Apr 24, 08:00 am",-1557.94,0,94,0
"Apr 24, 09:00 am",-3028.78,0,278,0
"Apr 24, 10:00 am",18262,183.181,301,0
"Apr 24, 11:00 am",88020.2,237.429,369,0
"Apr 24, 12:00 pm",100387,265.151,402,0
"Apr 24, 01:00 pm",90943.5,245.775,374,0
"Apr 24, 02:00 pm",109949,292.574,442,0
"Apr 24, 03:00 pm",99237.6,261.906,407,0
"Apr 24, 04:00 pm",77544.8,215.851,353,0
"Apr 24, 05:00 pm",52787.2,156.502,283,0
"Apr 24, 06:00 pm",-818.16,0,135,0
"Apr 24, 07:00 pm",-607.2,0,7,0
"Apr 24, 08:00 pm",-607.2,0,0,0
"Apr 24, 09:00 pm",-607.2,0,0,0
"Apr 24, 10:00 pm",-607.2,0,0,0
"Apr 24, 11:00 pm",-607.2,0,0,0
"Apr 25, 12:00 am",-607.2,0,0,0
"Apr 25, 01:00 am",-607.2,0,0,0
"Apr 25, 02:00 am",-607.2,0,0,0
"Apr 25, 03:00 am",-607.2,0,0,0
"Apr 25, 04:00 am",-607.2,0,0,0
"Apr 25, 05:00 am",-607.2,0,0,0
"Apr 25, 06:00 am",-607.2,0,0,0
"Apr 25, 07:00 am",-607.2,0,116,0
"Apr 25, 08:00 am",-607.2,0,0,0
"Apr 25, 09:00 am",-607.2,0,0,0
"Apr 25, 10:00 am",-607.2,0,37,0
"Apr 25, 11:00 am",-607.2,0,46,0
"Apr 25, 12:00 pm",-1503.95,0,77,0
"Apr 25, 01:00 pm",-818.16,0,38,0
"Apr 25, 02:00 pm",-2086.57,0,140,0
"Apr 25, 03:00 pm",8251.2,0,416,0
"Apr 25, 04:00 pm",110981,298.984,473,0
"Apr 25, 05:00 pm",-818.16,0,255,0
"Apr 25, 06:00 pm",-2038.77,0,169,0
"Apr 25, 07:00 pm",-818.16,0,0,0
"Apr 25, 08:00 pm",-607.2,0,0,0
"Apr 25, 09:00 pm",-607.2,0,0,0
"Apr 25, 10:00 pm",-607.2,0,0,0
"Apr 25, 11:00 pm",-607.2,0,0,0
"Apr 26, 12:00 am",-607.2,0,0,0
"Apr 26, 01:00 am",-607.2,0,0,0
"Apr 26, 02:00 am",-607.2,0,0,0
"Apr 26, 03:00 am",-607.2,0,0,0
"Apr 26, 04:00 am",-607.2,0,0,0
"Apr 26, 05:00 am",-607.2,0,0,0
"Apr 26, 06:00 am",-607.2,0,0,0
"Apr 26, 07:00 am",-607.2,0,0,0
"Apr 26, 08:00 am",-607.2,0,0,0
"Apr 26, 09:00 am",-607.2,0,0,0
"Apr 26, 10:00 am",-607.2,0,49,0
"Apr 26, 11:00 am",-2336.99,0,167,0
"Apr 26, 12:00 pm",-3109.81,0,256,0
"Apr 26, 01:00 pm",-818.16,0,39,0
"Apr 26, 02:00 pm",-2025.77,0,133,0
"Apr 26, 03:00 pm",-1457.01,0,95,0
"Apr 26, 04:00 pm",-818.16,0,29,0
"Apr 26, 05:00 pm",-1486.01,0,82,0
"Apr 26, 06:00 pm",-2543.39,0,266,0
"Apr 26, 07:00 pm",-818.16,0,101,0
"Apr 26, 08:00 pm",-607.2,0,0,0
"Apr 26, 09:00 pm",-607.2,0,0,0
"Apr 26, 10:00 pm",-607.2,0,0,0
"Apr 26, 11:00 pm",-607.2,0,0,0
"Apr 27, 12:00 am",-607.2,0,0,0
"Apr 27, 01:00 am",-607.2,0,0,0
"Apr 27, 02:00 am",-607.2,0,0,0
"Apr 27, 03:00 am",-607.2,0,0,0
"Apr 27, 04:00 am",-607.2,0,0,0
"Apr 27, 05:00 am",-607.2,0,0,0
"Apr 27, 06:00 am",-607.2,0,0,0
"Apr 27, 07:00 am",-607.2,0,5,0
"Apr 27, 08:00 am",-607.2,0,64,0
"Apr 27, 09:00 am",-1874.47,0,121,0
"Apr 27, 10:00 am",-2083.31,0,165,0
"Apr 27, 11:00 am",-1257.75,0,193,0
"Apr 27, 12:00 pm",-2699.54,0,204,0
"Apr 27, 01:00 pm",-1554.02,0,206,0
"Apr 27, 02:00 pm",-2600.31,0,195,0
"Apr 27, 03:00 pm",-818.16,0,37,0
"Apr 27, 04:00 pm",-607.2,0,0,0
"Apr 27, 05:00 pm",-607.2,0,0,0
"Apr 27, 06:00 pm",-607.2,0,0,0
"Apr 27, 07:00 pm",-607.2,0,0,0
"Apr 27, 08:00 pm",-607.2,0,0,0
"Apr 27, 09:00 pm",-607.2,0,0,0
"Apr 27, 10:00 pm",-607.2,0,0,0
"Apr 27, 11:00 pm",-607.2,0,0,0
"Apr 28, 12:00 am",-607.2,0,0,0
"Apr 28, 01:00 am",-607.2,0,0,0
"Apr 28, 02:00 am",-607.2,0,0,0
"Apr 28, 03:00 am",-607.2,0,0,0
"Apr 28, 04:00 am",-607.2,0,0,0
"Apr 28, 05:00 am",-607.2,0,0,0
"Apr 28, 06:00 am",-607.2,0,0,0
"Apr 28, 07:00 am",-607.2,0,0,0
"Apr 28, 08:00 am",-607.2,0,0,0
"Apr 28, 09:00 am",-607.2,0,0,0
"Apr 28, 10:00 am",-607.2,0,0,0
"Apr 28, 11:00 am",-607.2,0,0,0
"Apr 28, 12:00 pm",-607.2,0,0,0
"Apr 28, 01:00 pm",-607.2,0,0,0
"Apr 28, 02:00 pm",-944.136,0,0,0
"Apr 28, 03:00 pm",-1096.33,0,0,0
"Apr 28, 04:00 pm",-1096.53,0,0,0
"Apr 28, 05:00 pm",-1096.83,0,0,0
"Apr 28, 06:00 pm",-1097.44,0,0,0
"Apr 28, 07:00 pm",-1098.25,0,79,0
"Apr 28, 08:00 pm",-1098.76,0,0,0
"Apr 28, 09:00 pm",-1099.07,0,0,0
"Apr 28, 10:00 pm",-1099.27,0,0,0
"Apr 28, 11:00 pm",-1099.57,0,0,0
"Apr 29, 12:00 am",-1099.67,0,0,0
"Apr 29, 01:00 am",-1099.98,0,0,0
"Apr 29, 02:00 am",-1100.08,0,0,0
"Apr 29, 03:00 am",-1100.28,0,0,0
"Apr 29, 04:00 am",-1100.49,0,0,0
"Apr 29, 05:00 am",-1100.49,0,0,0
"Apr 29, 06:00 am",-1099.98,0,0,0
"Apr 29, 07:00 am",-1098.76,0,0,0
"Apr 29, 08:00 am",-1097.34,0,0,0
"Apr 29, 09:00 am",-1095.82,0,0,0
"Apr 29, 10:00 am",-1094.4,0,0,0
"Apr 29, 11:00 am",-1093.38,0,51,0
"Apr 29, 12:00 pm",-1092.57,0,19,0
"Apr 29, 01:00 pm",18860.6,0,905,0
"Apr 29, 02:00 pm",107566,634.351,913,0
"Apr 29, 03:00 pm",107931,616.5,903,0
"Apr 29, 04:00 pm",109038,570.832,864,0
"Apr 29, 05:00 pm",110628,490.046,789,0
"Apr 29, 06:00 pm",112705,346.025,649,0
"Apr 29, 07:00 pm",111768,0,342,0
"Apr 29, 08:00 pm",112298,0,0,0
"Apr 29, 09:00 pm",112410,0,0,0
"Apr 29, 10:00 pm",112431,0,0,0
"Apr 29, 11:00 pm",97685.9,0,0,0
"Apr 30, 12:00 am",-607.2,0,0,0
"Apr 30, 01:00 am",-607.2,0,0,0
"Apr 30, 02:00 am",-607.2,0,0,0
"Apr 30, 03:00 am",-607.2,0,0,0
"Apr 30, 04:00 am",-607.2,0,0,0
"Apr 30, 05:00 am",-607.2,0,0,0
"Apr 30, 06:00 am",-607.2,0,0,0
"Apr 30, 07:00 am",-3323.5,0,454,0
"Apr 30, 08:00 am",-818.16,0,74,0
"Apr 30, 09:00 am",-607.2,0,0,0
"Apr 30, 10:00 am",-607.2,0,0,0
"Apr 30, 11:00 am",-607.2,0,20,0
"Apr 30, 12:00 pm",-607.2,0,12,0
"Apr 30, 01:00 pm",-607.2,0,0,0
"Apr 30, 02:00 pm",-607.2,0,0,0
"Apr 30, 03:00 pm",16354.9,0,829,0
"Apr 30, 04:00 pm",66455.1,0,2,0
"Apr 30, 05:00 pm",5240.27,0,664,0
"Apr 30, 06:00 pm",113255,277.911,530,0
"Apr 30, 07:00 pm",14562.7,0,261,0
"Apr 30, 08:00 pm",-607.2,0,0,0
"Apr 30, 09:00 pm",-607.2,0,0,0
"Apr 30, 10:00 pm",-607.2,0,0,0
"Apr 30, 11:00 pm",-607.2,0,0,0
"May 1, 12:00 am",-607.2,0,0,0
"May 1, 01:00 am",-607.2,0,0,0
"May 1, 02:00 am",-607.2,0,0,0
"May 1, 03:00 am",-607.2,0,0,0
"May 1, 04:00 am",-607.2,0,0,0
"May 1, 05:00 am",-607.2,0,0,0
"May 1, 06:00 am",-607.2,0,0,0
"May 1, 07:00 am",-3552.06,0,535,0
"May 1, 08:00 am",70591.9,431.848,756,0
"May 1, 09:00 am",111270,551.317,863,0
"May 1, 10:00 am",109598,618.207,918,0
"May 1, 11:00 am",108161,656.595,949,0
"May 1, 12:00 pm",107000,678.902,965,0
"May 1, 01:00 pm",106314,682.679,964,0
"May 1, 02:00 pm",106135,669.601,955,0
"May 1, 03:00 pm",106542,642.852,933,0
"May 1, 04:00 pm",108334,592.62,888,0
"May 1, 05:00 pm",111421,511.678,814,0
"May 1, 06:00 pm",112062,374.064,688,0
"May 1, 07:00 pm",115078,0,425,0
"May 1, 08:00 pm",115936,0,0,0
"May 1, 09:00 pm",116258,0,0,0
"May 1, 10:00 pm",116452,0,0,0
"May 1, 11:00 pm",116536,0,0,0
"May 2, 12:00 am",116523,0,0,0
"May 2, 01:00 am",117262,0,0,0
"May 2, 02:00 am",117195,0,0,0
"May 2, 03:00 am",117093,0,0,0
"May 2, 04:00 am",56508.6,0,0,0
"May 2, 05:00 am",-607.2,0,0,0
"May 2, 06:00 am",-607.2,0,0,0
"May 2, 07:00 am",-3563.34,0,526,0
"May 2, 08:00 am",70374.2,423.091,737,0
"May 2, 09:00 am",110271,537.029,839,0
"May 2, 10:00 am",108416,588.498,875,0
"May 2, 11:00 am",106854,626.265,907,0
"May 2, 12:00 pm",105621,648.086,923,0
"May 2, 01:00 pm",104242,678.27,958,0
"May 2, 02:00 pm",104237,665.356,949,0
"May 2, 03:00 pm",104715,639.404,928,0
"May 2, 04:00 pm",106436,556.768,836,0
"May 2, 05:00 pm",109202,476.378,760,0
"May 2, 06:00 pm",110801,336.518,622,0
"May 2, 07:00 pm",114725,0,263,0
"May 2, 08:00 pm",115835,0,0,0
"May 2, 09:00 pm",116183,0,0,0
"May 2, 10:00 pm",116437,0,0,0
"May 2, 11:00 pm",116557,0,0,0
"May 3, 12:00 am",116584,0,0,0
"May 3, 01:00 am",116705,0,0,0
