"Time stamp","System power generated | (kW)","Estimated receiver thermal power TO HTF | (MWt)","Resource beam normal irradiance | (W/m2)","Predicted clear-sky beam normal irradiance | (W/m2)"
"Jan 23, 08:00 am",-607.2,0,0,0
"Jan 23, 09:00 am",-3515.67,0,568,0
"Jan 23, 10:00 am",68124.8,425.395,772,0
"Jan 23, 11:00 am",111907,539.34,861,0
"Jan 23, 12:00 pm",110810,591.522,903,0
"Jan 23, 01:00 pm",110250,612.886,923,0
"Jan 23, 02:00 pm",110395,603.046,916,0
"Jan 23, 03:00 pm",111166,562.804,886,0
"Jan 23, 04:00 pm",112777,463.95,807,0
"Jan 23, 05:00 pm",115298,268.91,639,0
"Jan 23, 06:00 pm",117328,0,187,0
"Jan 23, 07:00 pm",117506,0,0,0
"Jan 23, 08:00 pm",117459,0,0,0
"Jan 23, 09:00 pm",117399,0,0,0
"Jan 23, 10:00 pm",117311,0,0,0
"Jan 23, 11:00 pm",98387,0,0,0
"Jan 24, 12:00 am",-607.2,0,0,0
"Jan 24, 01:00 am",-607.2,0,0,0
"Jan 24, 02:00 am",-607.2,0,0,0
"Jan 24, 03:00 am",-607.2,0,0,0
"Jan 24, 04:00 am",-607.2,0,0,0
"Jan 24, 05:00 am",-607.2,0,0,0
"Jan 24, 06:00 am",-607.2,0,0,0
"Jan 24, 07:00 am",-607.2,0,0,0
"Jan 24, 08:00 am",-607.2,0,0,0
"Jan 24, 09:00 am",-3530.39,0,564,0
"Jan 24, 10:00 am",69000.5,429.679,775,0
"Jan 24, 11:00 am",111767,543.084,864,0
"Jan 24, 12:00 pm",110572,596.521,908,0
"Jan 24, 01:00 pm",110003,615.793,925,0
"Jan 24, 02:00 pm",110166,604.733,916,0
"Jan 24, 03:00 pm",111029,559.914,879,0
"Jan 24, 04:00 pm",112624,463.958,803,0
"Jan 24, 05:00 pm",115286,271.278,635,0
"Jan 24, 06:00 pm",117409,0,181,0
"Jan 24, 07:00 pm",117587,0,0,0
"Jan 24, 08:00 pm",117541,0,0,0
"Jan 24, 09:00 pm",117480,0,0,0
"Jan 24, 10:00 pm",117394,0,0,0
"Jan 24, 11:00 pm",107492,0,0,0
"Jan 25, 12:00 am",-607.2,0,0,0
"Jan 25, 01:00 am",-607.2,0,0,0
"Jan 25, 02:00 am",-607.2,0,0,0
"Jan 25, 03:00 am",-607.2,0,0,0
"Jan 25, 04:00 am",-607.2,0,0,0
"Jan 25, 05:00 am",-607.2,0,0,0
"Jan 25, 06:00 am",-607.2,0,0,0
"Jan 25, 07:00 am",-607.2,0,0,0
"Jan 25, 08:00 am",-607.2,0,0,0
"Jan 25, 09:00 am",-3626.13,0,597,0
"Jan 25, 10:00 am",75344.8,446.003,800,0
"Jan 25, 11:00 am",111528,561.784,891,0
"Jan 25, 12:00 pm",110371,615.188,935,0
"Jan 25, 01:00 pm",109979,628.63,944,0
"Jan 25, 02:00 pm",110216,616.682,934,0
"Jan 25, 03:00 pm",111120,571.817,897,0
"Jan 25, 04:00 pm",112748,470.681,812,0
"Jan 25, 05:00 pm",115280,277.843,641,0
"Jan 25, 06:00 pm",117471,0,0,0
"Jan 25, 07:00 pm",117650,0,0,0
"Jan 25, 08:00 pm",117604,0,0,0
"Jan 25, 09:00 pm",117543,0,0,0
"Jan 25, 10:00 pm",117462,0,0,0
"Jan 25, 11:00 pm",117339,0,0,0
"Jan 26, 12:00 am",23996.7,0,0,0
"Jan 26, 01:00 am",-607.2,0,0,0
"Jan 26, 02:00 am",-607.2,0,0,0
"Jan 26, 03:00 am",-607.2,0,0,0
"Jan 26, 04:00 am",-607.2,0,0,0
"Jan 26, 05:00 am",-607.2,0,0,0
"Jan 26, 06:00 am",-607.2,0,0,0
"Jan 26, 07:00 am",-607.2,0,0,0
"Jan 26, 08:00 am",-607.2,0,0,0
"Jan 26, 09:00 am",-607.2,0,0,0
"Jan 26, 10:00 am",-607.2,0,0,0
"Jan 26, 11:00 am",-607.2,0,5,0
"Jan 26, 12:00 pm",-607.2,0,76,0
"Jan 26, 01:00 pm",-607.2,0,0,0
"Jan 26, 02:00 pm",-607.2,0,0,0
"Jan 26, 03:00 pm",-607.2,0,0,0
"Jan 26, 04:00 pm",-607.2,0,0,0
"Jan 26, 05:00 pm",-607.2,0,0,0
"Jan 26, 06:00 pm",-607.2,0,0,0
"Jan 26, 07:00 pm",-607.2,0,0,0
"Jan 26, 08:00 pm",-607.2,0,0,0
"Jan 26, 09:00 pm",-607.2,0,0,0
"Jan 26, 10:00 pm",-607.2,0,0,0
"Jan 26, 11:00 pm",-607.2,0,0,0
"Jan 27, 12:00 am",-607.2,0,0,0
"Jan 27, 01:00 am",-607.2,0,0,0
"Jan 27, 02:00 am",-607.2,0,0,0
"Jan 27, 03:00 am",-607.2,0,0,0
"Jan 27, 04:00 am",-607.2,0,0,0
"Jan 27, 05:00 am",-607.2,0,0,0
"Jan 27, 06:00 am",-607.2,0,0,0
"Jan 27, 07:00 am",-607.2,0,0,0
"Jan 27, 08:00 am",-607.2,0,0,0
"Jan 27, 09:00 am",-607.2,0,0,0
"Jan 27, 10:00 am",-607.2,0,0,0
"Jan 27, 11:00 am",-607.2,0,0,0
"Jan 27, 12:00 pm",-1757.96,0,118,0
"Jan 27, 01:00 pm",-2119.62,0,183,0
"Jan 27, 02:00 pm",44593.5,0,870,0
"Jan 27, 03:00 pm",99739.6,0,0,0
"Jan 27, 04:00 pm",7149.59,0,739,0
"Jan 27, 05:00 pm",114743,247.888,571,0
"Jan 27, 06:00 pm",9036.08,0,136,0
"Jan 27, 07:00 pm",-607.2,0,0,0
"Jan 27, 08:00 pm",-607.2,0,0,0
"Jan 27, 09:00 pm",-607.2,0,0,0
"Jan 27, 10:00 pm",-607.2,0,0,0
"Jan 27, 11:00 pm",-607.2,0,0,0
"Jan 28, 12:00 am",-607.2,0,0,0
"Jan 28, 01:00 am",-607.2,0,0,0
"Jan 28, 02:00 am",-607.2,0,0,0
"Jan 28, 03:00 am",-607.2,0,0,0
"Jan 28, 04:00 am",-607.2,0,0,0
"Jan 28, 05:00 am",-607.2,0,0,0
"Jan 28, 06:00 am",-607.2,0,0,0
"Jan 28, 07:00 am",-607.2,0,0,0
"Jan 28, 08:00 am",-607.2,0,0,0
"Jan 28, 09:00 am",-3478.1,0,519,0
"Jan 28, 10:00 am",65722.8,404.8,725,0
"Jan 28, 11:00 am",112205,518.524,824,0
"Jan 28, 12:00 pm",111121,571.363,870,0
"Jan 28, 01:00 pm",113450,178.519,298,0
"Jan 28, 02:00 pm",113866,0,205,0
"Jan 28, 03:00 pm",74152,0,161,0
"Jan 28, 04:00 pm",-818.16,0,12,0
"Jan 28, 05:00 pm",-2844.42,0,321,0
"Jan 28, 06:00 pm",-818.16,0,0,0
"Jan 28, 07:00 pm",-607.2,0,0,0
"Jan 28, 08:00 pm",-607.2,0,0,0
"Jan 28, 09:00 pm",-607.2,0,0,0
"Jan 28, 10:00 pm",-607.2,0,0,0
"Jan 28, 11:00 pm",-607.2,0,0,0
"Jan 29, 12:00 am",-607.2,0,0,0
"Jan 29, 01:00 am",-607.2,0,0,0
"Jan 29, 02:00 am",-607.2,0,0,0
"Jan 29, 03:00 am",-607.2,0,0,0
"Jan 29, 04:00 am",-607.2,0,0,0
"Jan 29, 05:00 am",-607.2,0,0,0
"Jan 29, 06:00 am",-607.2,0,0,0
"Jan 29, 07:00 am",-607.2,0,0,0
"Jan 29, 08:00 am",-607.2,0,0,0
"Jan 29, 09:00 am",-607.2,0,0,0
"Jan 29, 10:00 am",-607.2,0,0,0
"Jan 29, 11:00 am",-2997.5,0,256,0
"Jan 29, 12:00 pm",-3280.43,0,278,0
"Jan 29, 01:00 pm",110123,589.611,883,0
"Jan 29, 02:00 pm",110509,578.642,873,0
"Jan 29, 03:00 pm",111152,537.521,838,0
"Jan 29, 04:00 pm",112502,444.466,757,0
"Jan 29, 05:00 pm",114091,267.451,590,0
"Jan 29, 06:00 pm",115152,0,181,0
"Jan 29, 07:00 pm",115371,0,0,0
"Jan 29, 08:00 pm",116035,0,0,0
"Jan 29, 09:00 pm",16533.3,0,0,0
"Jan 29, 10:00 pm",-607.2,0,0,0
"Jan 29, 11:00 pm",-607.2,0,0,0
"Jan 30, 12:00 am",-607.2,0,0,0
"Jan 30, 01:00 am",-607.2,0,0,0
"Jan 30, 02:00 am",-607.2,0,0,0
"Jan 30, 03:00 am",-607.2,0,0,0
"Jan 30, 04:00 am",-607.2,0,0,0
"Jan 30, 05:00 am",-607.2,0,0,0
"Jan 30, 06:00 am",-607.2,0,0,0
"Jan 30, 07:00 am",-607.2,0,0,0
"Jan 30, 08:00 am",-607.2,0,0,0
"Jan 30, 09:00 am",-3562.05,0,541,0
"Jan 30, 10:00 am",71087.4,422.078,748,0
"Jan 30, 11:00 am",111649,536.897,847,0
"Jan 30, 12:00 pm",110405,591.539,895,0
"Jan 30, 01:00 pm",109751,613.767,917,0
"Jan 30, 02:00 pm",109799,607.395,914,0
"Jan 30, 03:00 pm",110609,566.963,881,0
"Jan 30, 04:00 pm",112071,481.531,814,0
"Jan 30, 05:00 pm",114125,306.94,662,0
"Jan 30, 06:00 pm",116425,0,263,0
"Jan 30, 07:00 pm",117347,0,0,0
"Jan 30, 08:00 pm",117299,0,0,0
"Jan 30, 09:00 pm",117235,0,0,0
"Jan 30, 10:00 pm",117154,0,0,0
"Jan 30, 11:00 pm",117028,0,0,0
"Jan 31, 12:00 am",-607.2,0,0,0
"Jan 31, 01:00 am",-607.2,0,0,0
"Jan 31, 02:00 am",-607.2,0,0,0
"Jan 31, 03:00 am",-607.2,0,0,0
"Jan 31, 04:00 am",-607.2,0,0,0
"Jan 31, 05:00 am",-607.2,0,0,0
"Jan 31, 06:00 am",-607.2,0,0,0
"Jan 31, 07:00 am",-607.2,0,0,0
"Jan 31, 08:00 am",-607.2,0,0,0
"Jan 31, 09:00 am",-607.2,0,0,0
"Jan 31, 10:00 am",-2306.99,0,196,0
"Jan 31, 11:00 am",-3208.95,0,292,0
"Jan 31, 12:00 pm",-818.16,0,141,0
"Jan 31, 01:00 pm",-607.2,0,5,0
"Jan 31, 02:00 pm",-607.2,0,44,0
"Jan 31, 03:00 pm",-607.2,0,3,0
"Jan 31, 04:00 pm",-607.2,0,4,0
"Jan 31, 05:00 pm",-607.2,0,46,0
"Jan 31, 06:00 pm",-607.2,0,0,0
"Jan 31, 07:00 pm",-607.2,0,0,0
"Jan 31, 08:00 pm",-607.2,0,0,0
"Jan 31, 09:00 pm",-607.2,0,0,0
"Jan 31, 10:00 pm",-607.2,0,0,0
"Jan 31, 11:00 pm",-607.2,0,0,0
"Feb 1, 12:00 am",-607.2,0,0,0
"Feb 1, 01:00 am",-607.2,0,0,0
"Feb 1, 02:00 am",-607.2,0,0,0
"Feb 1, 03:00 am",-607.2,0,0,0
"Feb 1, 04:00 am",-607.2,0,0,0
"Feb 1, 05:00 am",-607.2,0,0,0
"Feb 1, 06:00 am",-607.2,0,0,0
"Feb 1, 07:00 am",-607.2,0,0,0
"Feb 1, 08:00 am",-607.2,0,0,0
"Feb 1, 09:00 am",-607.2,0,0,0
"Feb 1, 10:00 am",-607.2,0,0,0
"Feb 1, 11:00 am",-607.2,0,0,0
"Feb 1, 12:00 pm",-607.2,0,0,0
"Feb 1, 01:00 pm",18156.4,0,894,0
"Feb 1, 02:00 pm",110348,592.841,893,0
"Feb 1, 03:00 pm",111017,556.601,865,0
"Feb 1, 04:00 pm",112397,466.834,787,0
"Feb 1, 05:00 pm",114231,294.917,627,0
"Feb 1, 06:00 pm",114679,0,237,0
"Feb 1, 07:00 pm",115598,0,0,0
"Feb 1, 08:00 pm",115483,0,0,0
"Feb 1, 09:00 pm",24147.5,0,0,0
"Feb 1, 10:00 pm",-607.2,0,0,0
"Feb 1, 11:00 pm",-607.2,0,0,0
"Feb 2, 12:00 am",-607.2,0,0,0
"Feb 2, 01:00 am",-607.2,0,0,0
"Feb 2, 02:00 am",-607.2,0,0,0
"Feb 2, 03:00 am",-607.2,0,0,0
"Feb 2, 04:00 am",-607.2,0,0,0
"Feb 2, 05:00 am",-607.2,0,0,0
"Feb 2, 06:00 am",-607.2,0,0,0
"Feb 2, 07:00 am",-607.2,0,0,0
"Feb 2, 08:00 am",-607.2,0,0,0
"Feb 2, 09:00 am",-3098.46,0,412,0
"Feb 2, 10:00 am",-818.16,0,0,0
"Feb 2, 11:00 am",-607.2,0,0,0
"Feb 2, 12:00 pm",-607.2,0,0,0
"Feb 2, 01:00 pm",-607.2,0,0,0
"Feb 2, 02:00 pm",-3448.23,0,311,0
"Feb 2, 03:00 pm",-818.16,0,142,0
"Feb 2, 04:00 pm",-607.2,0,37,0
"Feb 2, 05:00 pm",-2455.28,0,249,0
"Feb 2, 06:00 pm",-818.16,0,35,0
"Feb 2, 07:00 pm",-607.2,0,0,0
"Feb 2, 08:00 pm",-607.2,0,0,0
"Feb 2, 09:00 pm",-607.2,0,0,0
"Feb 2, 10:00 pm",-607.2,0,0,0
"Feb 2, 11:00 pm",-607.2,0,0,0
"Feb 3, 12:00 am",-607.2,0,0,0
"Feb 3, 01:00 am",-607.2,0,0,0
"Feb 3, 02:00 am",-607.2,0,0,0
"Feb 3, 03:00 am",-607.2,0,0,0
"Feb 3, 04:00 am",-607.2,0,0,0
"Feb 3, 05:00 am",-607.2,0,0,0
"Feb 3, 06:00 am",-607.2,0,0,0
"Feb 3, 07:00 am",-607.2,0,0,0
"Feb 3, 08:00 am",-607.2,0,0,0
"Feb 3, 09:00 am",-607.2,0,0,0
"Feb 3, 10:00 am",-607.2,0,0,0
"Feb 3, 11:00 am",-2481.52,0,201,0
"Feb 3, 12:00 pm",-818.16,0,42,0
"Feb 3, 01:00 pm",-607.2,0,7,0
"Feb 3, 02:00 pm",-607.2,0,0,0
"Feb 3, 03:00 pm",-1816.45,0,118,0
"Feb 3, 04:00 pm",-1760.6,0,146,0
"Feb 3, 05:00 pm",-818.16,0,0,0
"Feb 3, 06:00 pm",-607.2,0,0,0
"Feb 3, 07:00 pm",-607.2,0,0,0
"Feb 3, 08:00 pm",-607.2,0,0,0
"Feb 3, 09:00 pm",-607.2,0,0,0
"Feb 3, 10:00 pm",-607.2,0,0,0
"Feb 3, 11:00 pm",-607.2,0,0,0
"Feb 4, 12:00 am",-607.2,0,0,0
"Feb 4, 01:00 am",-607.2,0,0,0
"Feb 4, 02:00 am",-607.2,0,0,0
"Feb 4, 03:00 am",-607.2,0,0,0
"Feb 4, 04:00 am",-607.2,0,0,0
"Feb 4, 05:00 am",-607.2,0,0,0
"Feb 4, 06:00 am",-607.2,0,0,0
"Feb 4, 07:00 am",-607.2,0,0,0
"Feb 4, 08:00 am",-607.2,0,0,0
"Feb 4, 09:00 am",-607.2,0,0,0
"Feb 4, 10:00 am",-607.2,0,0,0
"Feb 4, 11:00 am",-607.2,0,0,0
"Feb 4, 12:00 pm",-607.2,0,0,0
"Feb 4, 01:00 pm",-607.2,0,8,0
"Feb 4, 02:00 pm",-607.2,0,0,0
"Feb 4, 03:00 pm",-607.2,0,0,0
"Feb 4, 04:00 pm",-607.2,0,24,0
"Feb 4, 05:00 pm",-607.2,0,0,0
"Feb 4, 06:00 pm",-607.2,0,0,0
"Feb 4, 07:00 pm",-607.2,0,0,0
"Feb 4, 08:00 pm",-607.2,0,0,0
"Feb 4, 09:00 pm",-607.2,0,0,0
"Feb 4, 10:00 pm",-607.2,0,0,0
"Feb 4, 11:00 pm",-607.2,0,0,0
"Feb 5, 12:00 am",-607.2,0,0,0
"Feb 5, 01:00 am",-607.2,0,0,0
"Feb 5, 02:00 am",-607.2,0,0,0
"Feb 5, 03:00 am",-607.2,0,0,0
"Feb 5, 04:00 am",-607.2,0,0,0
"Feb 5, 05:00 am",-607.2,0,0,0
"Feb 5, 06:00 am",-607.2,0,0,0
"Feb 5, 07:00 am",-607.2,0,0,0
"Feb 5, 08:00 am",-607.2,0,0,0
"Feb 5, 09:00 am",-3700.27,0,558,0
"Feb 5, 10:00 am",-818.16,0,27,0
"Feb 5, 11:00 am",-1850.72,0,130,0
"Feb 5, 12:00 pm",28199.8,0,901,0
"Feb 5, 01:00 pm",109489,186.938,315,0
"Feb 5, 02:00 pm",108483,168.35,290,0
"Feb 5, 03:00 pm",112909,409.196,649,0
"Feb 5, 04:00 pm",112534,459.152,769,0
"Feb 5, 05:00 pm",114151,285.22,591,0
"Feb 5, 06:00 pm",106885,0,214,0
"Feb 5, 07:00 pm",-607.2,0,0,0
"Feb 5, 08:00 pm",-607.2,0,0,0
"Feb 5, 09:00 pm",-607.2,0,0,0
"Feb 5, 10:00 pm",-607.2,0,0,0
"Feb 5, 11:00 pm",-607.2,0,0,0
"Feb 6, 12:00 am",-607.2,0,0,0
"Feb 6, 01:00 am",-607.2,0,0,0
"Feb 6, 02:00 am",-607.2,0,0,0
"Feb 6, 03:00 am",-607.2,0,0,0
"Feb 6, 04:00 am",-607.2,0,0,0
"Feb 6, 05:00 am",-607.2,0,0,0
"Feb 6, 06:00 am",-607.2,0,0,0
"Feb 6, 07:00 am",-607.2,0,0,0
"Feb 6, 08:00 am",-607.2,0,0,0
"Feb 6, 09:00 am",-3842.54,0,591,0
"Feb 6, 10:00 am",89032.2,457.58,788,0
"Feb 6, 11:00 am",111219,564.525,879,0
"Feb 6, 12:00 pm",109848,615.477,923,0
"Feb 6, 01:00 pm",109066,633.951,940,0
"Feb 6, 02:00 pm",109013,626.371,935,0
"Feb 6, 03:00 pm",109816,586.195,901,0
"Feb 6, 04:00 pm",111396,504.803,834,0
"Feb 6, 05:00 pm",113684,342.686,692,0
"Feb 6, 06:00 pm",115889,0,343,0
"Feb 6, 07:00 pm",116869,0,0,0
"Feb 6, 08:00 pm",116832,0,0,0
"Feb 6, 09:00 pm",116784,0,0,0
"Feb 6, 10:00 pm",116717,0,0,0
"Feb 6, 11:00 pm",116620,0,0,0
"Feb 7, 12:00 am",75047.8,0,0,0
"Feb 7, 01:00 am",-607.2,0,0,0
"Feb 7, 02:00 am",-607.2,0,0,0
"Feb 7, 03:00 am",-607.2,0,0,0
"Feb 7, 04:00 am",-607.2,0,0,0
"Feb 7, 05:00 am",-607.2,0,0,0
"Feb 7, 06:00 am",-607.2,0,0,0
"Feb 7, 07:00 am",-607.2,0,0,0
"Feb 7, 08:00 am",-607.2,0,0,0
"Feb 7, 09:00 am",-3925.84,0,607,0
"Feb 7, 10:00 am",93530.7,451.24,775,0
"Feb 7, 11:00 am",56084.1,0,267,0
"Feb 7, 12:00 pm",-4235.49,0,475,0
"Feb 7, 01:00 pm",-818.16,0,262,0
"Feb 7, 02:00 pm",-2038.57,0,139,0
"Feb 7, 03:00 pm",-1350.96,0,87,0
"Feb 7, 04:00 pm",-818.16,0,75,0
"Feb 7, 05:00 pm",-607.2,0,0,0
"Feb 7, 06:00 pm",-607.2,0,0,0
"Feb 7, 07:00 pm",-607.2,0,0,0
"Feb 7, 08:00 pm",-607.2,0,0,0
"Feb 7, 09:00 pm",-607.2,0,0,0
"Feb 7, 10:00 pm",-607.2,0,0,0
"Feb 7, 11:00 pm",-607.2,0,0,0
"Feb 8, 12:00 am",-607.2,0,0,0
"Feb 8, 01:00 am",-607.2,0,0,0
"Feb 8, 02:00 am",-607.2,0,0,0
"Feb 8, 03:00 am",-607.2,0,0,0
"Feb 8, 04:00 am",-607.2,0,0,0
"Feb 8, 05:00 am",-607.2,0,0,0
"Feb 8, 06:00 am",-607.2,0,0,0
"Feb 8, 07:00 am",-607.2,0,0,0
"Feb 8, 08:00 am",-607.2,0,216,0
"Feb 8, 09:00 am",-4286.64,0,709,0
"Feb 8, 10:00 am",108182,513.313,876,0
"Feb 8, 11:00 am",110644,606.193,942,0
"Feb 8, 12:00 pm",109360,653.84,979,0
"Feb 8, 01:00 pm",108748,670.107,991,0
"Feb 8, 02:00 pm",108919,656.984,977,0
"Feb 8, 03:00 pm",109680,621.383,949,0
"Feb 8, 04:00 pm",112553,445.412,736,0
"Feb 8, 05:00 pm",113612,378.45,748,0
"Feb 8, 06:00 pm",117030,0,412,0
"Feb 8, 07:00 pm",117223,0,0,0
"Feb 8, 08:00 pm",117194,0,0,0
"Feb 8, 09:00 pm",117155,0,0,0
"Feb 8, 10:00 pm",117106,0,0,0
"Feb 8, 11:00 pm",117038,0,0,0
"Feb 9, 12:00 am",116932,0,0,0
"Feb 9, 01:00 am",54084.7,0,0,0
"Feb 9, 02:00 am",-607.2,0,0,0
"Feb 9, 03:00 am",-607.2,0,0,0
"Feb 9, 04:00 am",-607.2,0,0,0
"Feb 9, 05:00 am",-607.2,0,0,0
"Feb 9, 06:00 am",-607.2,0,0,0
"Feb 9, 07:00 am",-607.2,0,0,0
"Feb 9, 08:00 am",-607.2,0,0,0
"Feb 9, 09:00 am",-4360.82,0,718,0
"Feb 9, 10:00 am",-227.889,0,255,0
"Feb 9, 11:00 am",-1476.7,0,237,0
"Feb 9, 12:00 pm",-4230.23,0,472,0
"Feb 9, 01:00 pm",59968.5,180.703,297,0
"Feb 9, 02:00 pm",82259.8,217.798,351,0
"Feb 9, 03:00 pm",-818.16,0,153,0
"Feb 9, 04:00 pm",-3510.51,0,343,0
"Feb 9, 05:00 pm",-818.16,0,119,0
"Feb 9, 06:00 pm",-607.2,0,27,0
"Feb 9, 07:00 pm",-607.2,0,0,0
"Feb 9, 08:00 pm",-607.2,0,0,0
"Feb 9, 09:00 pm",-607.2,0,0,0
"Feb 9, 10:00 pm",-607.2,0,0,0
"Feb 9, 11:00 pm",-607.2,0,0,0
"Feb 10, 12:00 am",-607.2,0,0,0
"Feb 10, 01:00 am",-607.2,0,0,0
"Feb 10, 02:00 am",-607.2,0,0,0
"Feb 10, 03:00 am",-607.2,0,0,0
"Feb 10, 04:00 am",-607.2,0,0,0
"Feb 10, 05:00 am",-607.2,0,0,0
"Feb 10, 06:00 am",-607.2,0,0,0
"Feb 10, 07:00 am",-607.2,0,0,0
"Feb 10, 08:00 am",-607.2,0,0,0
"Feb 10, 09:00 am",-607.2,0,0,0
"Feb 10, 10:00 am",-607.2,0,0,0
"Feb 10, 11:00 am",-607.2,0,44,0
"Feb 10, 12:00 pm",-607.2,0,0,0
"Feb 10, 01:00 pm",-607.2,0,0,0
"Feb 10, 02:00 pm",-607.2,0,11,0
"Feb 10, 03:00 pm",-607.2,0,68,0
"Feb 10, 04:00 pm",-607.2,0,0,0
"Feb 10, 05:00 pm",-607.2,0,0,0
"Feb 10, 06:00 pm",-607.2,0,0,0
"Feb 10, 07:00 pm",-607.2,0,0,0
"Feb 10, 08:00 pm",-607.2,0,0,0
"Feb 10, 09:00 pm",-607.2,0,0,0
"Feb 10, 10:00 pm",-607.2,0,0,0
"Feb 10, 11:00 pm",-607.2,0,0,0
"Feb 11, 12:00 am",-607.2,0,0,0
"Feb 11, 01:00 am",-607.2,0,0,0
"Feb 11, 02:00 am",-607.2,0,0,0
"Feb 11, 03:00 am",-607.2,0,0,0
"Feb 11, 04:00 am",-607.2,0,0,0
"Feb 11, 05:00 am",-607.2,0,0,0
"Feb 11, 06:00 am",-607.2,0,0,0
"Feb 11, 07:00 am",-607.2,0,0,0
"Feb 11, 08:00 am",-607.2,0,0,0
"Feb 11, 09:00 am",-607.2,0,0,0
"Feb 11, 10:00 am",-607.2,0,0,0
"Feb 11, 11:00 am",-607.2,0,0,0
"Feb 11, 12:00 pm",-607.2,0,0,0
"Feb 11, 01:00 pm",-607.2,0,0,0
"Feb 11, 02:00 pm",-607.2,0,0,0
"Feb 11, 03:00 pm",-607.2,0,0,0
"Feb 11, 04:00 pm",-607.2,0,0,0
"Feb 11, 05:00 pm",-607.2,0,0,0
"Feb 11, 06:00 pm",-607.2,0,0,0
"Feb 11, 07:00 pm",-607.2,0,0,0
"Feb 11, 08:00 pm",-607.2,0,0,0
"Feb 11, 09:00 pm",-607.2,0,0,0
"Feb 11, 10:00 pm",-607.2,0,0,0
"Feb 11, 11:00 pm",-607.2,0,0,0
"Feb 12, 12:00 am",-607.2,0,0,0
"Feb 12, 01:00 am",-607.2,0,0,0
"Feb 12, 02:00 am",-607.2,0,0,0
"Feb 12, 03:00 am",-607.2,0,0,0
"Feb 12, 04:00 am",-607.2,0,0,0
"Feb 12, 05:00 am",-607.2,0,0,0
"Feb 12, 06:00 am",-607.2,0,0,0
"Feb 12, 07:00 am",-607.2,0,0,0
"Feb 12, 08:00 am",-607.2,0,0,0
"Feb 12, 09:00 am",-607.2,0,0,0
"Feb 12, 10:00 am",-607.2,0,0,0
"Feb 12, 11:00 am",-607.2,0,0,0
"Feb 12, 12:00 pm",-607.2,0,0,0
"Feb 12, 01:00 pm",-607.2,0,0,0
"Feb 12, 02:00 pm",-607.2,0,0,0
"Feb 12, 03:00 pm",-607.2,0,0,0
"Feb 12, 04:00 pm",-607.2,0,0,0
"Feb 12, 05:00 pm",-607.2,0,0,0
"Feb 12, 06:00 pm",-607.2,0,0,0
"Feb 12, 07:00 pm",-607.2,0,0,0
"Feb 12, 08:00 pm",-607.2,0,0,0
"Feb 12, 09:00 pm",-607.2,0,0,0
"Feb 12, 10:00 pm",-607.2,0,0,0
"Feb 12, 11:00 pm",-607.2,0,0,0
"Feb 13, 12:00 am",-607.2,0,0,0
"Feb 13, 01:00 am",-607.2,0,0,0
"Feb 13, 02:00 am",-607.2,0,0,0
"Feb 13, 03:00 am",-607.2,0,0,0
"Feb 13, 04:00 am",-607.2,0,0,0
"Feb 13, 05:00 am",-607.2,0,0,0
"Feb 13, 06:00 am",-607.2,0,0,0
"Feb 13, 07:00 am",-607.2,0,0,0
"Feb 13, 08:00 am",-607.2,0,0,0
"Feb 13, 09:00 am",-607.2,0,0,0
"Feb 13, 10:00 am",10834.8,0,785,0
"Feb 13, 11:00 am",27378.3,0,211,0
"Feb 13, 12:00 pm",-3391.18,0,292,0
"Feb 13, 01:00 pm",-818.16,0,61,0
"Feb 13, 02:00 pm",-2605.49,0,207,0
"Feb 13, 03:00 pm",-3412.12,0,320,0
"Feb 13, 04:00 pm",109866,484.505,791,0
"Feb 13, 05:00 pm",59102.4,0,290,0
"Feb 13, 06:00 pm",-607.2,0,340,0
"Feb 13, 07:00 pm",-607.2,0,0,0
"Feb 13, 08:00 pm",-607.2,0,0,0
"Feb 13, 09:00 pm",-607.2,0,0,0
"Feb 13, 10:00 pm",-607.2,0,0,0
"Feb 13, 11:00 pm",-607.2,0,0,0
"Feb 14, 12:00 am",-607.2,0,0,0
"Feb 14, 01:00 am",-607.2,0,0,0
"Feb 14, 02:00 am",-607.2,0,0,0
"Feb 14, 03:00 am",-607.2,0,0,0
"Feb 14, 04:00 am",-607.2,0,0,0
"Feb 14, 05:00 am",-607.2,0,0,0
"Feb 14, 06:00 am",-607.2,0,0,0
"Feb 14, 07:00 am",-607.2,0,0,0
"Feb 14, 08:00 am",-607.2,0,0,0
"Feb 14, 09:00 am",-607.2,0,0,0
"Feb 14, 10:00 am",-607.2,0,0,0
"Feb 14, 11:00 am",-607.2,0,0,0
"Feb 14, 12:00 pm",-607.2,0,7,0
"Feb 14, 01:00 pm",-1818.89,0,110,0
"Feb 14, 02:00 pm",-818.16,0,22,0
"Feb 14, 03:00 pm",-607.2,0,5,0
"Feb 14, 04:00 pm",-607.2,0,0,0
"Feb 14, 05:00 pm",-607.2,0,0,0
"Feb 14, 06:00 pm",-607.2,0,0,0
"Feb 14, 07:00 pm",-607.2,0,0,0
"Feb 14, 08:00 pm",-607.2,0,0,0
"Feb 14, 09:00 pm",-607.2,0,0,0
"Feb 14, 10:00 pm",-607.2,0,0,0
"Feb 14, 11:00 pm",-607.2,0,0,0
"Feb 15, 12:00 am",-607.2,0,0,0
"Feb 15, 01:00 am",-607.2,0,0,0
"Feb 15, 02:00 am",-607.2,0,0,0
