altitude,azimuth,efficiency
74.00,168.00,71.60
74.00,178.00,71.57
74.00,180.00,71.55
74.00,182.00,71.52
74.00,184.00,71.48
74.00,186.00,71.47
74.00,188.00,71.48
74.00,190.00,71.51
74.00,192.00,71.54
74.00,196.00,71.56
74.00,198.00,71.58
74.00,200.00,71.60
74.00,202.00,71.62
74.00,204.00,71.63
74.00,206.00,71.65
74.00,208.00,71.67
74.00,210.00,71.68
74.00,212.00,71.70
74.00,214.00,71.71
74.00,216.00,71.73
74.00,218.00,71.75
74.00,220.00,71.76
74.00,222.00,71.78
74.00,224.00,71.79
74.00,226.00,71.81
74.00,228.00,71.83
74.00,230.00,71.85
74.00,232.00,71.86
74.00,234.00,71.87
74.00,236.00,71.89
74.00,238.00,71.90
74.00,240.00,71.91
74.00,242.00,71.92
74.00,244.00,71.93
74.00,246.00,71.95
74.00,248.00,71.97
74.00,250.00,72.00
74.00,252.00,72.02
74.00,254.00,72.04
74.00,256.00,72.06
74.00,258.00,72.08
74.00,260.00,72.10
74.00,262.00,72.12
74.00,264.00,72.15
74.00,266.00,72.17
74.00,268.00,72.19
74.00,270.00,72.21
74.00,272.00,72.23
74.00,274.00,72.25
74.00,276.00,72.27
74.00,278.00,72.30
74.00,280.00,72.32
74.00,282.00,72.34
74.00,284.00,72.36
74.00,286.00,72.38
74.00,288.00,72.40
74.00,290.00,72.42
76.00,70.00,72.41
76.00,72.00,72.39
76.00,74.00,72.37
76.00,76.00,72.35
76.00,78.00,72.34
76.00,80.00,72.32
76.00,82.00,72.30
76.00,84.00,72.28
76.00,86.00,72.27
76.00,88.00,72.25
76.00,90.00,72.23
76.00,92.00,72.21
76.00,94.00,72.19
76.00,96.00,72.18
76.00,98.00,72.16
76.00,100.00,72.14
76.00,102.00,72.12
76.00,104.00,72.10
76.00,106.00,72.09
76.00,108.00,72.07
76.00,110.00,72.05
76.00,112.00,72.03
76.00,114.00,72.02
76.00,116.00,72.00
76.00,118.00,71.98
76.00,120.00,71.96
76.00,122.00,71.94
76.00,124.00,71.93
76.00,126.00,71.92
76.00,128.00,71.91
76.00,130.00,71.91
76.00,132.00,71.90
76.00,134.00,71.88
76.00,136.00,71.87
76.00,138.00,71.86
76.00,140.00,71.85
76.00,142.00,71.84
76.00,144.00,71.83
76.00,146.00,71.82
76.00,148.00,71.82
76.00,150.00,71.81
76.00,152.00,71.80
76.00,154.00,71.79
76.00,156.00,71.78
76.00,158.00,71.78
76.00,160.00,71.77
76.00,162.00,71.76
76.00,164.00,71.75
76.00,166.00,71.74
76.00,168.00,71.74
76.00,178.00,71.72
76.00,180.00,71.70
76.00,182.00,71.68
76.00,184.00,71.67
76.00,186.00,71.66
76.00,188.00,71.66
76.00,190.00,71.68
76.00,192.00,71.69
76.00,196.00,71.69
76.00,198.00,71.69
76.00,200.00,71.69
76.00,202.00,71.69
76.00,204.00,71.69
76.00,206.00,71.69
76.00,208.00,71.69
76.00,210.00,71.69
76.00,212.00,71.69
76.00,214.00,71.69
76.00,216.00,71.69
76.00,218.00,71.69
76.00,220.00,71.69
76.00,222.00,71.69
76.00,224.00,71.69
76.00,226.00,71.69
76.00,228.00,71.69
76.00,230.00,71.69
76.00,232.00,71.69
76.00,234.00,71.69
76.00,236.00,71.69
76.00,238.00,71.69
76.00,240.00,71.68
76.00,242.00,71.68
76.00,244.00,71.69
76.00,246.00,71.69
76.00,248.00,71.69
76.00,250.00,71.70
76.00,252.00,71.70
76.00,254.00,71.70
76.00,256.00,71.71
76.00,258.00,71.71
76.00,260.00,71.71
76.00,262.00,71.71
76.00,264.00,71.72
76.00,266.00,71.72
76.00,268.00,71.72
76.00,270.00,71.73
76.00,272.00,71.73
76.00,274.00,71.73
76.00,276.00,71.74
76.00,278.00,71.74
76.00,280.00,71.74
76.00,282.00,71.74
76.00,284.00,71.75
76.00,286.00,71.75
76.00,288.00,71.75
76.00,290.00,71.76
78.00,70.00,72.24
78.00,72.00,72.23
78.00,74.00,72.22
78.00,76.00,72.21
78.00,78.00,72.20
78.00,80.00,72.19
78.00,82.00,72.18
78.00,84.00,72.17
78.00,86.00,72.16
78.00,88.00,72.15
78.00,90.00,72.14
78.00,92.00,72.13
78.00,94.00,72.12
78.00,96.00,72.10
78.00,98.00,72.09
78.00,100.00,72.08
78.00,102.00,72.07
78.00,104.00,72.06
78.00,106.00,72.05
78.00,108.00,72.04
78.00,110.00,72.03
78.00,112.00,72.02
78.00,114.00,72.01
78.00,116.00,72.00
78.00,118.00,71.99
78.00,120.00,71.98
78.00,122.00,71.97
78.00,124.00,71.96
78.00,126.00,71.95
78.00,128.00,71.95
78.00,130.00,71.94
78.00,132.00,71.93
78.00,134.00,71.92
78.00,136.00,71.91
78.00,138.00,71.91
78.00,140.00,71.90
78.00,142.00,71.90
78.00,144.00,71.89
78.00,146.00,71.89
78.00,148.00,71.88
78.00,150.00,71.88
78.00,152.00,71.87
78.00,154.00,71.87
78.00,156.00,71.86
78.00,158.00,71.86
78.00,160.00,71.85
78.00,162.00,71.85
78.00,164.00,71.84
78.00,166.00,71.84
78.00,168.00,71.83
78.00,178.00,71.82
78.00,180.00,71.81
78.00,182.00,71.80
78.00,184.00,71.79
78.00,186.00,71.79
78.00,188.00,71.79
78.00,190.00,71.79
78.00,192.00,71.79
78.00,196.00,71.79
78.00,198.00,71.79
78.00,200.00,71.80
78.00,202.00,71.80
78.00,204.00,71.80
78.00,206.00,71.80
78.00,208.00,71.80
78.00,210.00,71.80
78.00,212.00,71.80
78.00,214.00,71.80
78.00,216.00,71.80
78.00,218.00,71.80
78.00,220.00,71.80
78.00,222.00,71.80
78.00,224.00,71.80
78.00,226.00,71.80
78.00,228.00,71.80
78.00,230.00,71.81
78.00,232.00,71.81
78.00,234.00,71.81
78.00,236.00,71.81
78.00,238.00,71.81
78.00,240.00,71.81
78.00,242.00,71.81
78.00,244.00,71.81
78.00,246.00,71.81
78.00,248.00,71.81
78.00,250.00,71.81
78.00,252.00,71.82
78.00,254.00,71.82
78.00,256.00,71.82
78.00,258.00,71.82
78.00,260.00,71.82
78.00,262.00,71.82
78.00,264.00,71.82
78.00,266.00,71.82
78.00,268.00,71.82
78.00,270.00,71.82
78.00,272.00,71.82
78.00,274.00,71.82
78.00,276.00,71.82
78.00,278.00,71.82
78.00,280.00,71.82
78.00,282.00,71.82
78.00,284.00,71.82
78.00,286.00,71.82
78.00,288.00,71.83
78.00,290.00,71.83
80.00,70.00,71.63
80.00,72.00,71.64
80.00,74.00,71.64
80.00,76.00,71.64
80.00,78.00,71.65
80.00,80.00,71.65
80.00,82.00,71.66
80.00,84.00,71.66
80.00,86.00,71.66
80.00,88.00,71.67
80.00,90.00,71.67
80.00,92.00,71.68
80.00,94.00,71.68
80.00,96.00,71.69
80.00,98.00,71.69
80.00,100.00,71.69
80.00,102.00,71.70
80.00,104.00,71.70
80.00,106.00,71.71
80.00,108.00,71.71
80.00,110.00,71.71
80.00,112.00,71.72
80.00,114.00,71.72
80.00,116.00,71.73
80.00,118.00,71.73
80.00,120.00,71.73
80.00,122.00,71.74
80.00,124.00,71.74
80.00,126.00,71.75
80.00,128.00,71.75
80.00,130.00,71.75
80.00,132.00,71.76
80.00,134.00,71.76
80.00,136.00,71.76
80.00,138.00,71.77
80.00,140.00,71.77
80.00,142.00,71.78
80.00,144.00,71.78
80.00,146.00,71.79
80.00,148.00,71.79
80.00,150.00,71.79
80.00,152.00,71.80
80.00,154.00,71.80
80.00,156.00,71.81
80.00,158.00,71.81
80.00,160.00,71.82
80.00,162.00,71.82
80.00,164.00,71.82
80.00,166.00,71.83
80.00,168.00,71.83
80.00,178.00,71.84
80.00,180.00,71.85
80.00,182.00,71.86
80.00,184.00,71.87
80.00,186.00,71.87
80.00,188.00,71.87
80.00,190.00,71.86
80.00,192.00,71.86
80.00,196.00,71.85
80.00,198.00,71.83
80.00,200.00,71.82
80.00,202.00,71.81
80.00,204.00,71.80
80.00,206.00,71.78
80.00,208.00,71.77
80.00,210.00,71.76
80.00,212.00,71.75
80.00,214.00,71.74
80.00,216.00,71.73
80.00,218.00,71.72
80.00,220.00,71.71
80.00,222.00,71.69
80.00,224.00,71.68
80.00,226.00,71.67
80.00,228.00,71.66
80.00,230.00,71.65
80.00,232.00,71.64
80.00,234.00,71.63
80.00,236.00,71.62
80.00,238.00,71.60
80.00,240.00,71.59
80.00,242.00,71.58
80.00,244.00,71.57
80.00,246.00,71.56
80.00,248.00,71.55
80.00,250.00,71.54
80.00,252.00,71.53
80.00,254.00,71.51
80.00,256.00,71.50
80.00,258.00,71.49
80.00,260.00,71.48
80.00,262.00,71.47
80.00,264.00,71.46
80.00,266.00,71.45
80.00,268.00,71.44
80.00,270.00,71.42
80.00,272.00,71.41
80.00,274.00,71.40
80.00,276.00,71.39
80.00,278.00,71.38
80.00,280.00,71.37
80.00,282.00,71.36
80.00,284.00,71.35
80.00,286.00,71.33
80.00,288.00,71.32
80.00,290.00,71.31
82.00,70.00,71.55
82.00,72.00,71.55
82.00,74.00,71.56
82.00,76.00,71.57
82.00,78.00,71.57
82.00,80.00,71.58
82.00,82.00,71.59
82.00,84.00,71.59
82.00,86.00,71.60
82.00,88.00,71.60
82.00,90.00,71.61
82.00,92.00,71.62
82.00,94.00,71.62
82.00,96.00,71.63
82.00,98.00,71.64
82.00,100.00,71.64
82.00,102.00,71.65
82.00,104.00,71.65
82.00,106.00,71.66
82.00,108.00,71.67
82.00,110.00,71.67
82.00,112.00,71.68
82.00,114.00,71.68
82.00,116.00,71.69
82.00,118.00,71.70
82.00,120.00,71.70
82.00,122.00,71.71
82.00,124.00,71.72
82.00,126.00,71.72
82.00,128.00,71.73
82.00,130.00,71.73
82.00,132.00,71.74
82.00,134.00,71.75
82.00,136.00,71.75
82.00,138.00,71.76
82.00,140.00,71.77
82.00,142.00,71.77
82.00,144.00,71.78
82.00,146.00,71.78
82.00,148.00,71.79
82.00,150.00,71.80
82.00,152.00,71.80
82.00,154.00,71.81
82.00,156.00,71.81
82.00,158.00,71.82
82.00,160.00,71.83
82.00,162.00,71.83
82.00,164.00,71.84
82.00,166.00,71.85
82.00,168.00,71.85
82.00,178.00,71.87
82.00,180.00,71.88
82.00,182.00,71.90
82.00,184.00,71.90
82.00,186.00,71.90
82.00,188.00,71.90
82.00,190.00,71.90
82.00,192.00,71.90
82.00,196.00,71.89
82.00,198.00,71.88
82.00,200.00,71.88
82.00,202.00,71.87
82.00,204.00,71.87
82.00,206.00,71.86
82.00,208.00,71.86
82.00,210.00,71.86
82.00,212.00,71.85
82.00,214.00,71.85
82.00,216.00,71.84
82.00,218.00,71.84
82.00,220.00,71.83
82.00,222.00,71.83
82.00,224.00,71.82
82.00,226.00,71.82
82.00,228.00,71.82
82.00,230.00,71.81
82.00,232.00,71.81
82.00,234.00,71.80
82.00,236.00,71.80
82.00,238.00,71.79
82.00,240.00,71.79
82.00,242.00,71.78
82.00,244.00,71.78
82.00,246.00,71.77
82.00,248.00,71.77
82.00,250.00,71.77
82.00,252.00,71.76
82.00,254.00,71.76
82.00,256.00,71.75
82.00,258.00,71.75
82.00,260.00,71.74
82.00,262.00,71.74
82.00,264.00,71.73
82.00,266.00,71.73
82.00,268.00,71.72
82.00,270.00,71.72
82.00,272.00,71.72
82.00,274.00,71.71
82.00,276.00,71.71
82.00,278.00,71.70
82.00,280.00,71.70
82.00,282.00,71.69
82.00,284.00,71.69
82.00,286.00,71.68
82.00,288.00,71.68
82.00,290.00,71.67
