altitude,azimuth,efficiency
22.00,63.20,39.63
22.00,64.00,39.93
22.00,64.80,40.24
22.00,65.60,40.54
22.00,66.40,40.85
22.00,67.20,41.15
22.00,68.00,41.46
22.00,68.80,41.76
22.00,69.60,42.07
22.00,70.40,42.37
22.00,71.20,42.68
22.00,72.00,42.98
22.00,72.80,43.29
22.00,73.60,43.59
22.00,74.40,43.90
22.00,75.20,44.20
22.00,76.00,44.51
22.00,76.80,44.82
22.00,77.60,45.12
22.00,78.40,45.43
22.00,79.20,45.73
22.00,80.00,46.04
22.00,80.80,46.21
22.00,81.60,46.38
22.00,82.40,46.56
22.00,83.20,46.74
22.00,84.00,46.93
22.00,84.80,46.99
22.00,85.60,47.06
22.00,86.40,47.13
22.00,87.20,47.22
22.00,88.00,47.31
22.00,88.80,47.30
22.00,89.60,47.28
22.00,90.40,47.27
22.00,91.20,47.26
22.00,92.00,47.25
22.00,92.80,47.24
22.00,93.60,47.23
22.00,94.40,47.20
22.00,95.20,47.15
22.00,96.00,47.11
22.00,96.80,47.09
22.00,97.60,47.07
22.00,98.40,47.07
22.00,99.20,47.09
22.00,100.00,47.10
22.00,100.80,47.17
22.00,101.60,47.23
22.00,102.40,47.29
22.00,103.20,47.35
22.00,104.00,47.41
22.00,104.80,47.48
22.00,105.60,47.54
22.00,106.40,47.60
22.00,107.20,47.66
22.00,108.00,47.72
22.00,108.80,47.77
22.00,109.60,47.82
22.00,110.40,47.87
22.00,111.20,47.92
22.00,112.00,47.96
22.00,112.80,47.99
22.00,113.60,48.01
22.00,114.40,48.03
22.00,115.20,48.07
22.00,116.00,48.10
22.00,116.80,48.13
22.00,117.60,48.16
22.00,118.40,48.20
22.00,119.20,48.25
22.00,120.00,48.31
22.00,120.80,48.32
22.00,121.60,48.34
22.00,122.40,48.35
22.00,123.20,48.34
22.00,124.00,48.34
22.00,124.80,48.31
22.00,125.60,48.28
22.00,126.40,48.27
22.00,127.20,48.27
22.00,128.00,48.28
22.00,128.80,48.30
22.00,129.60,48.33
22.00,130.40,48.36
22.00,131.20,48.41
22.00,132.00,48.46
22.00,132.80,48.46
22.00,133.60,48.47
22.00,134.40,48.48
22.00,135.20,48.48
22.00,136.00,48.49
22.00,136.80,48.50
22.00,137.60,48.51
22.00,138.40,48.54
22.00,139.20,48.58
22.00,140.00,48.61
22.00,140.80,48.64
22.00,141.60,48.66
22.00,142.40,48.67
22.00,143.20,48.67
22.00,144.00,48.67
22.00,144.80,48.67
22.00,145.60,48.66
22.00,146.40,48.66
22.00,147.20,48.66
22.00,148.00,48.66
22.00,148.80,48.66
22.00,149.60,48.65
22.00,150.40,48.65
22.00,151.20,48.65
22.00,152.00,48.65
22.00,152.80,48.65
22.00,153.60,48.65
22.00,154.40,48.64
22.00,155.20,48.64
22.00,156.00,48.64
22.00,156.80,48.64
22.00,157.60,48.64
22.00,158.40,48.64
22.00,159.20,48.63
22.00,160.00,48.63
22.00,160.80,48.63
22.00,161.60,48.63
22.00,162.40,48.63
22.00,163.20,48.62
22.00,164.00,48.62
22.00,164.80,48.62
22.00,165.60,48.62
22.00,166.40,48.62
22.00,167.20,48.62
22.00,168.00,48.61
22.00,168.80,48.61
22.00,169.60,48.61
22.00,170.40,48.61
22.00,171.20,48.61
22.00,172.00,48.61
22.00,172.80,48.61
22.00,173.60,48.61
22.00,174.40,48.61
22.00,175.20,48.61
22.00,176.00,48.61
22.00,176.80,48.61
22.00,177.60,48.60
22.00,178.40,48.60
22.00,179.20,48.60
22.00,180.00,48.59
22.00,180.80,48.59
22.00,181.60,48.59
22.00,182.40,48.58
22.00,183.20,48.58
22.00,184.00,48.58
22.00,184.80,48.58
22.00,185.60,48.58
22.00,186.40,48.57
22.00,187.20,48.57
22.00,188.00,48.57
22.00,188.80,48.57
22.00,189.60,48.57
22.00,190.40,48.57
22.00,191.20,48.56
22.00,192.00,48.56
22.00,192.80,48.56
22.00,193.60,48.56
22.00,194.40,48.56
22.00,195.20,48.56
22.00,196.00,48.56
22.00,196.80,48.55
22.00,197.60,48.55
22.00,198.40,48.55
22.00,199.20,48.55
22.00,200.00,48.54
22.00,200.80,48.54
22.00,201.60,48.54
22.00,202.40,48.54
22.00,203.20,48.54
22.00,204.00,48.54
22.00,204.80,48.53
22.00,205.60,48.53
22.00,206.40,48.53
22.00,207.20,48.53
22.00,208.00,48.53
22.00,208.80,48.52
22.00,209.60,48.52
22.00,210.40,48.52
22.00,211.20,48.52
22.00,212.00,48.52
22.00,212.80,48.52
22.00,213.60,48.51
22.00,214.40,48.51
22.00,215.20,48.51
22.00,216.00,48.51
22.00,216.80,48.51
22.00,217.60,48.51
22.00,218.40,48.50
22.00,219.20,48.50
22.00,220.00,48.50
22.00,220.80,48.50
22.00,221.60,48.50
22.00,222.40,48.49
22.00,223.20,48.49
22.00,224.00,48.49
22.00,224.80,48.45
22.00,225.60,48.41
22.00,226.40,48.36
22.00,227.20,48.31
22.00,228.00,48.25
22.00,228.80,48.18
22.00,229.60,48.11
22.00,230.40,48.06
22.00,231.20,48.02
22.00,232.00,47.98
22.00,232.80,47.97
22.00,233.60,47.96
22.00,234.40,47.93
22.00,235.20,47.90
22.00,236.00,47.86
22.00,236.80,47.79
22.00,237.60,47.72
22.00,238.40,47.66
22.00,239.20,47.62
22.00,240.00,47.57
22.00,240.80,47.56
22.00,241.60,47.54
22.00,242.40,47.54
22.00,243.20,47.56
22.00,244.00,47.58
22.00,244.80,47.57
22.00,245.60,47.56
22.00,246.40,47.55
22.00,247.20,47.52
22.00,248.00,47.50
22.00,248.80,47.45
22.00,249.60,47.40
22.00,250.40,47.36
22.00,251.20,47.32
22.00,252.00,47.28
22.00,252.80,47.27
22.00,253.60,47.26
22.00,254.40,47.27
22.00,255.20,47.28
22.00,256.00,47.30
22.00,256.80,47.25
22.00,257.60,47.21
22.00,258.40,47.15
22.00,259.20,47.07
22.00,260.00,46.99
22.00,260.80,46.89
22.00,261.60,46.79
22.00,262.40,46.69
22.00,263.20,46.58
22.00,264.00,46.48
22.00,264.80,46.38
22.00,265.60,46.28
22.00,266.40,46.17
22.00,267.20,46.07
22.00,268.00,45.97
22.00,268.80,45.86
22.00,269.60,45.76
22.00,270.40,45.66
22.00,271.20,45.56
22.00,272.00,45.45
22.00,272.80,45.58
22.00,273.60,45.71
22.00,274.40,45.87
22.00,275.20,46.06
22.00,276.00,46.24
22.00,276.80,46.06
22.00,277.60,45.88
22.00,278.40,45.78
22.00,279.20,45.76
22.00,280.00,45.74
22.00,280.80,45.69
22.00,281.60,45.63
22.00,282.40,45.74
22.00,283.20,46.03
22.00,284.00,46.32
22.00,284.80,46.23
22.00,285.60,46.14
22.00,286.40,46.04
22.00,287.20,45.95
22.00,288.00,45.86
22.00,288.80,45.64
22.00,289.60,45.41
22.00,290.40,45.19
22.00,291.20,44.97
22.00,292.00,44.75
22.00,292.80,44.52
22.00,293.60,44.30
22.00,294.40,44.08
22.00,295.20,43.85
22.00,296.00,43.63
22.00,296.80,43.41
22.00,297.60,43.19
22.00,298.40,42.96
22.00,299.20,42.74
22.00,300.00,42.52
23.00,60.00,40.16
23.00,60.80,40.44
23.00,61.60,40.71
23.00,62.40,40.98
23.00,63.20,41.26
23.00,64.00,41.53
23.00,64.80,41.80
23.00,65.60,42.08
23.00,66.40,42.35
23.00,67.20,42.63
23.00,68.00,42.90
23.00,68.80,43.17
23.00,69.60,43.45
23.00,70.40,43.72
23.00,71.20,43.99
23.00,72.00,44.27
23.00,72.80,44.54
23.00,73.60,44.81
23.00,74.40,45.09
23.00,75.20,45.36
23.00,76.00,45.64
23.00,76.80,45.91
23.00,77.60,46.18
23.00,78.40,46.46
23.00,79.20,46.73
23.00,80.00,47.00
23.00,80.80,47.16
23.00,81.60,47.31
23.00,82.40,47.46
23.00,83.20,47.60
23.00,84.00,47.75
23.00,84.80,47.79
23.00,85.60,47.84
23.00,86.40,47.89
23.00,87.20,47.95
23.00,88.00,48.00
23.00,88.80,47.97
23.00,89.60,47.94
23.00,90.40,47.92
23.00,91.20,47.90
23.00,92.00,47.89
23.00,92.80,47.88
23.00,93.60,47.88
23.00,94.40,47.87
23.00,95.20,47.87
23.00,96.00,47.86
23.00,96.80,47.87
23.00,97.60,47.88
23.00,98.40,47.90
23.00,99.20,47.92
23.00,100.00,47.95
23.00,100.80,48.00
23.00,101.60,48.04
23.00,102.40,48.09
23.00,103.20,48.14
23.00,104.00,48.19
23.00,104.80,48.24
23.00,105.60,48.28
23.00,106.40,48.33
23.00,107.20,48.38
23.00,108.00,48.43
23.00,108.80,48.46
23.00,109.60,48.50
23.00,110.40,48.53
23.00,111.20,48.57
23.00,112.00,48.60
23.00,112.80,48.63
23.00,113.60,48.65
23.00,114.40,48.68
23.00,115.20,48.72
23.00,116.00,48.75
23.00,116.80,48.78
23.00,117.60,48.81
23.00,118.40,48.85
23.00,119.20,48.89
23.00,120.00,48.93
23.00,120.80,48.94
23.00,121.60,48.95
23.00,122.40,48.95
23.00,123.20,48.95
23.00,124.00,48.94
23.00,124.80,48.92
23.00,125.60,48.91
23.00,126.40,48.91
23.00,127.20,48.93
23.00,128.00,48.95
23.00,128.80,48.99
23.00,129.60,49.03
23.00,130.40,49.07
23.00,131.20,49.10
23.00,132.00,49.13
23.00,132.80,49.12
23.00,133.60,49.11
23.00,134.40,49.11
23.00,135.20,49.12
23.00,136.00,49.12
23.00,136.80,49.16
23.00,137.60,49.20
23.00,138.40,49.24
23.00,139.20,49.29
23.00,140.00,49.35
23.00,140.80,49.38
23.00,141.60,49.41
23.00,142.40,49.42
23.00,143.20,49.41
23.00,144.00,49.41
23.00,144.80,49.41
23.00,145.60,49.40
23.00,146.40,49.40
23.00,147.20,49.39
23.00,148.00,49.39
23.00,148.80,49.38
23.00,149.60,49.38
23.00,150.40,49.38
23.00,151.20,49.37
23.00,152.00,49.37
23.00,152.80,49.36
23.00,153.60,49.36
23.00,154.40,49.35
23.00,155.20,49.35
23.00,156.00,49.35
23.00,156.80,49.34
23.00,157.60,49.34
23.00,158.40,49.33
23.00,159.20,49.33
23.00,160.00,49.33
23.00,160.80,49.32
23.00,161.60,49.32
23.00,162.40,49.31
23.00,163.20,49.31
23.00,164.00,49.30
23.00,164.80,49.30
23.00,165.60,49.30
23.00,166.40,49.29
23.00,167.20,49.29
23.00,168.00,49.28
23.00,168.80,49.28
23.00,169.60,49.28
23.00,170.40,49.28
23.00,171.20,49.28
23.00,172.00,49.27
23.00,172.80,49.27
23.00,173.60,49.27
23.00,174.40,49.27
23.00,175.20,49.27
23.00,176.00,49.26
23.00,176.80,49.26
23.00,177.60,49.26
23.00,178.40,49.25
23.00,179.20,49.24
23.00,180.00,49.23
23.00,180.80,49.22
23.00,181.60,49.21
23.00,182.40,49.21
23.00,183.20,49.20
23.00,184.00,49.20
23.00,184.80,49.19
23.00,185.60,49.19
23.00,186.40,49.19
23.00,187.20,49.18
23.00,188.00,49.18
23.00,188.80,49.17
23.00,189.60,49.17
23.00,190.40,49.16
23.00,191.20,49.16
23.00,192.00,49.16
23.00,192.80,49.15
23.00,193.60,49.15
23.00,194.40,49.15
23.00,195.20,49.14
23.00,196.00,49.14
23.00,196.80,49.14
23.00,197.60,49.13
23.00,198.40,49.12
23.00,199.20,49.12
23.00,200.00,49.11
23.00,200.80,49.11
23.00,201.60,49.10
23.00,202.40,49.10
23.00,203.20,49.10
23.00,204.00,49.09
23.00,204.80,49.09
23.00,205.60,49.08
23.00,206.40,49.08
23.00,207.20,49.08
23.00,208.00,49.07
23.00,208.80,49.07
23.00,209.60,49.06
23.00,210.40,49.06
23.00,211.20,49.05
23.00,212.00,49.05
23.00,212.80,49.05
23.00,213.60,49.04
23.00,214.40,49.04
23.00,215.20,49.03
23.00,216.00,49.03
23.00,216.80,49.02
23.00,217.60,49.02
23.00,218.40,49.02
23.00,219.20,49.01
23.00,220.00,49.01
23.00,220.80,49.00
23.00,221.60,49.00
23.00,222.40,48.99
23.00,223.20,48.99
23.00,224.00,48.99
23.00,224.80,48.97
23.00,225.60,48.96
23.00,226.40,48.94
23.00,227.20,48.90
23.00,228.00,48.86
23.00,228.80,48.80
23.00,229.60,48.74
23.00,230.40,48.68
23.00,231.20,48.63
23.00,232.00,48.58
23.00,232.80,48.57
23.00,233.60,48.55
23.00,234.40,48.55
23.00,235.20,48.55
23.00,236.00,48.55
23.00,236.80,48.52
23.00,237.60,48.48
23.00,238.40,48.44
23.00,239.20,48.40
23.00,240.00,48.35
23.00,240.80,48.30
23.00,241.60,48.24
23.00,242.40,48.21
23.00,243.20,48.19
23.00,244.00,48.17
23.00,244.80,48.16
23.00,245.60,48.15
23.00,246.40,48.14
23.00,247.20,48.13
23.00,248.00,48.11
23.00,248.80,48.09
23.00,249.60,48.06
23.00,250.40,47.98
23.00,251.20,47.83
23.00,252.00,47.69
23.00,252.80,47.63
23.00,253.60,47.57
23.00,254.40,47.55
23.00,255.20,47.56
23.00,256.00,47.56
23.00,256.80,47.65
23.00,257.60,47.73
23.00,258.40,47.78
23.00,259.20,47.78
23.00,260.00,47.78
23.00,260.80,47.71
23.00,261.60,47.64
23.00,262.40,47.57
23.00,263.20,47.50
23.00,264.00,47.42
23.00,264.80,47.35
23.00,265.60,47.28
23.00,266.40,47.21
23.00,267.20,47.14
23.00,268.00,47.06
23.00,268.80,46.99
23.00,269.60,46.92
23.00,270.40,46.85
23.00,271.20,46.78
23.00,272.00,46.70
23.00,272.80,46.75
23.00,273.60,46.79
23.00,274.40,46.86
23.00,275.20,46.95
23.00,276.00,47.05
23.00,276.80,46.94
23.00,277.60,46.84
23.00,278.40,46.79
23.00,279.20,46.79
23.00,280.00,46.79
23.00,280.80,46.76
23.00,281.60,46.72
23.00,282.40,46.78
23.00,283.20,46.93
23.00,284.00,47.08
23.00,284.80,47.02
23.00,285.60,46.96
23.00,286.40,46.89
23.00,287.20,46.83
23.00,288.00,46.77
23.00,288.80,46.62
23.00,289.60,46.47
23.00,290.40,46.32
23.00,291.20,46.18
23.00,292.00,46.03
23.00,292.80,45.88
23.00,293.60,45.73
23.00,294.40,45.58
23.00,295.20,45.43
23.00,296.00,45.28
23.00,296.80,45.14
23.00,297.60,44.99
23.00,298.40,44.84
23.00,299.20,44.69
23.00,300.00,44.54
24.00,60.00,41.92
24.00,60.80,42.16
24.00,61.60,42.40
24.00,62.40,42.64
24.00,63.20,42.89
24.00,64.00,43.13
24.00,64.80,43.37
24.00,65.60,43.61
24.00,66.40,43.85
24.00,67.20,44.10
24.00,68.00,44.34
24.00,68.80,44.58
24.00,69.60,44.82
24.00,70.40,45.07
24.00,71.20,45.31
24.00,72.00,45.55
24.00,72.80,45.79
24.00,73.60,46.03
24.00,74.40,46.28
24.00,75.20,46.52
24.00,76.00,46.76
24.00,76.80,47.00
24.00,77.60,47.25
24.00,78.40,47.49
24.00,79.20,47.73
24.00,80.00,47.97
24.00,80.80,48.10
24.00,81.60,48.24
24.00,82.40,48.36
24.00,83.20,48.47
24.00,84.00,48.58
24.00,84.80,48.59
24.00,85.60,48.61
24.00,86.40,48.64
24.00,87.20,48.67
24.00,88.00,48.70
24.00,88.80,48.65
24.00,89.60,48.61
24.00,90.40,48.57
24.00,91.20,48.55
24.00,92.00,48.52
24.00,92.80,48.53
24.00,93.60,48.53
24.00,94.40,48.55
24.00,95.20,48.59
24.00,96.00,48.62
24.00,96.80,48.65
24.00,97.60,48.69
24.00,98.40,48.72
24.00,99.20,48.76
24.00,100.00,48.79
24.00,100.80,48.83
24.00,101.60,48.86
24.00,102.40,48.89
24.00,103.20,48.93
24.00,104.00,48.96
24.00,104.80,49.00
24.00,105.60,49.03
24.00,106.40,49.06
24.00,107.20,49.10
24.00,108.00,49.13
24.00,108.80,49.15
24.00,109.60,49.18
24.00,110.40,49.20
24.00,111.20,49.22
24.00,112.00,49.24
24.00,112.80,49.27
24.00,113.60,49.29
24.00,114.40,49.32
24.00,115.20,49.37
24.00,116.00,49.41
24.00,116.80,49.44
24.00,117.60,49.47
24.00,118.40,49.50
24.00,119.20,49.53
24.00,120.00,49.56
24.00,120.80,49.56
24.00,121.60,49.56
24.00,122.40,49.55
24.00,123.20,49.55
24.00,124.00,49.54
24.00,124.80,49.54
24.00,125.60,49.54
24.00,126.40,49.56
24.00,127.20,49.59
24.00,128.00,49.63
24.00,128.80,49.69
24.00,129.60,49.74
24.00,130.40,49.77
24.00,131.20,49.78
24.00,132.00,49.80
24.00,132.80,49.78
24.00,133.60,49.76
24.00,134.40,49.75
24.00,135.20,49.75
24.00,136.00,49.75
24.00,136.80,49.81
24.00,137.60,49.88
24.00,138.40,49.94
24.00,139.20,50.01
24.00,140.00,50.08
24.00,140.80,50.12
24.00,141.60,50.15
24.00,142.40,50.17
24.00,143.20,50.16
24.00,144.00,50.15
24.00,144.80,50.15
24.00,145.60,50.14
24.00,146.40,50.13
24.00,147.20,50.13
24.00,148.00,50.12
24.00,148.80,50.11
24.00,149.60,50.11
24.00,150.40,50.10
24.00,151.20,50.09
24.00,152.00,50.09
24.00,152.80,50.08
24.00,153.60,50.07
24.00,154.40,50.07
24.00,155.20,50.06
24.00,156.00,50.05
24.00,156.80,50.05
24.00,157.60,50.04
24.00,158.40,50.03
24.00,159.20,50.03
24.00,160.00,50.02
24.00,160.80,50.01
24.00,161.60,50.01
24.00,162.40,50.00
24.00,163.20,49.99
24.00,164.00,49.99
24.00,164.80,49.98
24.00,165.60,49.97
24.00,166.40,49.96
24.00,167.20,49.96
24.00,168.00,49.95
24.00,168.80,49.95
24.00,169.60,49.95
24.00,170.40,49.94
24.00,171.20,49.94
24.00,172.00,49.94
24.00,172.80,49.93
24.00,173.60,49.93
24.00,174.40,49.93
24.00,175.20,49.92
24.00,176.00,49.92
24.00,176.80,49.92
24.00,177.60,49.91
24.00,178.40,49.90
24.00,179.20,49.89
24.00,180.00,49.87
24.00,180.80,49.86
24.00,181.60,49.84
24.00,182.40,49.83
24.00,183.20,49.82
24.00,184.00,49.82
24.00,184.80,49.81
24.00,185.60,49.80
24.00,186.40,49.80
24.00,187.20,49.79
24.00,188.00,49.78
24.00,188.80,49.78
24.00,189.60,49.77
24.00,190.40,49.76
24.00,191.20,49.76
24.00,192.00,49.75
24.00,192.80,49.75
24.00,193.60,49.74
24.00,194.40,49.74
24.00,195.20,49.73
24.00,196.00,49.73
24.00,196.80,49.72
24.00,197.60,49.71
24.00,198.40,49.70
24.00,199.20,49.69
24.00,200.00,49.68
24.00,200.80,49.68
24.00,201.60,49.67
24.00,202.40,49.66
24.00,203.20,49.66
24.00,204.00,49.65
24.00,204.80,49.64
24.00,205.60,49.64
24.00,206.40,49.63
24.00,207.20,49.62
24.00,208.00,49.62
24.00,208.80,49.61
24.00,209.60,49.60
24.00,210.40,49.60
24.00,211.20,49.59
24.00,212.00,49.58
24.00,212.80,49.58
24.00,213.60,49.57
24.00,214.40,49.56
24.00,215.20,49.55
24.00,216.00,49.55
24.00,216.80,49.54
24.00,217.60,49.53
24.00,218.40,49.53
24.00,219.20,49.52
24.00,220.00,49.51
24.00,220.80,49.51
24.00,221.60,49.50
24.00,222.40,49.49
24.00,223.20,49.49
24.00,224.00,49.48
24.00,224.80,49.50
24.00,225.60,49.51
24.00,226.40,49.51
24.00,227.20,49.49
24.00,228.00,49.47
24.00,228.80,49.42
24.00,229.60,49.37
24.00,230.40,49.31
24.00,231.20,49.24
24.00,232.00,49.17
24.00,232.80,49.16
24.00,233.60,49.15
24.00,234.40,49.16
24.00,235.20,49.20
24.00,236.00,49.24
24.00,236.80,49.24
24.00,237.60,49.24
24.00,238.40,49.22
24.00,239.20,49.18
24.00,240.00,49.13
24.00,240.80,49.04
24.00,241.60,48.95
24.00,242.40,48.87
24.00,243.20,48.82
24.00,244.00,48.76
24.00,244.80,48.75
24.00,245.60,48.74
24.00,246.40,48.73
24.00,247.20,48.73
24.00,248.00,48.73
24.00,248.80,48.72
24.00,249.60,48.72
24.00,250.40,48.60
24.00,251.20,48.35
24.00,252.00,48.10
24.00,252.80,47.99
24.00,253.60,47.88
24.00,254.40,47.83
24.00,255.20,47.83
24.00,256.00,47.83
24.00,256.80,48.04
24.00,257.60,48.26
24.00,258.40,48.41
24.00,259.20,48.49
24.00,260.00,48.58
24.00,260.80,48.53
24.00,261.60,48.49
24.00,262.40,48.45
24.00,263.20,48.41
24.00,264.00,48.37
24.00,264.80,48.33
24.00,265.60,48.29
24.00,266.40,48.24
24.00,267.20,48.20
24.00,268.00,48.16
24.00,268.80,48.12
24.00,269.60,48.08
24.00,270.40,48.04
24.00,271.20,48.00
24.00,272.00,47.95
24.00,272.80,47.91
24.00,273.60,47.87
24.00,274.40,47.85
24.00,275.20,47.85
24.00,276.00,47.85
24.00,276.80,47.82
24.00,277.60,47.79
24.00,278.40,47.79
24.00,279.20,47.82
24.00,280.00,47.84
24.00,280.80,47.83
24.00,281.60,47.82
24.00,282.40,47.82
24.00,283.20,47.83
24.00,284.00,47.84
24.00,284.80,47.81
24.00,285.60,47.78
24.00,286.40,47.74
24.00,287.20,47.71
24.00,288.00,47.68
24.00,288.80,47.61
24.00,289.60,47.53
24.00,290.40,47.46
24.00,291.20,47.38
24.00,292.00,47.31
24.00,292.80,47.23
24.00,293.60,47.16
24.00,294.40,47.09
24.00,295.20,47.01
24.00,296.00,46.94
24.00,296.80,46.86
24.00,297.60,46.79
24.00,298.40,46.71
24.00,299.20,46.64
24.00,300.00,46.56
25.00,60.00,43.94
25.00,60.80,44.13
25.00,61.60,44.32
25.00,62.40,44.51
25.00,63.20,44.70
25.00,64.00,44.89
25.00,64.80,45.08
25.00,65.60,45.27
25.00,66.40,45.46
25.00,67.20,45.65
25.00,68.00,45.83
25.00,68.80,46.02
25.00,69.60,46.21
25.00,70.40,46.40
25.00,71.20,46.59
25.00,72.00,46.78
25.00,72.80,46.97
25.00,73.60,47.16
25.00,74.40,47.35
25.00,75.20,47.54
25.00,76.00,47.73
25.00,76.80,47.92
25.00,77.60,48.11
25.00,78.40,48.29
25.00,79.20,48.48
25.00,80.00,48.67
25.00,80.80,48.78
25.00,81.60,48.88
25.00,82.40,48.97
25.00,83.20,49.05
25.00,84.00,49.12
25.00,84.80,49.13
25.00,85.60,49.14
25.00,86.40,49.15
25.00,87.20,49.16
25.00,88.00,49.17
25.00,88.80,49.14
25.00,89.60,49.11
25.00,90.40,49.09
25.00,91.20,49.08
25.00,92.00,49.07
25.00,92.80,49.09
25.00,93.60,49.11
25.00,94.40,49.14
25.00,95.20,49.18
25.00,96.00,49.22
25.00,96.80,49.25
25.00,97.60,49.29
25.00,98.40,49.33
25.00,99.20,49.36
25.00,100.00,49.40
25.00,100.80,49.44
25.00,101.60,49.47
25.00,102.40,49.51
25.00,103.20,49.55
25.00,104.00,49.58
25.00,104.80,49.61
25.00,105.60,49.64
25.00,106.40,49.67
25.00,107.20,49.70
25.00,108.00,49.73
25.00,108.80,49.75
25.00,109.60,49.77
25.00,110.40,49.80
25.00,111.20,49.82
25.00,112.00,49.85
25.00,112.80,49.87
25.00,113.60,49.89
25.00,114.40,49.91
25.00,115.20,49.93
25.00,116.00,49.95
25.00,116.80,49.96
25.00,117.60,49.97
25.00,118.40,49.99
25.00,119.20,50.01
25.00,120.00,50.03
25.00,120.80,50.03
25.00,121.60,50.04
25.00,122.40,50.04
25.00,123.20,50.06
25.00,124.00,50.07
25.00,124.80,50.08
25.00,125.60,50.10
25.00,126.40,50.13
25.00,127.20,50.18
25.00,128.00,50.23
25.00,128.80,50.28
25.00,129.60,50.33
25.00,130.40,50.35
25.00,131.20,50.35
25.00,132.00,50.36
25.00,132.80,50.33
25.00,133.60,50.31
25.00,134.40,50.30
25.00,135.20,50.30
25.00,136.00,50.31
25.00,136.80,50.37
25.00,137.60,50.44
25.00,138.40,50.51
25.00,139.20,50.58
25.00,140.00,50.66
25.00,140.80,50.69
25.00,141.60,50.73
25.00,142.40,50.75
25.00,143.20,50.74
25.00,144.00,50.73
25.00,144.80,50.73
25.00,145.60,50.72
25.00,146.40,50.71
25.00,147.20,50.71
25.00,148.00,50.70
25.00,148.80,50.69
25.00,149.60,50.69
25.00,150.40,50.68
25.00,151.20,50.67
25.00,152.00,50.67
25.00,152.80,50.66
25.00,153.60,50.66
25.00,154.40,50.65
25.00,155.20,50.64
25.00,156.00,50.64
25.00,156.80,50.63
25.00,157.60,50.62
25.00,158.40,50.62
25.00,159.20,50.61
25.00,160.00,50.60
25.00,160.80,50.60
25.00,161.60,50.59
25.00,162.40,50.59
25.00,163.20,50.58
25.00,164.00,50.57
25.00,164.80,50.57
25.00,165.60,50.56
25.00,166.40,50.55
25.00,167.20,50.55
25.00,168.00,50.54
25.00,168.80,50.54
25.00,169.60,50.54
25.00,170.40,50.53
25.00,171.20,50.53
25.00,172.00,50.53
25.00,172.80,50.52
25.00,173.60,50.52
25.00,174.40,50.52
25.00,175.20,50.51
25.00,176.00,50.51
25.00,176.80,50.51
25.00,177.60,50.51
25.00,178.40,50.50
25.00,179.20,50.48
25.00,180.00,50.47
25.00,180.80,50.45
25.00,181.60,50.44
25.00,182.40,50.43
25.00,183.20,50.42
25.00,184.00,50.41
25.00,184.80,50.41
25.00,185.60,50.40
25.00,186.40,50.39
25.00,187.20,50.39
25.00,188.00,50.38
25.00,188.80,50.38
25.00,189.60,50.37
25.00,190.40,50.36
25.00,191.20,50.36
25.00,192.00,50.35
25.00,192.80,50.35
25.00,193.60,50.34
25.00,194.40,50.34
25.00,195.20,50.33
25.00,196.00,50.33
25.00,196.80,50.32
25.00,197.60,50.31
25.00,198.40,50.30
25.00,199.20,50.29
25.00,200.00,50.29
25.00,200.80,50.28
25.00,201.60,50.27
25.00,202.40,50.27
25.00,203.20,50.26
25.00,204.00,50.25
25.00,204.80,50.25
25.00,205.60,50.24
25.00,206.40,50.23
25.00,207.20,50.23
25.00,208.00,50.22
25.00,208.80,50.22
25.00,209.60,50.21
25.00,210.40,50.20
25.00,211.20,50.20
25.00,212.00,50.19
25.00,212.80,50.18
25.00,213.60,50.17
25.00,214.40,50.16
25.00,215.20,50.15
25.00,216.00,50.14
25.00,216.80,50.13
25.00,217.60,50.12
25.00,218.40,50.11
25.00,219.20,50.09
25.00,220.00,50.08
25.00,220.80,50.07
25.00,221.60,50.05
25.00,222.40,50.04
25.00,223.20,50.02
25.00,224.00,50.01
25.00,224.80,50.02
25.00,225.60,50.03
25.00,226.40,50.04
25.00,227.20,50.03
25.00,228.00,50.03
25.00,228.80,50.00
25.00,229.60,49.97
25.00,230.40,49.91
25.00,231.20,49.84
25.00,232.00,49.77
25.00,232.80,49.74
25.00,233.60,49.71
25.00,234.40,49.70
25.00,235.20,49.72
25.00,236.00,49.73
25.00,236.80,49.75
25.00,237.60,49.77
25.00,238.40,49.77
25.00,239.20,49.74
25.00,240.00,49.70
25.00,240.80,49.63
25.00,241.60,49.56
25.00,242.40,49.49
25.00,243.20,49.42
25.00,244.00,49.34
25.00,244.80,49.32
25.00,245.60,49.29
25.00,246.40,49.27
25.00,247.20,49.26
25.00,248.00,49.24
25.00,248.80,49.24
25.00,249.60,49.24
25.00,250.40,49.12
25.00,251.20,48.87
25.00,252.00,48.63
25.00,252.80,48.51
25.00,253.60,48.40
25.00,254.40,48.35
25.00,255.20,48.35
25.00,256.00,48.35
25.00,256.80,48.56
25.00,257.60,48.77
25.00,258.40,48.84
25.00,259.20,48.76
25.00,260.00,48.67
25.00,260.80,48.63
25.00,261.60,48.59
25.00,262.40,48.55
25.00,263.20,48.51
25.00,264.00,48.48
25.00,264.80,48.61
25.00,265.60,48.73
25.00,266.40,48.76
25.00,267.20,48.67
25.00,268.00,48.59
25.00,268.80,48.55
25.00,269.60,48.51
25.00,270.40,48.47
25.00,271.20,48.43
25.00,272.00,48.39
