altitude,azimuth,efficiency
0.00,187.20,15.40
0.00,188.00,15.40
0.00,188.80,15.39
0.00,189.60,15.39
0.00,190.40,15.38
0.00,191.20,15.38
0.00,192.00,15.38
0.00,192.80,15.37
0.00,193.60,15.37
0.00,194.40,15.37
0.00,195.20,15.37
0.00,196.00,15.36
0.00,196.80,15.36
0.00,197.60,15.35
0.00,198.40,15.35
0.00,199.20,15.34
0.00,200.00,15.34
0.00,200.80,15.33
0.00,201.60,15.33
0.00,202.40,15.33
0.00,203.20,15.32
0.00,204.00,15.32
0.00,204.80,15.31
0.00,205.60,15.31
0.00,206.40,15.31
0.00,207.20,15.30
0.00,208.00,15.30
0.00,208.80,15.30
0.00,209.60,15.29
0.00,210.40,15.29
0.00,211.20,15.28
0.00,212.00,15.28
0.00,212.80,15.28
0.00,213.60,15.27
0.00,214.40,15.27
0.00,215.20,15.26
0.00,216.00,15.26
0.00,216.80,15.26
0.00,217.60,15.25
0.00,218.40,15.25
0.00,219.20,15.25
0.00,220.00,15.24
0.00,220.80,15.24
0.00,221.60,15.23
0.00,222.40,15.23
0.00,223.20,15.23
0.00,224.00,15.22
0.00,224.80,15.22
0.00,225.60,15.21
0.00,226.40,15.21
0.00,227.20,15.21
0.00,228.00,15.20
0.00,228.80,15.20
0.00,229.60,15.19
0.00,230.40,15.19
0.00,231.20,15.19
0.00,232.00,15.18
0.00,232.80,15.18
0.00,233.60,15.18
0.00,234.40,15.20
0.00,235.20,15.24
0.00,236.00,15.29
0.00,236.80,15.24
0.00,237.60,15.18
0.00,238.40,15.23
0.00,239.20,15.37
0.00,240.00,15.52
0.00,240.80,15.66
0.00,241.60,15.81
0.00,242.40,15.98
0.00,243.20,16.17
0.00,244.00,16.35
0.00,244.80,16.42
0.00,245.60,16.48
0.00,246.40,16.32
0.00,247.20,15.93
0.00,248.00,15.54
0.00,248.80,15.19
0.00,249.60,14.84
0.00,250.40,14.45
0.00,251.20,14.00
0.00,252.00,13.56
0.00,252.80,13.63
0.00,253.60,13.69
0.00,254.40,13.86
0.00,255.20,14.13
0.00,256.00,14.40
0.00,256.80,14.83
0.00,257.60,15.26
0.00,258.40,15.71
0.00,259.20,16.18
0.00,260.00,16.66
0.00,260.80,17.07
0.00,261.60,17.48
0.00,262.40,17.60
0.00,263.20,17.45
0.00,264.00,17.29
0.00,264.80,16.71
0.00,265.60,16.13
0.00,266.40,15.51
0.00,267.20,14.85
0.00,268.00,14.20
0.00,268.80,14.59
0.00,269.60,14.98
0.00,270.40,15.19
0.00,271.20,15.24
0.00,272.00,15.28
0.00,272.80,15.39
0.00,273.60,15.49
0.00,274.40,15.29
0.00,275.20,14.79
0.00,276.00,14.30
0.00,276.80,15.12
0.00,277.60,15.95
0.00,278.40,16.40
0.00,279.20,16.47
0.00,280.00,16.55
0.00,280.80,16.59
0.00,281.60,16.64
0.00,282.40,16.36
0.00,283.20,15.76
0.00,284.00,15.16
0.00,284.80,15.22
0.00,285.60,15.28
0.00,286.40,15.34
0.00,287.20,15.40
0.00,288.00,15.46
0.00,288.80,15.63
0.00,289.60,15.80
0.00,290.40,15.97
0.00,291.20,16.14
0.00,292.00,16.31
0.00,292.80,16.49
0.00,293.60,16.66
0.00,294.40,16.83
0.00,295.20,17.00
0.00,296.00,17.17
0.00,296.80,17.34
0.00,297.60,17.52
0.00,298.40,17.69
0.00,299.20,17.86
0.00,300.00,18.03
1.00,60.00,37.72
1.00,60.80,36.76
1.00,61.60,35.81
1.00,62.40,34.85
1.00,63.20,33.89
1.00,64.00,32.94
1.00,64.80,31.98
1.00,65.60,31.02
1.00,66.40,30.07
1.00,67.20,29.11
1.00,68.00,28.15
1.00,68.80,27.20
1.00,69.60,26.24
1.00,70.40,25.29
1.00,71.20,24.33
1.00,72.00,23.37
1.00,72.80,22.42
1.00,73.60,21.46
1.00,74.40,20.50
1.00,75.20,19.55
1.00,76.00,18.59
1.00,76.80,17.62
1.00,77.60,16.65
1.00,78.40,15.97
1.00,79.20,15.60
1.00,80.00,15.22
1.00,80.80,15.17
1.00,81.60,15.12
1.00,82.40,15.23
1.00,83.20,15.49
1.00,84.00,15.76
1.00,84.80,15.79
1.00,85.60,15.83
1.00,86.40,15.86
1.00,87.20,15.89
1.00,88.00,15.93
1.00,88.80,15.96
1.00,89.60,15.99
1.00,90.40,16.03
1.00,91.20,16.06
1.00,92.00,16.09
1.00,92.80,16.12
1.00,93.60,16.16
1.00,94.40,16.19
1.00,95.20,16.22
1.00,96.00,16.26
1.00,96.80,16.92
1.00,97.60,17.58
1.00,98.40,18.05
1.00,99.20,18.33
1.00,100.00,18.60
1.00,100.80,18.52
1.00,101.60,18.43
1.00,102.40,18.17
1.00,103.20,17.74
1.00,104.00,17.31
1.00,104.80,17.62
1.00,105.60,17.93
1.00,106.40,18.39
1.00,107.20,19.00
1.00,108.00,19.61
1.00,108.80,19.81
1.00,109.60,20.02
1.00,110.40,19.99
1.00,111.20,19.75
1.00,112.00,19.50
1.00,112.80,19.15
1.00,113.60,18.81
1.00,114.40,18.49
1.00,115.20,18.19
1.00,116.00,17.90
1.00,116.80,17.63
1.00,117.60,17.36
1.00,118.40,17.40
1.00,119.20,17.73
1.00,120.00,18.07
1.00,120.80,18.35
1.00,121.60,18.62
1.00,122.40,18.85
1.00,123.20,19.03
1.00,124.00,19.20
1.00,124.80,18.83
1.00,125.60,18.45
1.00,126.40,18.14
1.00,127.20,17.89
1.00,128.00,17.63
1.00,128.80,17.54
1.00,129.60,17.45
1.00,130.40,17.40
1.00,131.20,17.41
1.00,132.00,17.41
1.00,132.80,17.41
1.00,133.60,17.40
1.00,134.40,17.40
1.00,135.20,17.40
1.00,136.00,17.39
1.00,136.80,17.39
1.00,137.60,17.38
1.00,138.40,17.38
1.00,139.20,17.37
1.00,140.00,17.37
1.00,140.80,17.37
1.00,141.60,17.36
1.00,142.40,17.36
1.00,143.20,17.35
1.00,144.00,17.35
1.00,144.80,17.34
1.00,145.60,17.34
1.00,146.40,17.34
1.00,147.20,17.33
1.00,148.00,17.33
1.00,148.80,17.32
1.00,149.60,17.32
1.00,150.40,17.31
1.00,151.20,17.31
1.00,152.00,17.31
1.00,152.80,17.30
1.00,153.60,17.30
1.00,154.40,17.29
1.00,155.20,17.29
1.00,156.00,17.28
1.00,156.80,17.28
1.00,157.60,17.28
1.00,158.40,17.27
1.00,159.20,17.27
1.00,160.00,17.26
1.00,160.80,17.26
1.00,161.60,17.25
1.00,162.40,17.25
1.00,163.20,17.25
1.00,164.00,17.24
1.00,164.80,17.24
1.00,165.60,17.23
1.00,166.40,17.23
1.00,167.20,17.22
1.00,168.00,17.22
1.00,168.80,17.22
1.00,169.60,17.22
1.00,170.40,17.21
1.00,171.20,17.21
1.00,172.00,17.21
1.00,172.80,17.21
1.00,173.60,17.21
1.00,174.40,17.20
1.00,175.20,17.20
1.00,176.00,17.20
1.00,176.80,17.20
1.00,177.60,17.20
1.00,178.40,17.19
1.00,179.20,17.18
1.00,180.00,17.17
1.00,180.80,17.16
1.00,181.60,17.15
1.00,182.40,17.14
1.00,183.20,17.14
1.00,184.00,17.13
1.00,184.80,17.13
1.00,185.60,17.13
1.00,186.40,17.12
1.00,187.20,17.12
1.00,188.00,17.11
1.00,188.80,17.11
1.00,189.60,17.10
1.00,190.40,17.10
1.00,191.20,17.10
1.00,192.00,17.09
1.00,192.80,17.09
1.00,193.60,17.09
1.00,194.40,17.08
1.00,195.20,17.08
1.00,196.00,17.08
1.00,196.80,17.07
1.00,197.60,17.07
1.00,198.40,17.06
1.00,199.20,17.05
1.00,200.00,17.05
1.00,200.80,17.04
1.00,201.60,17.04
1.00,202.40,17.04
1.00,203.20,17.03
1.00,204.00,17.03
1.00,204.80,17.02
1.00,205.60,17.02
1.00,206.40,17.01
1.00,207.20,17.01
1.00,208.00,17.01
1.00,208.80,17.00
1.00,209.60,17.00
1.00,210.40,16.99
1.00,211.20,16.99
1.00,212.00,16.98
1.00,212.80,16.98
1.00,213.60,16.98
1.00,214.40,16.97
1.00,215.20,16.97
1.00,216.00,16.96
1.00,216.80,16.96
1.00,217.60,16.95
1.00,218.40,16.95
1.00,219.20,16.95
1.00,220.00,16.94
1.00,220.80,16.94
1.00,221.60,16.93
1.00,222.40,16.93
1.00,223.20,16.92
1.00,224.00,16.92
1.00,224.80,16.92
1.00,225.60,16.91
1.00,226.40,16.91
1.00,227.20,16.90
1.00,228.00,16.90
1.00,228.80,16.89
1.00,229.60,16.89
1.00,230.40,16.89
1.00,231.20,16.88
1.00,232.00,16.88
1.00,232.80,16.87
1.00,233.60,16.87
1.00,234.40,16.89
1.00,235.20,16.94
1.00,236.00,16.98
1.00,236.80,16.93
1.00,237.60,16.88
1.00,238.40,16.91
1.00,239.20,17.04
1.00,240.00,17.17
1.00,240.80,17.30
1.00,241.60,17.43
1.00,242.40,17.58
1.00,243.20,17.75
1.00,244.00,17.91
1.00,244.80,17.98
1.00,245.60,18.05
1.00,246.40,17.90
1.00,247.20,17.54
1.00,248.00,17.17
1.00,248.80,16.85
1.00,249.60,16.54
1.00,250.40,16.17
1.00,251.20,15.75
1.00,252.00,15.33
1.00,252.80,15.38
1.00,253.60,15.43
1.00,254.40,15.57
1.00,255.20,15.82
1.00,256.00,16.07
1.00,256.80,16.46
1.00,257.60,16.85
1.00,258.40,17.27
1.00,259.20,17.71
1.00,260.00,18.15
1.00,260.80,18.53
1.00,261.60,18.90
1.00,262.40,19.02
1.00,263.20,18.87
1.00,264.00,18.72
1.00,264.80,18.18
1.00,265.60,17.64
1.00,266.40,17.07
1.00,267.20,16.46
1.00,268.00,15.86
1.00,268.80,16.21
1.00,269.60,16.56
1.00,270.40,16.76
1.00,271.20,16.80
1.00,272.00,16.84
1.00,272.80,16.93
1.00,273.60,17.03
1.00,274.40,16.84
1.00,275.20,16.38
1.00,276.00,15.93
1.00,276.80,16.68
1.00,277.60,17.44
1.00,278.40,17.85
1.00,279.20,17.91
1.00,280.00,17.98
1.00,280.80,18.02
1.00,281.60,18.06
1.00,282.40,17.81
1.00,283.20,17.25
1.00,284.00,16.70
1.00,284.80,16.75
1.00,285.60,16.81
1.00,286.40,16.86
1.00,287.20,16.91
1.00,288.00,16.97
1.00,288.80,17.12
1.00,289.60,17.27
1.00,290.40,17.43
1.00,291.20,17.58
1.00,292.00,17.74
1.00,292.80,17.89
1.00,293.60,18.04
1.00,294.40,18.20
1.00,295.20,18.35
1.00,296.00,18.51
1.00,296.80,18.66
1.00,297.60,18.82
1.00,298.40,18.97
1.00,299.20,19.12
1.00,300.00,19.28
2.00,60.00,37.85
2.00,60.80,36.96
2.00,61.60,36.07
2.00,62.40,35.18
2.00,63.20,34.29
2.00,64.00,33.40
2.00,64.80,32.51
2.00,65.60,31.62
2.00,66.40,30.73
2.00,67.20,29.84
2.00,68.00,28.95
2.00,68.80,28.06
2.00,69.60,27.17
2.00,70.40,26.28
2.00,71.20,25.39
2.00,72.00,24.50
2.00,72.80,23.61
2.00,73.60,22.72
2.00,74.40,21.83
2.00,75.20,20.94
2.00,76.00,20.05
2.00,76.80,19.15
2.00,77.60,18.25
2.00,78.40,17.62
2.00,79.20,17.26
2.00,80.00,16.90
2.00,80.80,16.85
2.00,81.60,16.80
2.00,82.40,16.89
2.00,83.20,17.13
2.00,84.00,17.37
2.00,84.80,17.41
2.00,85.60,17.45
2.00,86.40,17.49
2.00,87.20,17.52
2.00,88.00,17.56
2.00,88.80,17.60
2.00,89.60,17.64
2.00,90.40,17.67
2.00,91.20,17.71
2.00,92.00,17.75
2.00,92.80,17.79
2.00,93.60,17.82
2.00,94.40,17.86
2.00,95.20,17.90
2.00,96.00,17.94
2.00,96.80,18.55
2.00,97.60,19.16
2.00,98.40,19.59
2.00,99.20,19.83
2.00,100.00,20.08
2.00,100.80,19.99
2.00,101.60,19.91
2.00,102.40,19.66
2.00,103.20,19.27
2.00,104.00,18.87
2.00,104.80,19.16
2.00,105.60,19.46
2.00,106.40,19.89
2.00,107.20,20.46
2.00,108.00,21.04
2.00,108.80,21.23
2.00,109.60,21.42
2.00,110.40,21.41
2.00,111.20,21.18
2.00,112.00,20.96
2.00,112.80,20.63
2.00,113.60,20.31
2.00,114.40,20.01
2.00,115.20,19.75
2.00,116.00,19.48
2.00,116.80,19.24
2.00,117.60,19.00
2.00,118.40,19.04
2.00,119.20,19.35
2.00,120.00,19.67
2.00,120.80,19.93
2.00,121.60,20.19
2.00,122.40,20.41
2.00,123.20,20.57
2.00,124.00,20.73
2.00,124.80,20.38
2.00,125.60,20.03
2.00,126.40,19.75
2.00,127.20,19.53
2.00,128.00,19.31
2.00,128.80,19.23
2.00,129.60,19.16
2.00,130.40,19.13
2.00,131.20,19.14
2.00,132.00,19.16
2.00,132.80,19.15
2.00,133.60,19.15
2.00,134.40,19.14
2.00,135.20,19.14
2.00,136.00,19.13
2.00,136.80,19.13
2.00,137.60,19.13
2.00,138.40,19.12
2.00,139.20,19.12
2.00,140.00,19.11
2.00,140.80,19.11
2.00,141.60,19.10
2.00,142.40,19.10
2.00,143.20,19.09
2.00,144.00,19.09
2.00,144.80,19.08
2.00,145.60,19.08
2.00,146.40,19.07
2.00,147.20,19.07
2.00,148.00,19.06
2.00,148.80,19.06
2.00,149.60,19.05
2.00,150.40,19.05
2.00,151.20,19.05
2.00,152.00,19.04
2.00,152.80,19.04
2.00,153.60,19.03
2.00,154.40,19.03
2.00,155.20,19.02
2.00,156.00,19.02
2.00,156.80,19.01
2.00,157.60,19.01
2.00,158.40,19.00
2.00,159.20,19.00
2.00,160.00,18.99
2.00,160.80,18.99
2.00,161.60,18.98
2.00,162.40,18.98
2.00,163.20,18.97
2.00,164.00,18.97
2.00,164.80,18.97
2.00,165.60,18.96
2.00,166.40,18.96
2.00,167.20,18.95
2.00,168.00,18.95
2.00,168.80,18.94
2.00,169.60,18.94
2.00,170.40,18.94
2.00,171.20,18.94
2.00,172.00,18.94
2.00,172.80,18.93
2.00,173.60,18.93
2.00,174.40,18.93
2.00,175.20,18.93
2.00,176.00,18.92
2.00,176.80,18.92
2.00,177.60,18.92
2.00,178.40,18.91
2.00,179.20,18.90
2.00,180.00,18.89
2.00,180.80,18.88
2.00,181.60,18.87
2.00,182.40,18.86
2.00,183.20,18.86
2.00,184.00,18.85
2.00,184.80,18.85
2.00,185.60,18.84
2.00,186.40,18.84
2.00,187.20,18.83
2.00,188.00,18.83
2.00,188.80,18.82
2.00,189.60,18.82
2.00,190.40,18.82
2.00,191.20,18.81
2.00,192.00,18.81
2.00,192.80,18.80
2.00,193.60,18.80
2.00,194.40,18.80
2.00,195.20,18.79
2.00,196.00,18.79
2.00,196.80,18.78
2.00,197.60,18.78
2.00,198.40,18.77
2.00,199.20,18.76
2.00,200.00,18.76
2.00,200.80,18.75
2.00,201.60,18.75
2.00,202.40,18.74
2.00,203.20,18.74
2.00,204.00,18.74
2.00,204.80,18.73
2.00,205.60,18.73
2.00,206.40,18.72
2.00,207.20,18.72
2.00,208.00,18.71
2.00,208.80,18.71
2.00,209.60,18.70
2.00,210.40,18.70
2.00,211.20,18.69
2.00,212.00,18.69
2.00,212.80,18.68
2.00,213.60,18.68
2.00,214.40,18.67
2.00,215.20,18.67
2.00,216.00,18.66
2.00,216.80,18.66
2.00,217.60,18.66
2.00,218.40,18.65
2.00,219.20,18.65
2.00,220.00,18.64
2.00,220.80,18.64
2.00,221.60,18.63
2.00,222.40,18.63
2.00,223.20,18.62
2.00,224.00,18.62
2.00,224.80,18.61
2.00,225.60,18.61
2.00,226.40,18.60
2.00,227.20,18.60
2.00,228.00,18.59
2.00,228.80,18.59
2.00,229.60,18.58
2.00,230.40,18.58
2.00,231.20,18.58
2.00,232.00,18.57
2.00,232.80,18.57
2.00,233.60,18.56
2.00,234.40,18.58
2.00,235.20,18.63
2.00,236.00,18.68
2.00,236.80,18.62
2.00,237.60,18.57
2.00,238.40,18.60
2.00,239.20,18.71
2.00,240.00,18.82
2.00,240.80,18.94
2.00,241.60,19.05
2.00,242.40,19.18
2.00,243.20,19.33
2.00,244.00,19.48
2.00,244.80,19.54
2.00,245.60,19.61
2.00,246.40,19.47
2.00,247.20,19.14
2.00,248.00,18.81
2.00,248.80,18.52
2.00,249.60,18.23
2.00,250.40,17.88
2.00,251.20,17.49
2.00,252.00,17.09
2.00,252.80,17.13
2.00,253.60,17.16
2.00,254.40,17.29
2.00,255.20,17.51
2.00,256.00,17.73
2.00,256.80,18.09
2.00,257.60,18.45
2.00,258.40,18.83
2.00,259.20,19.24
2.00,260.00,19.64
2.00,260.80,19.98
2.00,261.60,20.33
2.00,262.40,20.43
2.00,263.20,20.29
2.00,264.00,20.15
2.00,264.80,19.65
2.00,265.60,19.15
2.00,266.40,18.62
2.00,267.20,18.07
2.00,268.00,17.51
2.00,268.80,17.83
2.00,269.60,18.15
2.00,270.40,18.33
2.00,271.20,18.36
2.00,272.00,18.39
2.00,272.80,18.48
2.00,273.60,18.56
2.00,274.40,18.39
2.00,275.20,17.97
2.00,276.00,17.56
2.00,276.80,18.24
2.00,277.60,18.93
2.00,278.40,19.30
2.00,279.20,19.36
2.00,280.00,19.41
2.00,280.80,19.45
2.00,281.60,19.48
2.00,282.40,19.25
2.00,283.20,18.75
2.00,284.00,18.24
2.00,284.80,18.29
2.00,285.60,18.34
2.00,286.40,18.38
2.00,287.20,18.43
2.00,288.00,18.47
2.00,288.80,18.61
2.00,289.60,18.75
2.00,290.40,18.88
2.00,291.20,19.02
2.00,292.00,19.16
2.00,292.80,19.29
2.00,293.60,19.43
2.00,294.40,19.57
2.00,295.20,19.71
2.00,296.00,19.84
2.00,296.80,19.98
2.00,297.60,20.12
2.00,298.40,20.25
2.00,299.20,20.39
2.00,300.00,20.53
3.00,60.00,37.98
3.00,60.80,37.16
3.00,61.60,36.33
3.00,62.40,35.51
3.00,63.20,34.68
3.00,64.00,33.86
3.00,64.80,33.04
3.00,65.60,32.21
3.00,66.40,31.39
3.00,67.20,30.56
3.00,68.00,29.74
3.00,68.80,28.92
3.00,69.60,28.09
3.00,70.40,27.27
3.00,71.20,26.45
3.00,72.00,25.62
3.00,72.80,24.80
3.00,73.60,23.97
3.00,74.40,23.15
3.00,75.20,22.33
3.00,76.00,21.50
3.00,76.80,20.67
3.00,77.60,19.84
3.00,78.40,19.26
3.00,79.20,18.92
3.00,80.00,18.58
3.00,80.80,18.53
3.00,81.60,18.47
3.00,82.40,18.55
3.00,83.20,18.77
3.00,84.00,18.98
3.00,84.80,19.03
3.00,85.60,19.07
3.00,86.40,19.11
3.00,87.20,19.15
3.00,88.00,19.20
3.00,88.80,19.24
3.00,89.60,19.28
3.00,90.40,19.32
3.00,91.20,19.36
3.00,92.00,19.41
3.00,92.80,19.45
3.00,93.60,19.49
3.00,94.40,19.53
3.00,95.20,19.57
3.00,96.00,19.62
3.00,96.80,20.17
3.00,97.60,20.73
3.00,98.40,21.12
3.00,99.20,21.34
3.00,100.00,21.56
3.00,100.80,21.47
3.00,101.60,21.38
3.00,102.40,21.16
3.00,103.20,20.79
3.00,104.00,20.43
3.00,104.80,20.71
3.00,105.60,20.98
3.00,106.40,21.39
3.00,107.20,21.93
3.00,108.00,22.46
3.00,108.80,22.65
3.00,109.60,22.83
3.00,110.40,22.82
3.00,111.20,22.62
3.00,112.00,22.42
3.00,112.80,22.12
3.00,113.60,21.81
3.00,114.40,21.54
3.00,115.20,21.30
3.00,116.00,21.06
3.00,116.80,20.84
3.00,117.60,20.63
3.00,118.40,20.67
3.00,119.20,20.98
3.00,120.00,21.28
3.00,120.80,21.52
3.00,121.60,21.77
3.00,122.40,21.96
3.00,123.20,22.10
3.00,124.00,22.25
3.00,124.80,21.93
3.00,125.60,21.61
3.00,126.40,21.36
3.00,127.20,21.17
3.00,128.00,20.98
3.00,128.80,20.92
3.00,129.60,20.87
3.00,130.40,20.85
3.00,131.20,20.88
3.00,132.00,20.90
3.00,132.80,20.90
3.00,133.60,20.89
3.00,134.40,20.89
3.00,135.20,20.88
3.00,136.00,20.88
3.00,136.80,20.87
3.00,137.60,20.87
3.00,138.40,20.86
3.00,139.20,20.86
3.00,140.00,20.85
3.00,140.80,20.85
3.00,141.60,20.84
3.00,142.40,20.84
3.00,143.20,20.83
3.00,144.00,20.83
3.00,144.80,20.82
3.00,145.60,20.82
3.00,146.40,20.81
3.00,147.20,20.81
3.00,148.00,20.80
3.00,148.80,20.80
3.00,149.60,20.79
3.00,150.40,20.79
3.00,151.20,20.78
3.00,152.00,20.78
3.00,152.80,20.77
3.00,153.60,20.77
3.00,154.40,20.76
3.00,155.20,20.76
3.00,156.00,20.75
3.00,156.80,20.75
3.00,157.60,20.74
3.00,158.40,20.74
3.00,159.20,20.73
3.00,160.00,20.73
3.00,160.80,20.72
3.00,161.60,20.71
3.00,162.40,20.71
3.00,163.20,20.70
3.00,164.00,20.70
3.00,164.80,20.69
3.00,165.60,20.69
3.00,166.40,20.68
3.00,167.20,20.68
3.00,168.00,20.67
3.00,168.80,20.67
3.00,169.60,20.67
3.00,170.40,20.67
3.00,171.20,20.66
3.00,172.00,20.66
3.00,172.80,20.66
3.00,173.60,20.66
3.00,174.40,20.65
3.00,175.20,20.65
3.00,176.00,20.65
3.00,176.80,20.65
3.00,177.60,20.65
3.00,178.40,20.64
3.00,179.20,20.63
3.00,180.00,20.61
3.00,180.80,20.60
3.00,181.60,20.59
3.00,182.40,20.58
3.00,183.20,20.58
3.00,184.00,20.57
3.00,184.80,20.57
3.00,185.60,20.56
3.00,186.40,20.56
3.00,187.20,20.55
3.00,188.00,20.55
3.00,188.80,20.54
3.00,189.60,20.54
3.00,190.40,20.53
3.00,191.20,20.53
3.00,192.00,20.52
3.00,192.80,20.52
3.00,193.60,20.51
3.00,194.40,20.51
3.00,195.20,20.51
3.00,196.00,20.50
3.00,196.80,20.50
3.00,197.60,20.49
3.00,198.40,20.48
3.00,199.20,20.48
3.00,200.00,20.47
3.00,200.80,20.46
3.00,201.60,20.46
3.00,202.40,20.45
3.00,203.20,20.45
3.00,204.00,20.44
3.00,204.80,20.44
3.00,205.60,20.43
3.00,206.40,20.43
3.00,207.20,20.42
3.00,208.00,20.42
3.00,208.80,20.41
3.00,209.60,20.41
3.00,210.40,20.40
3.00,211.20,20.40
3.00,212.00,20.39
3.00,212.80,20.39
3.00,213.60,20.38
3.00,214.40,20.38
3.00,215.20,20.37
3.00,216.00,20.37
3.00,216.80,20.36
3.00,217.60,20.36
3.00,218.40,20.35
3.00,219.20,20.35
3.00,220.00,20.34
3.00,220.80,20.34
3.00,221.60,20.33
3.00,222.40,20.33
3.00,223.20,20.32
3.00,224.00,20.32
3.00,224.80,20.31
3.00,225.60,20.31
3.00,226.40,20.30
3.00,227.20,20.30
3.00,228.00,20.29
3.00,228.80,20.28
3.00,229.60,20.28
3.00,230.40,20.27
3.00,231.20,20.27
3.00,232.00,20.26
3.00,232.80,20.26
3.00,233.60,20.25
3.00,234.40,20.27
3.00,235.20,20.32
3.00,236.00,20.37
3.00,236.80,20.32
3.00,237.60,20.27
3.00,238.40,20.29
3.00,239.20,20.38
3.00,240.00,20.48
3.00,240.80,20.58
3.00,241.60,20.67
3.00,242.40,20.78
3.00,243.20,20.91
3.00,244.00,21.04
3.00,244.80,21.11
3.00,245.60,21.17
3.00,246.40,21.05
3.00,247.20,20.75
3.00,248.00,20.45
3.00,248.80,20.18
3.00,249.60,19.92
3.00,250.40,19.60
3.00,251.20,19.23
3.00,252.00,18.86
3.00,252.80,18.88
3.00,253.60,18.89
3.00,254.40,19.00
3.00,255.20,19.20
3.00,256.00,19.39
3.00,256.80,19.72
3.00,257.60,20.04
3.00,258.40,20.39
3.00,259.20,20.76
3.00,260.00,21.14
3.00,260.80,21.44
3.00,261.60,21.75
3.00,262.40,21.84
3.00,263.20,21.71
3.00,264.00,21.58
3.00,264.80,21.12
3.00,265.60,20.67
3.00,266.40,20.18
3.00,267.20,19.67
3.00,268.00,19.17
